T,pci,rci
7184,0.00,0.00
7298,0.00,0.00
7417,0.00,0.00
7531,0.00,0.00
7649,0.00,0.00
7763,0.00,0.00
7881,0.00,0.00
7999,0.00,0.00
8113,0.00,0.00
8231,0.00,0.00
8346,0.00,0.00
8464,0.00,0.00
8578,0.00,0.00
8696,0.00,0.00
8811,0.00,0.00
8929,0.00,0.00
9043,0.00,0.00
9161,0.00,0.00
9275,0.0,0.00
9392,0.00,0.00
9506,0.00,0.00
9623,0.00,0.00
9737,0.00,0.00
9854,0.00,0.00
9968,0.00,0.00
10085,0.00,0.00
10200,0.00,0.00
10316,0.00,0.00
10431,0.00,0.00
10547,0.00,0.00
10661,0.00,0.00
10778,0.00,0.00
10893,0.00,0.00
11009,0.00,0.00
11124,0.00,0.00
11240,0.00,0.00
11355,0.00,0.00
11482,0.00,0.00
11608,0.00,0.00
11741,0.00,0.00
11871,0.00,0.00
12083,0.00,0.00
12294,0.00,0.00
12497,0.00,0.00
12701,0.00,0.00
12905,0.00,0.00
13095,0.00,0.00
13280,0.00,0.00
13404,0.00,0.00
13536,0.00,0.00
13668,0.00,0.00
13799,0.00,0.00
13931,0.00,0.00
14066,0.00,0.00
14198,0.00,0.00
14329,0.00,0.00
14475,0.00,0.00
14607,0.00,0.00
14748,0.00,0.00
14880,0.00,0.00
15011,0.00,0.00
15146,0.00,0.00
15275,0.00,0.00
15407,0.00,0.00
15538,0.00,0.00
15673,0.00,0.00
15802,0.00,0.00
15933,0.00,0.00
16065,0.00,0.00
16201,0.00,0.00
16328,0.00,0.00
16463,0.00,0.00
16596,0.00,0.00
16727,0.00,0.00
16859,0.00,0.00
16990,0.00,0.00
17119,0.00,0.00
17255,0.00,0.00
17388,0.00,0.00
17523,0.00,0.00
17651,0.00,0.00
17783,0.00,0.00
17912,0.00,0.00
18049,-5.10,0.45
18177,0.00,0.00
18316,0.00,0.00
18467,3.16,-0.89
18606,6.10,-2.58
18746,6.32,-5.00
18874,3.96,-6.74
19011,1.85,-5.75
19161,-0.39,-4.12
19301,0.00,0.00
19441,0.00,0.00
19568,0.00,0.00
19708,0.00,0.00
19848,0.00,0.00
19972,0.00,0.00
20125,0.00,0.00
20262,0.00,0.00
20415,0.00,0.00
20554,0.00,0.00
20691,0.00,0.00
20818,0.00,0.00
20959,0.00,0.00
21108,0.00,0.00
21247,0.00,0.00
21375,0.00,0.00
21511,0.00,0.00
21650,0.00,0.00
21788,0.00,0.00
21929,0.00,0.00
22065,0.00,0.00
22204,0.00,0.00
