T,a1,a2,a3
7159,2879, 2519, 3071
7287,2885, 2799, 2833
7406,2861, 2827, 2880
7520,2878, 2803, 2846
7638,2880, 2958, 2898
7752,2894, 2839, 2883
7870,2898, 2803, 2829
7984,2846, 2831, 2896
8102,2892, 2832, 2900
8216,2871, 2886, 2865
8335,2842, 2771, 2857
8449,2880, 2853, 2861
8567,2882, 2839, 2827
8681,2883, 2893, 2688
8800,2885, 2882, 3112
8914,2871, 2869, 2811
9032,2907, 2955, 2849
9148,2885, 2719, 2865
9264,2886, 2934, 2749
9379,2847, 2910, 2862
9495,2889, 2913, 2894
9610,2909, 2731, 2933
9726,2885, 2786, 3027
9841,2897, 2795, 2878
9957,2913, 2757, 3153
10072,2895, 2823, 2863
10189,2865, 2862, 2832
10304,2943, 2800, 2896
10420,2883, 2842, 2946
10535,2917, 2739, 2846
10650,2928, 2529, 2867
10765,2863, 2885, 2855
10882,2928, 2787, 2838
10997,2880, 2836, 2847
11113,2849, 2880, 2912
11228,2910, 2862, 2893
11344,2924, 2822, 2877
11465,2883, 2831, 2918
11591,2879, 2821, 2895
11721,2875, 2847, 2843
11851,2877, 2814, 2891
12018,2882, 2855, 2850
12245,2931, 2749, 2902
12449,2917, 2787, 2934
12657,2928, 2879, 2811
12842,2928, 2747, 2874
13051,2881, 2770, 2898
13237,2970, 2859, 3006
13391,2896, 2867, 2687
13523,2894, 2653, 2937
13655,2864, 2671, 3081
13787,2859, 2542, 3127
13918,2835, 2539, 3122
14053,2878, 2299, 3053
14185,2845, 2343, 3182
14317,2849, 2302, 3155
14448,2869, 2339, 3139
14590,2862, 2304, 3107
14721,2907, 2261, 3120
14867,2849, 2393, 3055
14999,2838, 2327, 3095
15132,2875, 2378, 3118
15262,2811, 2249, 3152
15394,2876, 2322, 3099
15526,2842, 2370, 3133
15657,2843, 2271, 3326
15789,2839, 2319, 3107
15921,2832, 2375, 3146
16052,2862, 2352, 3052
16187,2837, 2307, 3135
16316,2852, 2288, 3120
16451,2896, 2273, 3107
16583,2822, 2307, 3113
16715,2850, 1621, 3151
16846,2866, 2330, 3137
16979,2845, 2339, 3155
17102,2861, 2272, 3099
17234,2859, 2253, 3122
17376,2832, 2288, 3088
17507,2875, 2247, 3131
17639,2825, 2484, 3102
17770,2831, 2349, 3149
17892,2865, 2255, 3109
18024,2832, 2275, 3258
18164,2882, 2499, 2926
18304,2883, 2535, 2926
18444,2999, 2662, 2803
18578,3056, 2687, 2824
18725,2845, 2630, 2780
18862,2767, 2640, 3022
18998,2800, 2500, 2835
19139,2769, 2286, 2634
19276,2777, 2368, 2910
19420,2770, 2226, 2974
19556,2969, 2213, 2926
19692,2930, 2352, 2849
19823,2763, 2378, 2899
19960,2815, 2175, 2913
20113,3019, 2223, 2864
20249,2968, 2249, 2946
20391,2946, 2290, 2945
20541,2826, 2219, 3008
20665,2800, 2139, 2837
20806,2810, 2305, 2945
20942,2820, 2318, 2941
21076,2785, 2339, 2976
21222,2950, 2303, 2887
21358,2799, 2199, 2983
21488,2816, 2416, 2991
21630,2928, 2283, 2863
21776,2736, 2193, 2986
21912,2812, 2355, 2896
22041,2821, 2299, 2895
22192,2769, 2359, 2837
