T,yaw,pitch,roll
7563,0.00, 0.00, 0.00
7686,-0.19, -0.01, 0.02
7805,-0.20, -0.01, 0.03
7919,-0.21, -0.01, 0.03
8039,-0.22, -0.00, 0.03
8153,-0.23, -0.00, 0.03
8272,-0.24, -0.00, 0.03
8385,-0.25, -0.01, 0.02
8504,-0.26, -0.00, 0.02
8618,-0.27, -0.00, 0.01
8737,-0.29, 0.00, 0.01
8851,-0.30, 0.00, 0.01
8969,-0.32, 0.00, 0.01
9087,-0.34, 0.00, 0.01
9201,-0.35, 0.00, 0.01
9318,-0.36, -0.00, 0.01
9433,-0.37, 0.00, 0.01
9549,-0.38, 0.01, 0.01
9663,-0.39, 0.01, 0.01
9780,-0.41, 0.02, 0.01
9894,-0.42, 0.01, 0.00
10012,-0.43, 0.01, 0.00
10127,-0.44, 0.01, -0.00
10243,-0.45, 0.01, -0.00
10358,-0.46, 0.01, -0.00
10474,-0.47, 0.01, 0.00
10589,-0.48, 0.01, 0.01
10705,-0.48, 0.00, 0.01
10820,-0.49, 0.00, 0.02
10935,-0.49, 0.01, 0.01
11061,-0.50, 0.01, -0.00
11191,-0.50, 0.02, -0.01
11322,-0.50, 0.02, -0.01
11452,-0.50, 0.01, -0.00
11582,-0.50, -0.00, 0.00
11712,-0.50, 0.00, 0.01
11843,-0.49, 0.01, 0.01
11969,-0.49, 0.00, 0.01
12187,-0.48, -0.01, 0.01
12430,-0.47, 0.02, -0.01
12677,-0.46, 0.02, -0.01
12831,-0.45, 0.01, 0.02
12966,-0.44, 0.01, 0.03
13104,-0.43, 0.02, 0.01
13236,-0.42, -0.00, -0.01
13368,-0.42, -0.02, -0.01
13500,-0.1, -0.03, 0.00
13631,-0.40, -0.02, 0.02
13763,-0.40, -0.00, 0.03
13895,-0.41, -0.01, 0.03
14027,-0.41, -0.00, 0.02
14158,-0.41, -0.01, 0.02
14290,-0.41, -0.02, 0.05
14422,-0.41, -0.01, 0.04
14554,-0.41, 0.00, 0.04
14685,-0.42, 0.00, 0.04
14817,-0.42, -0.00, 0.02
14949,-0.44, -0.02, 0.02
15081,-0.46, -0.02, 0.03
15212,-0.47, -0.01, 0.03
15344,-0.48, -0.01, 0.03
15476,-0.49, 0.01, 0.02
15608,-0.50, -0.01, 0.04
15739,-0.52, -0.02, 0.05
15871,-0.52, -0.02, 0.05
16003,-0.53, -0.00, 0.02
16138,-0.54, 0.02, 0.00
16269,-0.56, 0.00, 0.03
16401,-0.58, -0.02, 0.06
16533,-0.60, -0.03, 0.05
16665,-0.60, -0.04, 0.06
16796,-0.61, -0.07, 0.08
16928,-0.61, -0.08, 0.08
17060,-0.62, -0.07, 0.06
17192,-0.62, -0.07, 0.07
17323,-0.63, -0.10, 0.11
17455,-0.63, -0.13, 0.14
17587,-0.63, -0.07, 0.07
17722,-0.63, -0.02, 0.02
17854,-0.63, 0.03, 0.02
17988,-0.64, 0.01, 0.06
18120,-0.65, -0.03, 0.06
18255,-0.67, -0.06, 0.02
18401,-0.71, -0.07, 0.03
18533,-0.75, -0.05, 0.08
18664,-0.76, -0.05, 0.10
18796,-0.76, -0.09, 0.09
18928,-0.75, -0.10, 0.06
19060,-0.73, -0.09, 0.06
19192,-0.73, -0.04, 0.07
19330,-0.76, 0.04, 0.03
19461,-0.76, 0.02, 0.04
19596,-0.76, -0.06, 0.06
19728,-0.76, -0.08, 0.06
19859,-0.77, -0.07, 0.06
19991,-0.80, -0.06, 0.08
20123,-0.81, -0.04, 0.07
20255,-0.82, -0.04, 0.06
20386,-0.83, -0.04, 0.04
20518,-0.83, -0.01, 0.02
20650,-0.84, 0.02, 0.02
20782,-0.85, -0.02, 0.06
20913,-0.86, -0.02, 0.04
21045,-0.88, 0.02, -0.01
21180,-0.90, 0.03, 0.02
21312,-0.92, 0.01, 0.04
21443,-0.93, -0.03, 0.06
21575,-0.94, -0.05, 0.04
21707,-0.96, -0.03, 0.01
21839,-0.98, -0.01, 0.02
