T,yaw,pitch,roll
6667,0.03, -0.00, 0.02
6793,0.00, -0.03, 0.00
6911,-0.02, -0.03, -0.02
7026,-0.04, -0.03, -0.03
7144,-0.08, -0.02, -0.01
7258,-0.10, -0.01, 0.00
7377,-0.12, 0.00, 0.01
7491,-0.15, 0.00, 0.01
7609,-0.18, 0.00, -0.00
7723,-0.20, 0.01, -0.00
7842,-0.23, 0.01, 0.02
7956,-0.26, 0.01, 0.03
8074,-0.28, 0.01, 0.03
8188,-0.32, -0.01, 0.01
8307,-0.34, -0.02, -0.01
8425,-0.37, -0.02, -0.02
8539,-0.40, -0.01, -0.01
8656,-0.42, 0.00, -0.00
8770,-0.45, 0.01, 0.01
8887,-0.48, 0.01, 0.01
9001,-0.51, 0.01, -0.00
9118,-0.53, 0.01, -0.00
9232,-0.55, 0.02, 0.00
9349,-0.58, 0.03, 0.02
9463,-0.58, 0.02, 0.03
9580,-0.59, 0.00, 0.02
9694,-0.58, -0.03, -0.00
9811,-0.58, -0.05, -0.01
9925,-0.57, -0.05, -0.01
10042,-0.55, -0.03, 0.00
10157,-0.54, -0.02, 0.01
10287,-0.52, -0.01, 0.01
10417,-0.50, -0.02, 0.01
10551,-0.48, -0.03, 0.01
10681,-0.47, -0.03, 0.01
10811,-0.47, -0.01, 0.02
10942,-0.47, -0.01, 0.01
11072,-0.47, -0.02, 0.00
11202,-0.47, -0.03, -0.02
11336,-0.47, -0.04, -0.03
11466,-0.48, -0.03, -0.03
11603,-0.48, -0.01, -0.01
11733,-0.48, -0.01, 0.00
11864,-0.48, -0.02, 0.01
11997,-0.48, -0.03, 0.01
12127,-0.48, -0.02, 0.02
12261,-0.49, -0.01, 0.02
12391,-0.49, -0.01, 0.01
12521,-0.49, -0.02, 0.00
12711,-0.50, -0.04, -0.02
12938,-0.50, -0.01, -0.02
13142,-0.51, -0.02, -0.00
13366,-0.51, -0.03, 0.02
13556,-0.52, -0.01, 0.02
13761,-0.52, -0.00, 0.01
13959,-0.53, -0.03, -0.00
14080,-0.53, -0.04, -0.01
14196,-0.54, -0.03, -0.02
14317,-0.54, -0.01, -0.03
14438,-0.54, -0.00, -0.03
14555,-0.55, -0.00, -0.02
14676,-0.55, -0.01, -0.01
14796,-0.56, -0.01, 0.01
14912,-0.56, -0.01, 0.01
15033,-0.56, 0.00, 0.02
15149,-0.57, 0.01, 0.01
15270,-0.57, -0.00, 0.00
15390,-0.58, -0.02, -0.01
15506,-0.58, -0.02, -0.02
15635,-0.59, -0.02, -0.03
15770,-0.59, -0.00, -0.03
15908,-0.60, -0.01, -0.02
16040,-0.60, -0.02, -0.01
16172,-0.61, -0.02, 0.00
16307,-0.61, 0.00, 0.01
16449,-0.62, 0.03, 0.00
16591,-0.63, 0.03, -0.00
16722,-0.63, 0.01, -0.00
16864,-0.64, -0.02, -0.00
16999,-0.65, -0.02, -0.01
17145,-0.65, -0.01, -0.02
17277,-0.66, -0.00, -0.03
17409,-0.67, -0.01, -0.03
17540,-0.67, -0.02, -0.01
17672,-0.68, -0.02, -0.00
17804,-0.68, -0.01, 0.01
17936,-0.69, 0.01, 0.01
18068,-0.69, 0.03, -0.00
18199,-0.70, 0.02, -0.01
18331,-0.71, 0.01, -0.00
18463,-0.71, -0.01, 0.00
18597,-0.72, -0.00, 0.00
18729,-0.73, 0.00, -0.01
18861,-0.73, 0.00, -0.03
18993,-0.74, -0.01, -0.03
19125,-0.74, -0.02, -0.02
19259,-0.75, -0.02, -0.00
19388,-0.76, -0.01, -0.00
19523,-0.76, 0.00, -0.01
19655,-0.77, 0.01, -0.02
19787,-0.77, 0.01, -0.02
19918,-0.78, 0.00, -0.00
20050,-0.78, 0.00, 0.02
20185,-0.78, 0.01, 0.02
20316,-0.79, 0.01, -0.00
20451,-0.79, 0.01, -0.02
20583,-0.80, 0.01, -0.02
20714,-0.80, -0.01, -0.01
20849,-0.80, -0.01, 0.00
20985,-0.80, 0.06, -0.00
21123,-0.80, 0.13, 0.00
21268,-0.77, 0.10, 0.09
21402,-0.76, 0.06, 0.12
21533,-0.77, 0.02, 0.11
21670,-0.78, -0.04, 0.11
21807,-0.80, -0.09, 0.12
21944,-0.82, -0.10, 0.13
22075,-0.81, -0.09, 0.11
22215,-0.79, -0.04, 0.07
22356,-0.78, -0.01, 0.04
22496,-0.77, 0.01, 0.01
22627,-0.77, 0.02, -0.01
22770,-0.77, 0.04, -0.04
22906,-0.77, 0.04, -0.03
23053,-0.77, 0.04, -0.04
23181,-0.77, 0.04, -0.04
23303,-0.77, 0.04, -0.04
23447,-0.76, 0.04, -0.04
23579,-0.76, 0.04, -0.04
23715,-0.76, 0.04, -0.04
23851,-0.77, 0.05, -0.03
23990,-0.77, 0.06, -0.02
24128,-0.76, 0.08, 0.00
24273,-0.75, 0.07, 0.02
24409,-0.77, 0.04, 0.02
24550,-0.79, 0.00, 0.03
24699,-0.79, 0.00, 0.03
24839,-0.79, 0.00, 0.03
24966,-0.79, 0.00, 0.03
25103,-0.79, 0.00, 0.03
25234,-0.79, 0.00, 0.02
25380,-0.79, 0.00, 0.02
25516,-0.78, 0.00, 0.02
25660,-0.78, 0.00, 0.02
25793,-0.78, 0.00, 0.02
25924,-0.78, 0.00, 0.02
26063,-0.78, 0.00, 0.02
26199,-0.78, 0.00, 0.02
26331,-0.78, 0.00, 0.02
26470,-0.78, 0.00, 0.02
26614,-0.78, 0.00, 0.02
