T,pci,rci
6986,0.00,0.00
7100,0.00,0.00
7219,0.00,0.00
7333,0.00,0.00
7451,0.00,0.00
7565,0.00,0.00
7683,0.00,0.00
7801,0.00,0.00
7915,0.00,0.00
8033,0.00,0.00
8147,0.00,0.00
8265,0.00,0.00
8379,0.00,0.00
8497,0.00,0.00
8611,0.00,0.00
8729,0.00,0.00
8843,0.00,0.00
8961,0.00,0.00
9075,0.00,0.00
9193,0.00,0.00
9307,0.00,0.00
9425,0.00,0.00
9539,0.00,0.00
9656,0.00,0.00
9770,0.00,0.00
9887,0.00,0.00
10001,0.00,0.00
10118,0.00,0.00
10233,0.00,0.00
10349,0.00,0.00
10463,0.00,0.00
10580,0.00,0.00
10712,0.00,0.00
10849,0.00,0.00
10982,0.00,0.00
11113,0.00,0.00
11243,0.00,0.00
11373,0.00,0.00
11504,0.00,0.00
11634,0.00,0.00
11770,0.00,0.00
11903,0.00,0.00
12040,0.00,0.00
12170,0.00,0.00
12300,0.00,0.00
12433,0.00,0.00
12570,0.00,0.00
12703,0.00,0.00
12835,0.00,0.00
12967,0.00,0.00
13097,0.00,0.00
13227,0.00,0.00
13360,0.00,0.00
13488,0.00,0.00
13621,0.00,0.00
13751,0.00,0.00
13881,0.00,0.00
14011,0.00,0.00
14142,0.00,0.00
14273,0.00,0.00
14395,0.00,0.00
14539,0.00,0.00
14672,0.00,0.00
14803,0.00,0.00
14933,0.00,0.00
15055,0.00,0.00
15185,0.00,0.00
15316,0.00,0.00
15442,0.00,0.00
15569,0.00,0.00
15700,0.00,0.00
15833,0.00,0.00
15960,0.00,0.00
16093,0.00,0.00
16223,0.00,0.00
16357,0.00,0.00
16484,0.00,0.00
16618,0.00,0.00
16748,0.00,0.00
16870,0.00,0.00
17000,0.00,0.00
17141,0.00,0.00
17267,0.00,0.00
17411,0.00,0.00
17544,0.00,0.00
17671,0.00,0.00
17808,0.00,0.00
17939,0.00,0.00
18069,0.00,0.00
18191,0.00,0.00
18321,0.00,0.00
18451,0.00,0.00
18582,0.00,0.00
18712,0.00,0.00
18842,0.00,0.00
18972,0.00,0.00
19102,0.00,0.00
19233,0.00,0.00
19363,0.00,0.00
19496,0.00,0.00
19626,0.00,0.00
19756,0.00,0.00
19887,0.00,0.00
20018,0.00,0.00
20148,0.00,0.00
20270,0.00,0.00
20400,0.00,0.00
20530,0.00,0.00
20660,0.00,0.00
20791,0.00,0.00
20921,0.00,0.00
21054,0.00,0.00
21181,0.00,0.00
21311,0.00,0.00
21445,0.00,0.00
21575,0.00,0.00
21705,0.00,0.00
21835,0.00,0.00
21966,0.00,0.00
22096,0.00,0.00
22227,0.00,0.00
22349,0.00,0.00
22486,0.00,0.00
22609,0.00,0.00
22739,0.00,0.00
22870,0.00,0.00
23000,0.00,0.00
23130,0.00,0.00
23260,0.00,0.00
23390,0.00,0.00
23521,0.00,0.00
23654,0.00,0.00
23781,0.00,0.00
23914,0.00,0.00
24044,0.00,0.00
24175,0.00,0.00
24306,0.00,0.00
24435,0.00,0.00
24558,0.00,0.00
24688,0.00,0.00
24818,0.00,0.00
24945,0.00,0.00
25076,0.00,0.00
25205,0.00,0.00
25332,0.00,0.00
25465,0.00,0.00
25598,0.00,0.00
25728,0.00,0.00
25865,0.00,0.00
25998,0.00,0.00
26128,0.00,0.00
26265,0.00,0.00
26395,0.00,0.00
26525,0.00,0.00
26659,0.00,0.00
26789,0.00,0.00
26922,0.00,0.00
27052,0.00,0.00
27185,0.00,0.00
27316,0.00,0.00
27446,0.00,0.00
27576,0.00,0.00
27707,0.00,0.00
27836,0.00,0.00
27959,0.00,0.00
28089,0.00,0.00
28318,0.00,0.00
28507,0.00,0.00
28697,0.00,0.00
28901,0.00,0.00
29039,0.00,0.00
29168,0.00,0.00
29303,0.00,0.00
29431,0.00,0.00
29563,0.00,0.00
29694,0.00,0.00
29826,0.00,0.00
29961,0.00,0.00
30092,0.00,0.00
30225,0.00,0.00
30355,0.00,0.00
30487,0.00,0.00
30618,0.00,0.00
30750,0.00,0.00
30884,0.00,0.00
31016,0.00,0.00
31148,0.00,0.00
31276,0.00,0.00
31412,0.00,0.00
31542,0.00,0.00
31674,0.00,0.00
31805,0.00,0.00
31937,0.00,0.00
32069,0.00,0.00
32200,0.00,0.00
32332,0.00,0.00
32466,0.00,0.00
32598,0.00,0.00
32730,0.00,0.00
32861,0.00,0.00
32993,0.00,0.00
33124,0.00,0.00
33256,0.00,0.00
33389,0.00,0.00
33526,0.00,0.00
33657,0.00,0.00
33789,0.00,0.00
33920,0.00,0.00
34052,0.00,0.00
34187,0.00,0.00
34318,0.00,0.00
34450,0.00,0.00
34581,0.00,0.00
34713,0.00,0.00
34844,0.00,0.00
34976,0.00,0.00
35107,0.00,0.00
35239,0.00,0.00
35370,0.00,0.00
35505,0.00,0.00
35637,0.00,0.00
35768,0.00,0.00
35907,0.00,0.00
36034,0.00,0.00
36166,0.00,0.00
36297,0.00,0.00
36429,0.00,0.00
36560,0.00,0.00
36695,0.00,0.00
36826,0.00,0.00
36958,0.00,0.00
37089,0.00,0.00
37221,0.00,0.00
37352,0.00,0.00
37484,0.00,0.00
37615,0.00,0.00
37753,0.00,0.00
37885,0.00,0.00
38016,0.00,0.00
38148,0.00,0.00
38279,0.00,0.00
38411,0.00,0.00
38545,0.00,0.00
38680,0.00,0.00
38811,0.00,0.00
38943,0.00,0.00
39074,0.00,0.00
39206,0.00,0.00
39334,0.00,0.00
39465,0.00,0.00
39600,0.00,0.00
39730,0.00,0.00
39860,0.00,0.00
39992,0.00,0.00
40123,0.00,0.00
40255,0.00,0.00
40386,0.00,0.00
40521,0.00,0.00
40652,0.00,0.00
40784,0.00,0.00
40915,0.00,0.00
41050,0.00,0.00
41178,0.00,0.00
41313,0.00,0.00
41444,0.00,0.00
41576,0.00,0.00
41707,0.00,0.00
41842,0.00,0.00
41973,0.00,0.00
42105,0.00,0.00
42236,0.00,0.00
42368,0.00,0.00
42499,0.00,0.00
42630,0.00,0.00
42761,0.00,0.00
42893,0.00,0.00
43024,0.00,0.00
43236,0.00,0.00
43466,0.00,0.00
43686,0.00,0.00
43815,0.00,0.00
43945,0.00,0.00
44076,0.00,0.00
44208,0.00,0.00
44340,0.00,0.00
44474,0.00,0.00
44606,0.00,0.00
44737,0.00,0.00
44868,0.00,0.00
45006,0.00,0.00
45137,0.00,0.00
45269,0.00,0.00
45400,0.00,0.00
45535,0.00,0.00
45666,0.00,0.00
45802,0.00,0.00
45939,0.00,0.00
46070,0.00,0.00
46202,0.00,0.00
46339,0.00,0.00
46480,0.00,0.00
46615,0.00,0.00
46764,0.00,0.00
46893,0.00,0.00
47024,0.00,0.00
47172,0.00,0.00
47297,0.00,0.00
47439,0.00,0.00
47578,0.00,0.00
47713,0.00,0.00
47847,0.00,0.00
47982,0.00,0.00
48110,0.00,0.00
48244,0.00,0.00
48379,0.00,0.00
48508,0.00,0.00
48642,0.00,0.00
48779,0.00,0.00
48914,0.00,0.00
49056,0.00,0.00
49187,0.00,0.00
49319,0.00,0.00
49456,0.00,0.00
49587,0.00,0.00
49719,0.00,0.00
49856,0.00,0.00
49996,0.00,0.00
50128,0.00,0.00
50263,0.00,0.00
50392,0.00,0.00
50522,0.00,0.00
50656,0.00,0.00
50791,0.00,0.00
50920,0.00,0.00
51057,0.00,0.00
51204,0.00,0.00
51340,0.00,0.00
51480,0.00,0.00
51611,0.00,0.00
51743,0.00,0.00
51877,0.00,0.00
52011,0.00,0.00
52140,0.00,0.00
52274,0.00,0.00
52405,0.00,0.00
52534,0.00,0.00
52663,0.00,0.00
52792,0.00,0.00
52928,0.00,0.00
53062,0.00,0.00
53196,0.00,0.00
53325,0.00,0.00
53456,0.00,0.00
53583,0.00,0.00
53712,0.00,0.00
53849,0.00,0.00
53983,0.00,0.00
54119,0.00,0.00
54253,0.00,0.00
54387,0.00,0.00
54518,0.00,0.00
54646,0.00,0.00
54780,0.00,0.00
54915,0.00,0.00
55049,0.00,0.00
55195,0.00,0.00
55329,0.00,0.00
