T,a1,a2,a3
6507,2881,2352,3057
6537,2887,2529,3020
6570,2883,2381,3071
6603,2850,2314,3043
6636,2893,2495,3265
6669,2929,2494,3009
6702,2885,2519,2887
6735,2832,2717,2855
6768,2864,2831,2863
6801,2827,2794,2960
6834,2863,2897,2880
6867,2840,2839,2853
6900,2829,2773,2867
6933,2864,2800,2827
6966,2858,2871,2881
6999,2843,2853,2990
7032,2818,2830,2826
7065,2893,2893,2847
7098,2864,2829,2849
7131,2823,2864,2872
7164,2870,2800,2852
7197,2902,2768,2866
7230,2818,2815,2842
7263,2821,2815,2963
7296,2837,2861,2866
7329,2910,2801,2902
7362,2850,2850,2962
7395,2866,2822,2674
7428,2862,2757,2877
7461,2854,2815,2820
7494,2852,2893,2855
7527,2819,2846,2859
7560,2866,2885,2868
7593,2835,2768,2901
7626,2944,2833,2847
7659,2850,2757,2915
7692,2855,2790,2871
7725,2833,2819,2864
7758,2869,2784,2879
7791,2972,2789,2898
7824,2836,2788,2896
7857,2886,2791,2897
7890,2939,2896,2877
7923,2883,2864,2885
7956,2929,3035,2854
7989,2877,2850,2921
8022,2880,2841,2867
8055,2896,2912,2822
8088,2893,2801,2891
8121,2877,2837,2875
8154,2846,2873,2926
8187,2905,2990,2875
8220,2883,2904,2869
8253,2903,2768,2893
8286,2896,2825,2903
8319,2919,2822,2831
8352,2901,2925,2896
8385,2938,2839,2799
8418,2877,2885,2879
8451,2859,2828,2864
8484,2896,2848,2807
8517,2887,3115,2909
8550,2855,2960,2892
8583,2892,2855,2878
8616,2869,2847,2800
8649,2829,2823,2862
8682,2883,2901,2871
8715,2891,2851,2875
8748,2863,2854,2866
8781,2867,2797,2919
8814,2937,2803,2855
8847,2861,2753,2877
8880,2891,2843,2909
8913,2928,2880,2824
8946,2894,2859,2959
8979,2863,2845,2905
9012,2914,2765,2940
9045,2867,2974,2927
9078,2910,2807,2934
9111,2895,2867,2905
9144,2851,2833,2896
9177,2879,2789,3216
9210,2947,2853,2873
9243,2896,2871,2762
9276,2961,2817,2976
9309,2894,2747,2885
9342,2901,2741,2864
9375,2921,2817,2836
9408,2986,2840,2874
9441,2903,2933,2832
9474,2877,2805,2864
9507,2875,2866,2969
9540,2883,2837,2861
9573,2898,2781,2838
9606,2892,2864,2898
9639,2906,2953,2837
9672,2879,2803,2864
9705,2896,2826,2895
9738,2907,2876,2815
9771,2841,2883,2892
9804,2905,2770,2899
9837,2894,2821,2947
9870,2893,2794,2768
9903,2871,2863,2899
9936,2896,2893,2813
9969,2911,2826,2869
10002,2889,2829,3085
10035,2911,2759,2938
10068,2870,2795,2933
10101,2905,2864,2894
10134,2854,2796,2855
10167,2881,2828,2901
10200,2863,2715,2896
10233,2867,2853,2873
10266,2879,2818,2869
10299,2847,2873,2896
10332,2906,2971,2834
10365,2874,2853,2927
10398,2928,2826,2799
10431,2898,2972,2914
10464,2848,2832,2874
10497,2867,2765,2896
