T,yaw,pitch,roll
7955,-0.00, 0.00, 0.00
8081,0.04, -0.00, -0.00
8199,0.08, -0.03, -0.02
8313,0.12, -0.06, -0.05
8432,0.17, -0.07, -0.07
8546,0.21, -0.04, -0.06
8665,0.24, -0.01, -0.03
8779,0.30, 0.01, -0.00
8897,0.33, -0.00, 0.00
9011,0.37, -0.03, -0.01
9130,0.42, -0.06, -0.02
9245,0.45, -0.05, -0.01
9363,0.49, -0.03, -0.01
9482,0.54, 0.00, -0.01
9595,0.57, -0.01, -0.02
9713,0.60, -0.03, -0.04
9828,0.65, -0.07, -0.07
9944,0.68, -0.07, -0.07
10059,0.71, -0.04, -0.05
10175,0.76, -0.00, -0.02
10290,0.79, 0.02, 0.00
10407,0.82, -0.01, -0.02
10522,0.85, -0.05, -0.04
10638,0.89, -0.09, -0.06
10753,0.92, -0.07, -0.04
10869,0.95, -0.04, -0.01
10984,1.03, -0.05, -0.05
11100,1.07, -0.03, -0.03
11215,1.09, -0.01, -0.03
11330,1.12, -0.01, -0.02
11445,1.14, -0.01, -0.01
11562,1.16, -0.02, -0.00
11677,1.18, -0.02, -0.00
11804,1.19, -0.02, -0.01
11941,1.21, -0.02, -0.02
12072,1.22, -0.03, -0.04
12202,1.24, -0.04, -0.04
12330,1.25, -0.04, -0.03
12459,1.26, -0.03, -0.02
12594,1.27, -0.01, -0.03
12732,1.28, -0.02, -0.04
12864,1.29, -0.04, -0.04
12996,1.30, -0.05, -0.03
13131,1.31, -0.03, -0.01
13272,1.31, -0.02, -0.01
13404,1.32, -0.01, -0.02
13543,1.33, -0.03, -0.04
13667,1.33, -0.04, -0.04
13799,1.34, -0.04, -0.02
13934,1.34, -0.02, -0.02
14080,1.34, -0.01, -0.03
14211,1.34, -0.02, -0.04
14343,1.34, -0.03, -0.04
14475,1.34, -0.04, -0.03
14607,1.34, -0.03, -0.01
14738,1.34, -0.02, -0.01
14870,1.34, -0.02, -0.02
15002,1.33, -0.03, -0.04
15134,1.33, -0.03, -0.03
15266,1.32, -0.03, -0.02
15397,1.32, -0.02, -0.01
15532,1.31, -0.01, -0.03
15664,1.31, -0.02, -0.04
15796,1.30, -0.03, -0.04
15927,1.29, -0.03, -0.03
16059,1.28, -0.03, -0.02
16191,1.27, -0.02, -0.02
16323,1.26, -0.02, -0.02
16455,1.25, -0.02, -0.03
16586,1.24, -0.03, -0.03
16718,1.23, -0.03, -0.02
16850,1.21, -0.02, -0.01
16985,1.20, -0.02, -0.03
17113,1.19, -0.02, -0.04
17245,1.17, -0.02, -0.04
17380,1.16, -0.03, -0.03
17515,1.14, -0.03, -0.02
17645,1.13, -0.02, -0.02
17775,1.11, -0.02, -0.03
17907,1.10, -0.02, -0.03
18039,1.08, -0.02, -0.02
18171,1.06, -0.02, -0.02
18302,1.04, -0.01, -0.01
18434,1.02, -0.01, -0.03
18566,1.01, -0.01, -0.03
18701,0.99, -0.02, -0.04
18832,0.97, -0.02, -0.03
18961,0.96, -0.02, -0.02
19095,0.94, -0.02, -0.02
19227,0.92, -0.02, -0.03
19359,0.91, -0.02, -0.04
19491,0.89, -0.02, -0.03
19623,0.88, -0.02, -0.02
19754,0.86, -0.01, -0.01
19886,0.85, -0.01, -0.02
20018,0.84, -0.01, -0.03
20150,0.82, -0.01, -0.04
20284,0.81, -0.01, -0.02
20419,0.80, -0.01, -0.01
20551,0.79, -0.02, -0.01
20683,0.78, -0.02, -0.03
20814,0.77, -0.02, -0.03
20949,0.76, -0.02, -0.03
21077,0.75, -0.02, -0.03
21206,0.75, -0.02, -0.02
21338,0.74, -0.02, -0.02
21474,0.74, -0.02, -0.02
21604,0.74, -0.02, -0.02
21742,0.74, -0.01, -0.01
21871,0.74, -0.00, -0.01
21999,0.74, -0.00, -0.00
22131,0.74, -0.02, -0.03
22263,0.75, -0.02, -0.04
22395,0.75, -0.02, -0.04
22526,0.76, -0.01, -0.02
22658,0.77, -0.01, -0.02
22790,0.78, -0.01, -0.02
22921,0.78, -0.02, -0.03
23056,0.80, -0.02, -0.02
23187,0.82, 0.01, 0.02
23317,0.85, 0.03, 0.04
23453,0.88, 0.01, -0.01
23581,0.94, 0.00, -0.06
23717,0.97, -0.02, -0.06
23857,1.01, -0.04, -0.05
24007,1.06, -0.03, -0.04
24145,1.09, -0.04, -0.05
24287,1.12, -0.07, -0.05
24438,1.13, -0.06, -0.04
24584,1.14, -0.02, -0.02
24720,1.14, 0.00, -0.01
24870,1.16, 0.02, -0.01
25007,1.17, 0.02, -0.01
25138,1.18, 0.02, -0.01
25274,1.19, 0.02, -0.00
25411,1.20, 0.02, -0.00
25554,1.22, 0.02, -0.00
25678,1.23, 0.02, -0.00
25823,1.24, 0.02, -0.00
25958,1.25, 0.02, -0.00
26089,1.27, 0.02, -0.00
26232,1.28, 0.02, -0.00
26369,1.29, 0.02, -0.00
26519,1.30, 0.02, -0.00
26655,1.32, 0.02, -0.00
26786,1.33, 0.02, -0.00
26923,1.34, 0.02, -0.00
27062,1.35, 0.02, -0.00
27212,1.37, 0.02, -0.00
27358,1.38, 0.02, 0.00
27496,1.40, 0.02, 0.00
