T,a1,a2,a3
7951,2852, 2806, 2891
8079,2880, 2828, 2688
8197,2817, 2811, 2755
8311,2853, 2850, 2839
8429,2798, 2762, 3051
8543,2844, 2871, 2839
8662,2851, 2801, 2847
8776,2843, 2871, 2821
8895,2647, 2864, 2773
9009,2800, 2871, 2831
9128,2825, 2800, 2795
9242,2925, 2896, 2848
9360,2903, 2853, 2827
9474,2885, 2735, 2827
9593,2841, 2835, 2815
9709,2852, 2860, 2837
9825,2921, 2873, 2903
9940,2918, 2866, 2864
10056,2906, 2885, 3021
10172,2913, 2767, 2921
10288,2928, 2787, 2839
10403,2842, 2927, 2783
10519,2878, 2866, 2841
10634,2881, 2870, 2737
10750,2901, 2803, 2811
10865,2924, 2807, 2840
10981,2868, 2928, 2771
11096,2942, 2759, 2884
11212,2885, 2853, 2864
11327,2896, 2724, 2874
11442,2841, 2934, 2798
11558,2942, 2763, 2867
11674,2878, 2833, 2811
11789,2895, 2812, 2750
11914,2849, 2848,2798
12047,2855, 2812, 2880
12178,2883, 2838, 2696
12311,832, 2862, 2762
12441,2862, 2844, 2835
12589,2916, 2896, 2804
12726,2896, 2798, 2823
12859,2937, 2550, 2931
12986,2913, 2885, 2855
13117,2973, 2864, 2800
13247,2845, 2892, 2749
13378,2933, 2921, 2803
13504,2919, 2736, 2894
13634,2915, 2816, 2816
13767,2896, 2890, 2768
13898,2831, 2832, 2750
14028,2875, 2900, 2511
14159,2946, 2880, 2826
14289,2869, 2798, 2737
14419,2835, 2831, 2759
14550,2896, 2833, 2813
14680,2903, 2615, 2821
14812,2866, 2779, 2870
14951,2940, 2864, 2874
15081,2867, 2842, 2843
15211,2942, 2523, 2827
15342,2855, 2898, 2825
15472,2887, 2863, 2866
15602,2896, 2775, 2875
15733,2863, 2857, 2736
15863,2852, 2803, 2795
15993,2893, 2731, 2886
16124,2853, 2860, 2755
16254,2837, 2805, 2795
16384,2912, 2796, 2768
16515,2841, 2954, 2842
16645,2896, 2820, 2774
16771,2918, 2799, 2864
16902,2933, 2812, 2807
17032,2835, 2770, 2838
17162,2912, 2742, 2898
17307,2885, 2843, 2782
17437,2937, 2917, 2859
17563,2925, 2771, 2870
17693,2850, 2898, 2768
17824,2871, 2855, 2855
17954,2864, 2870, 2747
18085,2879, 2834, 2831
18215,2901, 2828, 2864
18345,2869, 2754, 3037
18476,2864, 2781, 2869
18606,2928, 2764, 2918
18738,2875, 2916, 2791
18867,2939, 2769, 2832
18997,2907, 2835, 2795
19128,2907, 2832, 2853
19258,2864, 2854, 2823
19388,2899, 2876, 2851
19522,2914, 2800, 2870
19652,2897, 2731, 2832
19786,2926, 2872, 2811
19916,2896, 2973, 2833
20049,2880, 2807, 2833
20180,2859, 2790, 2832
20310,2863, 2802, 2854
20441,2847, 2775, 2804
20567,2882, 2847, 2785
20697,2873, 2832, 2835
20827,2863, 2814, 2823
20958,2871, 2941, 2896
21088,2929, 2947, 2832
21219,2967, 2834, 2787
21349,2874, 2783, 2841
21479,2881, 2799, 2839
21610,2896, 2805, 2799
21740,2902, 2785, 2857
21870,2867, 2734, 2883
22001,2815, 2800, 2884
22131,2873, 2871, 2743
22265,3108, 2775, 2846
22392,3000, 2741, 2854
22522,2906, 2817, 2846
22653,2926, 2867, 2782
22783,2843, 2695, 2815
22909,2905, 2832, 2786
23040,2875, 2891, 2806
23170,2878, 2928, 2757
23300,2869, 2842, 2826
23430,2846, 2867, 2762
23561,2842, 2900, 2751
23691,2855, 2803, 2752
23821,2890, 2858, 2755
23952,2871, 2785, 2801
24082,2933, 2719, 2839
24212,2897, 2747, 2800
24339,2910, 2864, 2831
24472,2918, 2801, 2834
24603,2869, 2880, 2861
24733,2911, 2788, 2871
24864,2859, 2656, 2711
24994,2880, 2897, 2916
25120,2899, 2800, 2783
25250,2902, 2767, 2921
25381,2889, 2846, 2858
25511,2914, 2977, 2806
25641,2929, 2910, 2864
25772,2859, 2848, 2848
25902,2875, 2849, 2879
26033,2878, 2869, 2835
26163,2911, 2757, 2829
26293,2896, 2745, 2900
26424,2878, 2916, 2781
26550,2875, 2854, 2741
26687,2910, 2782, 2896
26814,2895, 2802, 2841
26948,2863, 2799, 2811
27078,2910, 2735, 2855
27208,2878, 2832, 2805
27342,2875, 2846, 2817
27472,2879, 2773, 2832
27603,2914, 2819, 2818
27733,2877, 2800, 2897
27859,2876, 2814, 2800
27989,2880, 2763, 2863
28120,2890, 2856, 2753
28250,2882, 2867, 2879
28381,2911, 2789, 2842
28511,2885, 2775, 2856
28641,2944, 2848, 2872
28772,2864, 2822, 2917
28902,2944, 2795, 2811
29032,2921, 2789, 2834
29163,2903, 2773, 2879
29293,2903, 2791, 2846
29424,2873, 2885, 2790
29554,2833, 2837, 2814
29687,2752, 2845, 2855
29818,2903, 2761, 2768
29948,2876, 2853, 2847
30082,2896, 2800, 2837
30212,2855, 2887, 2876
30345,2875, 2711, 2861
30476,2927, 2793, 2913
30606,2901, 2752, 2829
30737,2869, 2807, 2783
30863,2861, 2849, 2853
30993,2753, 2813, 2828
31123,2896, 2784, 3015
31281,2845, 2843, 2847
31522,2891, 2896, 2863
31743,2881, 2832, 2803
31889,2909, 2848, 2821
32006,2963, 2751, 2845
32127,2784, 2807, 2919
32243,2667, 2779, 3038
32364,2642, 2826, 2976
32485,2704, 2849, 2883
32610,2640, 2727, 2875
32755,2689, 2807, 3000
32887,2627, 2770, 2962
33019,2662, 2780, 2978
33151,2700, 2867, 2919
33283,2763, 2757, 3012
33415,2704, 2789, 2932
33546,2930, 2751, 3013
33678,2529, 2783, 2910
33810,2677, 2864, 2831
33942,2586, 2849, 2928
34074,2715, 2815, 2954
34206,2707, 2717, 3021
34338,2714, 2771, 2979
34469,2701, 2657, 2997
34601,2663, 2769, 3014
34733,2655, 2827, 2974
34865,2695, 2850, 2932
34997,2683, 2846, 2894
35129,2681, 2714, 3010
35261,2627, 2922, 2995
35392,2638, 2848, 2891
35524,2663, 2854, 2991
35656,2675, 2827, 2976
35788,2773, 2796, 2970
35920,2672, 2761, 2927
36052,2686, 2858, 2993
36184,2657, 2861, 2969
36315,2661, 2770, 3025
36447,2668, 2834, 2995
36579,2640, 2752, 2978
36711,2635, 2811, 2895
36843,2696, 2759, 2953
36975,2677, 2774, 2957
37106,2694, 2894, 2932
37241,2718, 2771, 2914
37374,2694, 2722, 3014
37511,2659, 2670, 2889
37643,2698, 2859, 2960
37775,2640, 2847, 2946
37907,2689, 2905, 3013
38038,2640, 2881, 2881
38170,2699, 2768, 2972
38312,2659, 2607, 2993
38444,2630, 2777, 2992
38589,2635, 2854, 2974
38713,2677, 2719, 2978
38845,2651, 2832, 2971
38977,2641, 2845, 2944
39109,2689, 2695, 2928
39241,2666, 2877, 2942
39373,2640, 2715, 2960
39508,2672, 2768, 2917
39636,2688, 2841, 2970
39768,2653, 2890, 2893
39900,2657, 2908, 2979
40032,2669, 2850, 3006
40164,2682, 2843, 2943
40296,2692, 2786, 3030
40428,2643, 2779, 2930
40559,2692, 2800, 2929
40694,2681, 2864, 3029
40829,2691, 2857, 2914
40958,2655, 2885, 2883
41103,2752, 2881, 2866
41235,2683, 2768, 2922
41367,2673, 2768, 2954
41498,2695, 2825, 2982
41630,2705, 2909, 2931
41761,2677, 2704, 2992
41907,2786, 2723, 2795
42040,2817, 2848, 2794
42174,2837, 2814, 2821
42308,2875, 2717, 2928
42437,2831, 2825, 2900
42568,2829, 2768, 2768
42704,2886, 2831, 2813
42841,2608, 2622, 2847
42973,2481, 2605, 2865
43117,2601, 2434, 2995
43251,2497, 2399, 3024
43383,2521, 2368, 3063
43511,2480, 2384, 3505
43649,2448, 2261, 3052
43777,2523, 2409, 2998
43905,2477, 2213, 3002
44029,2512, 2480, 2959
44171,2523, 2458, 3030
44305,2455, 2736, 2970
44448,2522, 2373, 3003
44587,2506, 2431, 2982
44721,2445, 2385, 3006
44859,2471, 2390, 2996
44984,2451, 2415, 2979
45118,2514, 1553, 3045
45249,2480, 2459, 2943
45391,2583, 2319, 2950
45522,2491, 2437, 2958
45656,2513, 2559, 2903
45785,2541, 2458, 2932
45909,2528, 2353, 2991
