T,yaw,pitch,roll
6770,-0.01, -0.02, 0.03
6893,-0.01, -0.01, 0.01
7012,-0.01, -0.00, -0.00
7127,-0.01, -0.00, -0.01
7245,-0.01, -0.01, 0.01
7359,-0.01, -0.02, 0.02
7478,-0.01, -0.02, 0.03
7592,-0.01, -0.01, 0.02
7711,-0.01, 0.00, 0.01
7825,-0.01, 0.00, -0.00
7944,-0.02, -0.01, 0.00
8058,-0.02, -0.02, 0.02
8178,-0.02, -0.02, 0.03
8294,-0.02, -0.02, 0.03
8408,-0.02, -0.01, 0.02
8525,-0.02, -0.01, -0.00
8639,-0.02, -0.01, -0.01
8756,-0.03, -0.01, 0.00
8870,-0.03, -0.02, 0.02
8987,-0.03, -0.02, 0.02
9101,-0.03, -0.01, 0.01
9218,-0.03, -0.00, -0.00
9332,-0.03, 0.00, -0.01
9449,-0.03, -0.00, -0.00
9563,-0.04, -0.01, 0.01
9680,-0.04, -0.01, 0.03
9794,-0.04, -0.02, 0.03
9911,-0.04, -0.01, 0.02
10026,-0.04, -0.01, 0.00
10142,-0.04, -0.00, -0.00
10268,-0.05, -0.01, 0.01
10399,-0.05, -0.02, 0.02
10529,-0.05, -0.02, 0.03
10659,-0.05, -0.01, 0.01
10790,-0.05, -0.00, -0.01
10920,-0.05, 0.00, -0.01
11053,-0.06, -0.00, 0.01
11183,-0.06, -0.01, 0.02
11317,-0.06, -0.01, 0.02
11447,-0.06, -0.01, 0.00
11577,-0.06, -0.00, -0.00
11708,-0.07, 0.00, 0.00
11838,-0.07, -0.01, 0.02
11968,-0.07, -0.02, 0.03
12099,-0.07, -0.02, 0.02
12229,-0.07, -0.01, 0.01
12359,-0.08, -0.00, -0.00
12493,-0.08, -0.00, 0.00
12623,-0.08, -0.01, 0.01
12746,-0.08, -0.02, 0.02
12876,-0.08, -0.02, 0.01
13006,-0.09, -0.01, -0.00
13140,-0.09, 0.00, -0.00
13320,-0.09, -0.00, 0.01
13570,-0.10, -0.02, 0.02
13785,-0.10, -0.01, 0.01
13919,-0.10, 0.00, 0.01
14049,-0.10, 0.00, 0.02
14182,-0.10, -0.01, 0.02
14317,-0.11, -0.02, 0.01
14449,-0.11, -0.01, 0.00
14581,-0.11, 0.00, 0.00
14712,-0.11, 0.01, 0.00
14853,-0.11, 0.00, 0.01
15002,-0.12, -0.01, 0.02
15134,-0.12, -0.01, 0.02
15269,-0.12, 0.00, 0.02
15400,-0.12, 0.01, 0.01
15532,-0.12, 0.01, 0.02
15664,-0.13, 0.00, 0.02
15795,-0.13, -0.01, 0.02
15927,-0.13, -0.01, 0.02
16059,-0.13, 0.01, 0.01
16191,-0.13, 0.02, 0.01
16322,-0.13, 0.02, 0.01
16454,-0.13, 0.00, 0.01
16589,-0.13, -0.02, 0.01
16720,-0.13, -0.02, 0.01
16855,-0.12, 0.00, 0.01
16989,-0.12, 0.03, 0.01
17120,-0.12, 0.01, -0.02
17256,-0.14, -0.11, -0.11
17407,-0.15, -0.09, -0.10
17546,-0.14, -0.05, -0.08
17683,-0.14, -0.02, -0.07
17814,-0.14, 0.01, -0.04
17954,-0.15, 0.04, 0.00
18104,-0.15, 0.04, 0.01
18237,-0.15, 0.04, 0.01
18369,-0.15, 0.04, 0.01
18514,-0.15, 0.04, 0.01
18665,-0.15, 0.04, 0.01
18798,-0.15, 0.04, 0.01
18929,-0.15, 0.04, 0.01
19065,-0.15, 0.04, 0.01
19201,-0.15, 0.04, 0.01
19341,-0.15, 0.04, 0.01
19472,-0.15, 0.04, 0.01
19608,-0.15, 0.04, 0.01
19759,-0.15, 0.04, 0.01
19898,-0.15, 0.04, 0.01
20049,-0.15, 0.04, 0.01
20191,-0.15, 0.04, 0.01
20320,-0.15, 0.04, 0.01
20465,-0.15, 0.04, 0.01
20612,-0.15, 0.04, 0.01
20748,-0.14, 0.04, 0.01
20879,-0.14, 0.04, 0.01
21019,-0.14, 0.04, 0.01
21155,-0.14, 0.04, 0.01
21302,-0.14, 0.04, 0.01
21438,-0.14, 0.04, 0.01
21569,-0.14, 0.04, 0.01
21712,-0.14, 0.04, 0.01
21851,-0.14, 0.04, 0.01
21999,-0.14, 0.04, 0.01
22130,-0.14, 0.04, 0.01
22269,-0.14, 0.04, 0.01
22405,-0.14, 0.04, 0.01
22559,-0.14, 0.04, 0.01
22695,-0.14, 0.04, 0.01
22841,-0.14, 0.04, 0.01
