T,state
9985,3
10368,1
10376,1
10386,1
10395,1
10409,1
10420,1
10459,1
10473,1
10483,1
10493,1
10506,1
10516,1
10526,1
10540,1
10550,1
10590,1
10599,1
10613,1
10623,1
10633,1
10647,1
10656,1
10666,1
10681,1
10720,1
10730,1
10744,1
10753,1
10763,1
10777,1
10786,1
10796,1
10811,1
10850,1
10860,1
10874,1
10883,1
10893,1
10907,1
10917,1
10926,1
10942,1
10980,1
10990,1
11004,1
11014,1
11023,1
11037,1
11047,1
11056,1
11072,1
11111,1
11111,1
11123,1
11137,1
11147,1
11157,1
11171,1
11180,1
11190,1
11205,1
11244,1
11254,1
11268,1
11277,1
11287,1
11301,1
11310,1
11320,1
11335,1
11374,1
11384,1
11398,1
11408,1
11417,1
11417,1
11434,1
11444,1
11453,1
11498,1
11508,1
11517,1
11531,1
11541,1
11550,1
11564,1
11574,1
11585,1
11628,1
11638,1
11647,1
11661,1
11671,1
11681,1
11695,1
11704,1
11715,1
11754,1
11768,1
11778,1
11787,1
11801,1
11811,1
11821,1
11835,1
11845,1
11884,1
11898,1
11908,1
11918,1
11932,1
11941,1
11951,1
11965,1
11976,1
12008,1
12029,1
12038,1
12038,1
12051,1
12065,1
12075,1
12084,1
12098,1
12108,1
12119,1
12162,1
12172,1
12181,1
12195,1
12205,1
12215,1
12229,1
12238,1
12249,1
12292,1
12302,1
12312,1
12325,1
12335,1
12345,1
12359,1
12368,1
12379,1
12422,1
12432,1
12442,1
12456,1
12465,1
12475,1
12489,1
12499,1
12510,1
12553,1
12562,1
12572,1
12586,1
12596,1
12605,1
12605,1
12622,1
12632,1
12632,1
12664,1
12689,1
12699,1
12708,1
12722,1
12732,1
12742,1
12756,1
12765,1
12776,1
12819,1
12829,1
12839,1
12853,1
12862,1
12872,1
12886,1
12896,1
12906,1
12950,1
12959,1
12969,1
12983,1
12992,1
12992,1
13005,1
13019,1
13029,1
13039,1
13083,1
13093,1
13102,1
13116,1
13126,1
13136,1
13149,1
13159,1
13170,1
13213,1
13223,1
13233,1
13247,1
13256,1
13266,1
13280,1
13289,1
13289,1
13303,1
13347,1
13356,1
13366,1
13380,1
13390,1
13399,1
13413,1
13423,1
13433,1
13477,1
13487,1
13496,1
13510,1
13520,1
13529,1
13543,1
13553,1
13564,1
13603,1
13617,1
13626,1
13636,1
13650,1
13660,1
13669,1
13683,1
13694,1
13733,1
13747,1
13757,1
13766,1
13780,1
13790,1
13800,1
13813,1
13824,1
13863,1
13877,1
13887,1
13896,1
13910,1
13920,1
13930,1
13944,1
13954,1
13994,1
14007,1
14017,1
14027,1
14041,1
14050,1
14060,1
14074,1
14085,1
14124,1
14138,1
14147,1
14157,1
14171,1
14181,1
14190,1
14204,1
14215,1
14254,1
14264,1
14278,1
14287,1
14301,1
14311,1
14321,1
14334,1
14345,1
14384,1
14394,1
14408,1
14417,1
14427,1
14441,1
14451,1
14460,1
14475,1
14515,1
14524,1
14538,1
14548,1
14557,1
14571,1
14581,1
14591,1
14606,1
14645,1
14654,1
14668,1
14678,1
14688,1
14702,1
14711,1
14721,1
14736,1
14775,1
14785,1
14805,3
14852,3
14994,3
15858,3
15871,3
15881,3
15894,3
15904,3
15914,3
15928,3
15937,3
15951,3
15962,3
16003,3
16012,3
16026,3
16036,3
16045,3
16059,3
16069,3
16079,3
16094,3
16134,3
16144,3
16158,3
16167,3
16177,3
16191,3
16201,3
16210,3
16225,3
16266,3
16275,3
16289,3
16299,3
16309,3
16323,3
16332,3
16342,3
16357,3
16397,3
16407,3
16421,3
16431,3
16440,3
16454,3
16464,3
16474,3
16489,3
16529,3
16539,3
16553,3
16562,3
16572,3
16586,3
16596,3
16605,3
16620,3
16661,3
16670,3
16684,3
16694,3
16704,3
16718,3
16727,3
16737,3
16752,3
16792,3
16802,3
16816,3
16826,3
16835,3
16849,3
16859,3
16869,3
16884,3
16924,3
16934,3
16948,3
16957,3
16967,3
16981,3
16991,3
17000,3
17015,3
17056,3
17065,3
17079,3
17089,3
17099,3
17113,3
17122,3
17122,3
17135,3
17150,3
17190,3
17200,3
17214,3
17224,3
17233,3
17247,3
17257,3
17266,3
17281,3
17322,3
17332,3
17346,3
17355,3
17365,3
17379,3
17388,3
17398,3
17413,3
17454,3
17468,3
17477,3
17487,3
17497,3
17511,3
17520,3
17530,3
17545,3
17585,3
17595,3
17609,3
17619,3
17628,3
17642,3
17652,3
17661,3
17677,3
17717,3
17727,3
17741,3
17750,3
17760,3
17774,3
17783,3
17793,3
17808,3
17849,3
17858,3
17872,3
17882,3
17891,3
17905,3
17915,3
17925,3
17940,3
17980,3
17990,3
18004,3
18013,3
18013,3
18030,3
18040,3
18050,3
18064,3
18074,3
18115,3
18124,3
18138,3
18148,3
18158,3
18172,3
18181,3
18195,3
18206,3
18246,3
18256,3
18270,3
18280,3
18289,3
18303,3
18313,3
18327,3
18338,3
18378,3
18388,3
18402,3
18411,3
18421,3
18435,3
18445,3
18454,3
18470,3
18510,3
18519,3
18533,3
18543,3
18553,3
18567,3
18576,3
18586,3
18601,3
18642,3
18655,3
18665,3
18675,3
18684,3
18698,3
18708,3
18718,3
18733,3
18773,3
18783,3
18797,3
18806,3
18816,3
18830,3
18840,3
18849,3
18864,3
18905,3
18915,3
18928,3
18938,3
18948,3
18962,3
18971,3
18981,3
18996,3
19037,3
19046,3
19060,3
19070,3
19079,3
19093,3
19103,3
19113,3
19128,3
19168,3
19178,3
19192,3
19201,3
19201,3
19218,3
19228,3
19238,3
19252,3
19262,3
19303,3
19312,3
19326,3
19336,3
19346,3
19360,3
19369,3
19379,3
19394,3
19434,3
19444,3
19458,3
19468,3
19477,3
19491,3
19501,3
19511,3
19525,3
19566,3
19576,3
19590,3
19599,3
19609,3
19623,3
19633,3
19647,3
19657,3
19698,3
19707,3
19721,3
19731,3
19741,3
19755,3
19764,3
19774,3
19789,3
19829,3
19839,3
19853,3
19863,3
19872,3
19886,3
19896,3
19905,3
19921,3
19961,3
19970,3
19984,3
19994,3
20004,3
20018,3
20027,3
20037,3
20052,3
20092,3
20102,3
20116,3
20125,3
20135,3
20149,3
20159,3
20168,3
20183,3
20223,3
20233,3
20247,3
20257,3
20266,3
20280,3
20290,3
20300,3
20315,3
20356,4
20374,4
20383,4
20393,4
20407,4
20421,4
20431,4
20446,4
20491,4
20500,4
20519,4
20529,4
20543,4
20552,4
20562,4
20582,4
20627,4
20641,4
20650,4
20650,4
20672,4
20682,4
20692,4
20705,4
20721,4
20761,4
20780,4
20790,4
20804,4
20819,4
20828,4
20842,4
20853,4
20902,4
20917,4
20927,4
20941,4
20950,4
20960,4
20979,4
20991,4
21039,4
21049,4
21058,4
21077,4
21087,4
21101,4
21110,4
21127,4
21176,4
21185,4
21199,4
21209,4
21223,4
21237,4
21247,4
21256,4
21303,4
21321,4
21335,4
21345,4
21354,4
21373,4
21383,4
21397,4
21407,4
21453,4
21472,4
21481,4
21491,4
21505,4
21519,4
21533,4
21544,4
21589,4
21603,4
21612,4
21631,4
21641,4
21650,4
21669,4
21680,4
21729,4
21739,4
21739,4
21751,4
21770,4
21780,4
21794,4
21803,4
21820,4
21868,4
21878,4
21892,4
21901,4
21901,4
21924,4
21933,4
21943,4
21954,4
21996,4
22012,4
22031,4
22041,4
22050,4
22069,4
22079,4
22093,4
22103,4
22148,4
22162,4
22177,4
22191,4
22200,4
22210,4
22229,4
22239,4
22274,4
22298,4
22308,4
22327,4
22337,4
22346,4
22360,4
22375,4
22390,4
22435,4
22444,4
22458,4
22473,4
22487,4
22496,4
22506,4
22526,4
22571,4
22585,4
22594,4
22594,4
22607,4
22626,4
22635,4
22645,4
22660,4
22705,4
22724,4
22733,4
22743,4
22757,4
22772,4
22785,4
22796,4
22841,4
22855,4
22870,4
22884,4
22893,4
22903,4
22922,4
22932,4
22982,4
22991,4
23001,4
23020,4
23029,4
23039,4
23053,4
23070,4
23118,4
23127,4
23137,4
23151,4
23160,4
23179,4
23189,4
23199,4
23237,4
23258,4
23277,4
23287,4
23296,4
23296,4
23319,4
23328,4
23338,4
23353,4
23398,4
23412,4
23426,4
23436,4
23450,4
23459,4
23478,4
23489,4
23534,4
23548,4
23557,4
23576,4
23586,4
23595,4
23609,4
23625,4
23674,4
23684,4
23693,4
23707,4
23722,4
23732,4
23745,4
23756,4
23806,4
23820,4
23830,4
23844,4
23853,4
23872,4
23882,4
23892,4
23929,4
23951,4
23961,4
23980,4
23989,4
23989,4
24006,4
24021,4
24031,4
24045,4
24091,4
24104,4
24114,4
24129,4
24142,4
24152,4
24162,4
24182,4
24223,4
24241,4
24250,4
24250,4
24263,4
24282,4
24291,4
24305,4
24320,4
24335,4
24380,4
24389,4
24403,4
24418,4
24427,4
24441,4
24451,4
24460,4
