T,a1,a2,a3
6663,2893, 2495, 3265
6791,2864, 2831, 2863
6909,2829, 2773, 2867
7023,2843, 2853, 2990
7142,2823, 2864, 2872
7256,2818, 2815, 2842
7375,2850, 2850, 2962
7489,2854, 2815, 2820
7607,2835, 2768, 2901
7721,2855, 2790, 2871
7840,2836, 2788, 2896
7954,2883, 2864, 2885
8072,2896, 2912, 2822
8186,2846, 2873, 2926
8305,2896, 2825, 2903
8421,2877, 2885, 2879
8537,2887, 3115, 2909
8652,2829, 2823, 2862
8768,2863, 2854, 2866
8883,2891, 2843, 2909
8999,2863, 2845, 2905
9114,2895, 2867, 2905
9230,2947, 2853, 2873
9345,2901, 2741, 2864
9461,2903, 2933, 2832
9576,2898, 2781, 2838
9692,2879, 2803, 2864
9807,2905, 2770, 2899
9923,2871, 2863, 2899
10038,2911, 2759, 2938
10154,2854, 2796, 2855
10283,2879, 2818, 2869
10413,2928, 2826, 2799
10546,2864, 2910, 2832
10677,2925, 2795, 2855
10807,2894, 2847, 2878
10937,2895, 2842, 2884
11068,2885, 2817, 2886
11194,3024, 2890, 2813
11324,2880, 2882, 2791
11454,2896, 2820, 2827
11599,2865, 2800, 2992
11729,2877, 2786, 2886
11859,2925, 2857, 2837
11993,2890, 2849, 2880
12123,2883, 2783, 2832
12249,2912, 2833, 2929
12379,2871, 2816, 2939
12513,2879, 2819, 2859
12693,2875, 2877, 2786
12908,2895, 2767, 2906
13127,2810, 3021, 2944
13336,2850, 2867, 2859
13534,2885, 2928, 2889
13743,2896, 2866, 2825
13929,2943, 2869, 2897
14076,2863, 2755, 2920
14192,2896, 2673, 2887
14313,2866, 2594, 3056
14434,2896, 2538, 3154
14551,2917, 2427, 3143
14672,2901, 2371, 3123
14792,2880, 2281, 3143
14908,2871, 2256, 3102
15029,2875, 2206, 3212
15145,2896, 2224, 3119
15266,2926, 2320, 3131
15386,2859, 2309, 3140
15502,2905, 2288, 3088
15631,2887, 2263, 3193
15766,2873, 2357, 3120
15904,2910, 2344, 3071
16036,2907, 2412, 3057
16168,3035, 2224, 3133
16303,2875, 2299, 3066
16441,2887, 2313, 3126
16587,2915, 2231, 3107
16718,2909, 2277, 3152
16860,2918, 2339, 3123
16995,2931, 2307, 3063
17133,2931, 2273, 3219
17265,2862, 2288, 3194
17397,2890, 2271, 3062
17536,2885, 2275, 3111
17660,2901, 2362, 3122
17792,2892, 2223, 3104
17924,2903, 2158, 3203
18056,2961, 2312, 3063
18188,2941, 2337, 3180
18319,2896, 2194, 3547
18454,2890, 2310, 3065
18593,2843, 2237, 3062
18725,2896, 2290, 3057
18857,2894, 2320, 3149
18989,2931, 2209, 3193
19120,2866, 2192, 3118
19255,2846, 2322, 3228
19384,2907, 2274, 3117
19519,2885, 2175, 3135
19651,2878, 2295, 3173
19783,2896, 2256, 3067
19914,2928, 2304, 3095
20046,2896, 2275, 3181
20181,2884, 2179, 3295
20312,2870, 2337, 3038
20447,2887, 2352, 3105
20579,2849, 2217, 3106
20710,2862, 2311, 3088
20845,2891, 2317, 3148
20982,2895, 2361, 3139
21119,2926, 2285, 3130
21264,2919, 2341, 2992
21398,3088, 2445, 2806
21529,3099, 2434, 2806
21666,3211, 2503, 2737
21803,3431, 2774, 2639
21940,3429, 2784, 2639
22071,3418, 2548, 2618
22211,3402, 2475, 2725
22348,3518, 2445, 2785
22479,3463, 2368, 2786
22619,3413, 2215, 2832
22765,3408, 2254, 2769
22902,3415, 2111, 259
23048,3421, 2135, 2788
23172,3559, 2258, 2767
23299,3445, 2249, 2686
23443,3391, 2213, 2695
23567,3424, 2229, 2709
23711,3450, 2217, 2751
23847,3511, 2174, 2848
23986,3430, 2114, 2862
24124,3479, 2177, 2729
24261,3409, 2143, 2853
24405,3467, 2322, 2718
24543,3755, 2239, 2706
24695,3741, 2285, 2762
24823,3951, 2368, 2732
24962,3527, 2476, 2767
25098,3567, 2260, 2689
25230,3723, 2404, 2703
25375,3726, 2384, 2801
25512,3583, 2405, 2622
25655,3579, 2289, 2704
25779,3645, 2204, 2723
25920,3709, 2247, 2813
26059,3759, 1987, 2641
26195,3600, 2289, 2769
26326,3682, 2454, 2608
26466,3633, 2320, 2643
26602,3598, 2246, 2641
