T,pci,rci
6644,0.00,0.00
6758,0.00,0.00
6876,0.00,0.00
6990,0.00,0.00
7109,0.00,0.00
7223,0.00,0.00
7341,0.00,0.00
7459,0.00,0.00
7573,0.00,0.00
7691,0.00,0.00
7806,0.00,0.00
7924,0.00,0.00
8038,0.00,0.00
8156,0.00,0.00
8271,0.00,0.00
8389,0.00,0.00
8504,0.00,0.00
8621,0.00,0.00
8735,0.00,0.00
8852,0.00,0.00
8966,0.00,0.00
9083,0.00,0.00
9197,0.00,0.00
9314,0.00,0.00
9428,0.00,0.00
9545,0.00,0.00
9659,0.00,0.00
9776,0.00,0.00
9890,0.00,0.00
10007,0.00,0.00
10121,0.00,0.00
10250,0.00,0.00
10380,0.00,0.00
10510,0.00,0.00
10643,0.00,0.00
10773,0.00,0.00
10907,0.00,0.00
11034,0.00,0.00
11167,0.00,0.00
11297,0.00,0.00
11431,0.00,0.00
11561,0.00,0.00
11691,0.00,0.00
11824,0.00,0.00
11955,0.00,0.00
12086,0.00,0.00
12216,0.00,0.00
12345,0.00,0.00
12482,0.00,0.00
12615,0.00,0.00
12742,0.00,0.00
12882,0.00,0.00
13015,0.00,0.00
13195,0.00,0.00
13447,0.00,0.00
13646,0.00,0.00
13882,0.00,0.00
14064,0.00,0.00
14278,0.00,0.00
14397,0.00,0.00
14528,0.00,0.00
14657,0.00,0.00
14788,0.00,0.00
14924,0.00,0.00
15055,0.00,0.00
15187,0.00,0.00
15318,0.00,0.00
15452,0.00,0.00
15581,0.00,0.00
15712,0.00,0.00
15848,0.00,0.00
15980,0.00,0.00
16110,0.00,0.00
16243,0.00,0.00
16377,0.00,0.00
16508,0.00,0.00
16637,0.00,0.00
16768,0.00,0.00
16904,0.00,0.00
17035,0.00,0.00
17166,0.00,0.00
17299,0.00,0.00
17429,0.00,0.00
17567,0.00,0.00
17702,0.00,0.00
17834,0.00,0.00
17965,0.00,0.00
18097,0.00,0.00
18228,0.00,0.00
18367,0.00,0.00
18498,0.00,0.00
18630,0.00,0.00
18761,0.00,0.00
18893,0.00,0.00
19025,0.00,0.00
19156,0.00,0.00
19288,0.00,0.00
19420,0.00,0.00
19551,0.00,0.00
19683,0.00,0.00
19817,0.00,0.00
19949,0.00,0.00
20087,0.00,0.00
20219,0.00,0.00
20351,0.00,0.00
20482,0.00,0.00
20614,0.00,0.00
20748,0.00,0.00
20876,0.00,0.00
21026,0.00,0.00
21158,0.00,0.00
21281,0.00,0.00
21412,0.00,0.00
21543,0.00,0.00
21685,0.00,0.00
21809,0.00,0.00
21949,0.00,0.00
22085,0.00,0.00
22222,4.10,-2.85
22356,4.75,-4.21
22493,4.49,-4.77
22629,2.03,-4.39
22773,0.00,0.00
22904,0.00,0.00
23041,0.00,0.00
23177,0.00,0.00
23312,0.00,0.00
23443,0.00,0.00
23579,0.00,0.00
23722,0.00,0.00
23853,0.00,0.00
23997,0.00,0.00
24139,0.00,0.00
24270,0.00,0.00
24423,0.00,0.00
24556,0.00,0.00
24697,0.00,0.00
24831,0.00,0.00
24991,0.00,0.00
25134,0.00,0.00
25273,0.00,0.00
25420,0.00,0.00
25559,0.00,0.00
25690,0.00,0.00
25826,0.00,0.00
25954,0.00,0.00
26108,0.00,0.00
26247,0.00,0.00
26395,0.00,0.00
