T,a1,a2,a3
6763,2878, 2829, 2832
6891,2897, 2915, 2863
7009,2880, 2861, 2833
7123,2827, 2893, 2838
7241,2863, 2808, 2583
7355,2815, 2842, 2691
7474,2838, 2807, 2850
7588,2896, 2817, 2797
7706,2807, 2766, 2879
7820,2863, 2762, 2885
7938,2818, 2884, 2881
8052,2842, 2954, 2812
8170,2875, 2838, 2851
8284,2907, 2896, 2864
8403,2889, 2774, 2642
8517,2931, 2960, 2855
8636,2892, 2860, 2843
8752,2736, 2848, 2884
8868,2862, 2880, 2893
8983,2842, 3007, 2832
9099,2947, 2746, 2896
9214,2931, 2719, 2839
9330,2917, 2810, 2925
9445,2913, 2831, 2875
9561,2928, 2869, 2785
9676,2896, 2928, 2867
9792,2553, 2795, 2905
9907,2919, 2815, 2867
10023,2931, 2830, 2783
10138,2922, 2851, 2927
10266,2896, 2737, 2925
10396,2903, 2711, 2916
10533,2917, 2816, 2863
10677,2911, 3020, 2871
10807,2943, 2877, 2861
10937,2922, 2784, 2556
11071,2905, 2725, 2850
11194,2896, 2882, 2914
11324,2885, 2846, 2925
11454,2900, 2722, 2885
11585,2863, 2794, 2783
11715,2901, 2815, 3115
11845,2919, 2820, 2843
11975,2949, 2739, 2806
12106,2927, 2864, 2797
12236,2885, 2838, 2896
12366,2881, 2652, 2923
12493,2893, 2817, 2866
12620,2882, 2768, 2832
12746,2919, 2880, 2934
12876,2931, 2864, 2864
13007,2922, 2885, 2877
13140,2915, 2864, 2826
13270,2895, 2805, 2886
13400,2926, 2864, 2913
13532,2910, 2746, 2828
13664,2989, 2735, 2880
13794,2820, 2778, 2914
13924,2912, 2762, 2899
14118,2917, 2984, 2805
14341,2938, 2847, 2903
14580,2900, 2811, 2869
14783,2893, 3046, 2896
14955,2961, 2870, 2881
15164,2928, 2896, 2879
15350,2928, 2783, 2864
15496,2919, 2767, 2862
15612,2955, 2774, 2994
15733,2867, 2704, 3105
15854,3007, 2478, 3136
15970,2898, 2506, 3087
16099,2875, 2401, 3043
16231,2915, 2370, 3156
16365,2918, 2295, 3162
16497,2944, 2213, 3117
16629,2863, 2214, 3159
16761,2933, 2308, 3056
16892,2946, 2277, 3191
17024,2904, 2227, 3312
17156,2928, 2227, 3179
17288,2890, 2266, 3113
17421,2923, 2245, 3152
17551,3091, 2211, 3111
17683,2898, 2242, 3098
17811,2913, 2256, 3111
17939,2939, 2243, 3191
18068,2942, 2199, 3152
18200,2875, 2304, 3093
18332,2879, 2279, 3190
18463,2882, 2175, 3152
18595,2875, 2234, 3680
18727,3152, 2256, 3061
18859,2962, 2215, 3141
18990,2927, 2255, 3123
19122,2884, 2330, 3189
19254,2931, 2262, 3101
19389,2911, 2281, 3115
19524,2871, 2264, 3183
19655,2881, 2183, 3134
19787,2898, 2303, 3089
19919,2880, 2234, 3115
20050,2960, 2258, 3059
20182,2864, 1930, 3090
20313,2931, 2331, 3135
20448,2892, 2003, 3013
20576,2940, 2256, 3024
20724,2965, 2417, 3030
20859,3101, 2427, 2827
21008,3186, 2479, 2759
21147,3410, 2632, 2517
21288,3375, 2711, 2541
21432,3711, 2731, 2535
21566,3567, 2809, 3024
21712,3679, 2713, 2672
21849,3575, 2512, 2751
21997,3579, 2640, 2637
22124,3664, 2393, 2704
22260,3631, 2293, 2629
22397,3557, 2192, 2691
22539,3626, 2096, 2737
22677,3568, 2146, 2738
22818,3619, 2215, 2719
22955,3574, 2351, 2735
23091,3706, 2418, 2675
23222,3616, 2288, 2688
23368,3577, 2251, 2689
23512,3565, 2197, 2699
23648,3536, 2217, 2800
23776,3571, 2096, 2630
23919,3613, 2256, 2636
24055,3563, 2401, 2591
24192,3653, 2288, 2783
24323,3530, 2381, 2763
24459,3559, 2437, 2736
24612,3581, 2293, 2766
24749,4095, 2509, 2717
24889,3638, 2283, 2682
25035,3846, 2234, 2767
25176,3583, 2314, 2627
