T,a1,a2,a3
6763,2529, 3128, 3303
6891,2831, 2763, 2928
7010,2843, 2834, 2854
7124,2841, 2854, 2900
7243,2914, 2864, 2818
7357,2859, 2864, 2864
7476,2854, 2883, 2814
7590,2845, 2770, 2864
7709,2848, 2841, 2896
7823,2801, 2893, 2905
7942,2896, 2774, 2901
8056,2832, 2855, 2651
8175,2871, 2815, 2880
8290,2874, 2831, 2843
8406,2867, 2865, 2844
8521,2842, 2894, 2862
8637,2906, 2787, 2795
8752,2893, 2778, 2875
8868,2864, 2921, 2801
8983,2864, 2866, 2811
9099,2898, 2873, 2672
9214,2736, 2750, 2881
9330,2839, 2854, 2891
9445,2847, 2735, 2896
9561,2882, 2858, 2827
9676,2896, 2767, 2816
9792,2865, 2837, 2838
9907,2869, 2837, 2898
10023,2917, 2835, 2777
10138,2896, 2907, 2815
10255,2912, 2912, 2868
10370,2896, 2811, 2851
10496,285, 2866, 2791
10626,2899, 2834, 2693
10756,2847, 2883, 2886
10887,2896, 2889, 2866
11017,2837, 2849, 2811
11151,2909, 2864, 2663
11291,2897, 2891, 2845
11432,2881, 2822, 2821
11558,2860, 2880, 2864
11688,2871, 2857, 2863
11833,2870, 2762, 2829
11963,2915, 2800, 2902
12093,3039, 2753, 2877
12224,2833, 2878, 2815
12350,2862, 2871, 2850
12480,2879, 2768, 2821
12625,2814, 3030, 2926
12755,2903, 2881, 2822
12885,2875, 2825, 2896
13016,2860, 2853, 2858
13149,2869, 2896, 2802
13279,2877, 2941, 2841
13451,2932, 2781, 2691
13690,2911, 2806, 2861
13932,2936, 2851, 2747
14173,2896, 2859, 2835
14394,2855, 2839, 2865
14579,2911, 2828, 2875
14700,2937, 2880, 2838
14817,2800, 2894, 2917
14938,2691, 2880, 3046
15057,2589, 2821, 3156
15173,2528, 2794, 3005
15304,2301, 2906, 3067
15436,2475, 2819, 3113
15568,2397, 2861, 3088
15700,2405, 2924, 3011
15832,2393, 2778, 3093
15964,2415, 2551, 3056
16096,2429, 2865, 3123
16228,2411, 2779, 3067
16360,2437, 2879, 3081
16495,2450, 2813, 3031
16633,2418, 2778, 3095
16765,2445, 2785, 3122
16897,2433, 2751, 3105
17029,2433, 2860, 3121
17160,2446, 2791, 3049
17292,2351, 2917, 3136
17428,2509, 2800, 2910
17572,2530, 2709, 2967
17704,2608, 2751, 2947
17847,2465, 2762, 2962
18001,2350, 2782, 3083
18144,2214, 2788, 2866
18281,2167, 2726, 3209
18417,2155, 2803, 3108
18549,2225, 2913, 3056
18693,2157, 2635, 3097
18829,2091, 2754, 3129
18966,2093, 2797, 3071
19097,2114, 2849, 3125
19243,2204, 2811, 3091
19394,2227, 2725, 3151
19530,2133, 2865, 3159
19667,2112, 2880, 3103
19798,2128, 2795, 3530
19935,2126, 2799, 3214
20085,2128, 2803, 3011
20225,2161, 2835, 3197
20364,2142, 2815, 3071
20495,2129, 2800, 3145
20632,2098, 2780, 3269
20782,2096, 2835, 3182
20919,2173, 2933, 3127
21050,2181, 2766, 3135
21187,2096, 2874, 3051
21323,2079, 2795, 3088
21471,2071, 2802, 3135
21613,2065, 2843, 3199
21744,2179, 2783, 3212
21881,2103, 2925, 3152
22017,2018, 3200, 3071
22149,2199, 2883, 3024
22293,2291, 2901, 3071
22429,2275, 2917, 3178
22566,2119, 2880, 3111
22697,2109, 2452, 3037
22843,2135, 2827, 3166
22987,2559, 4095, 3084
23140,2171, 2789, 3152
23281,1961, 2879, 3271
23419,2149, 2956, 3455
23546,2131, 2759, 3372
23690,2311, 2927, 3392
23829,2258, 3087, 3403
23980,2383, 2621, 3600
24120,2544, 3377, 3613
24270,2766, 3601, 3574
24394,2715, 3420, 3670
24536,2831, 3505, 3631
24673,2965, 3281, 3562
24805,2814, 3497, 3639
24941,2722, 3566, 3645
25084,2667, 3497, 3759
25231,2509, 3502, 3754
25368,2461, 3526, 3901
25517,2321, 3655, 3760
25664,2203, 3509, 3771
25811,2210, 3665, 3841
25970,2225, 3667, 3671
26121,2195, 3499, 3683
26260,2159, 3652, 3630
26398,2173, 3633, 3668
26549,2099, 3570, 3754
26718,2181, 3395, 3746
26851,2192, 3599, 3696
26993,2160, 3581, 3695
27144,2240, 3376, 3806
27293,2299, 3406, 3718
27445,2418, 3575, 3785
27586,2064, 3332, 3642
27750,2087, 3225, 3860
27891,2209, 3255, 3991
28037,2233, 3317, 3633
28179,2145, 3255, 3632
28321,2242, 3207, 3620
28467,2220, 3125, 3829
28613,2247, 3321, 4095
28771,2274, 3324, 3599
28913,2160, 3302, 3761
29062,2149, 3184, 3441
29195,2149, 3167, 3850
29337,2257, 3164, 3664
29483,2122, 3199, 3728
29623,2157, 3177, 3750
29767,2173, 3059, 3783
29916,2157, 3211, 3754
30050,2261, 3181, 3730
30192,2165, 3226, 3727
30334,2151, 3340, 3645
30480,2165, 3324, 3718
30622,2251, 3243, 3727
