T,yaw,pitch,roll
6770,-0.05, -0.02, -0.01
6893,-0.06, -0.01, -0.01
7012,-0.06, -0.01, 0.00
7127,-0.07, -0.02, 0.01
7245,-0.08, -0.04, -0.02
7359,-0.09, -0.04, -0.03
7478,-0.10, -0.03, -0.04
7592,-0.11, -0.00, -0.04
7711,-0.12, 0.00, -0.04
7825,-0.12, -0.01, -0.04
7945,-0.14, -0.04, -0.05
8058,-0.15, -0.05, -0.07
8178,-0.16, -0.05, -0.07
8294,-0.17, -0.02, -0.05
8408,-0.18, -0.01, -0.03
8525,-0.19, -0.01, -0.02
8639,-0.21, -0.04, -0.02
8756,-0.22, -0.05, -0.02
8870,-0.23, -0.05, -0.02
8987,-0.25, -0.03, -0.02
9101,-0.26, -0.01, -0.01
9218,-0.27, -0.01, -0.01
9332,-0.28, -0.01, -0.02
9449,-0.30, -0.04, -0.04
9563,-0.31, -0.05, -0.06
9680,-0.33, -0.04, -0.06
9794,-0.35, -0.02, -0.06
9911,-0.36, -0.00, -0.05
10026,-0.37, -0.01, -0.05
10142,-0.39, -0.03, -0.05
10257,-0.41, -0.04, -0.05
10374,-0.42, -0.05, -0.04
10500,-0.45, -0.03, -0.02
10633,-0.46, -0.01, -0.01
10763,-0.48, -0.01, -0.01
10897,-0.51, -0.03, -0.02
11027,-0.52, -0.05, -0.02
11158,-0.55, -0.04, -0.03
11288,-0.57, -0.02, -0.03
11418,-0.59, -0.01, -0.04
11549,-0.61, -0.02, -0.06
11679,-0.63, -0.03, -0.06
11810,-0.65, -0.05, -0.06
11943,-0.68, -0.03, -0.05
12073,-0.70, -0.02, -0.04
12207,-0.72, -0.01, -0.03
12337,-0.75, -0.02, -0.03
12471,-0.77, -0.03, -0.03
12601,-0.79, -0.04, -0.02
12809,-0.83, -0.02, -0.01
13064,-0.87, -0.01, -0.04
13301,-0.92, -0.05, -0.05
13493,-0.96, -0.03, -0.05
13631,-0.98, -0.02, -0.04
13763,-1.00, -0.01, -0.05
14027,-1.05, -0.04, -0.05
14162,-1.08, -0.03, -0.03
14293,-1.11, -0.00, -0.01
14440,-1.14, 0.01, -0.01
14572,-1.16, -0.00, -0.02
14704,-1.18, -0.03, -0.03
14845,-1.21, -0.03, -0.03
14977,-1.23, -0.02, -0.02
15105,-1.26, -0.00, -0.02
15237,-1.29, -0.00, -0.04
15369,-1.30, -0.01, -0.05
15501,-1.33, -0.03, -0.06
15633,-1.35, -0.04, -0.05
15768,-1.38, -0.02, -0.03
15897,-1.41, -0.01, -0.03
16029,-1.42, -0.01, -0.03
16160,-1.45, -0.02, -0.04
16292,-1.48, -0.03, -0.03
16424,-1.50, -0.03, -0.02
16556,-1.52, -0.02, -0.00
16688,-1.55, -0.00, -0.01
16820,-1.56, -0.00, -0.02
16952,-1.59, -0.01, -0.04
17084,-1.61, -0.02, -0.04
17216,-1.63, -0.02, -0.03
17348,-1.65, -0.01, -0.03
17480,-1.67, -0.01, -0.05
17612,-1.69, -0.02, -0.07
17744,-1.72, -0.03, -0.06
17879,-1.73, -0.04, -0.05
18008,-1.75, -0.03, -0.03
18140,-1.78, -0.02, -0.01
18271,-1.79, -0.01, -0.02
18403,-1.81, -0.01, -0.02
18535,-1.82, -0.01, -0.02
18667,-1.84, -0.02, -0.01
18799,-1.86, -0.01, -0.01
18931,-1.87, -0.00, -0.02
19063,-1.89, -0.00, -0.04
19195,-1.90, -0.01, -0.06
19327,-1.91, -0.02, -0.06
19459,-1.93, -0.03, -0.05
19594,-1.94, -0.03, -0.04
19729,-1.95, -0.02, -0.04
19857,-1.97, -0.02, -0.05
20002,-1.98, -0.03, -0.05
20131,-1.99, -0.03, -0.04
20266,-2.00, -0.03, -0.01
20401,-2.01, -0.01, -0.01
20532,-2.02, -0.01, -0.01
20664,-2.02, -0.00, -0.02
20796,-2.03, -0.01, -0.03
20928,-2.04, -0.02, -0.03
21060,-2.04, -0.02, -0.02
21192,-2.05, -0.01, -0.03
21324,-2.05, -0.01, -0.05
21456,-2.06, -0.02, -0.06
21588,-2.06, -0.03, -0.06
21720,-2.06, -0.03, -0.05
21852,-2.07, -0.03, -0.04
21984,-2.07, -0.03, -0.04
22116,-2.07, -0.02, -0.04
22259,-2.07, -0.02, -0.03
22397,-2.07, -0.02, -0.02
22526,-2.08, -0.02, -0.01
22658,-2.08, -0.01, -0.01
22789,-2.07, -0.00, -0.01
22921,-2.07, -0.00, -0.02
23053,-2.07, -0.01, -0.04
23185,-2.07, -0.02, -0.04
23317,-2.07, -0.03, -0.05
23449,-2.06, -0.02, -0.05
23581,-2.06, -0.02, -0.05
23713,-2.06, -0.02, -0.05
23845,-2.05, -0.03, -0.05
23977,-2.05, -0.04, -0.05
24109,-2.05, -0.03, -0.04
24241,-2.04, -0.02, -0.03
24373,-2.04, -0.01, -0.02
24505,-2.04, -0.02, -0.02
24637,-2.03, -0.03, -0.02
24772,-2.03, -0.03, -0.02
24904,-2.02, -0.02, -0.02
25039,-2.02, -0.01, -0.02
25175,-2.01, -0.01, -0.03
25315,-2.01, -0.02, -0.05
25447,-2.00, -0.03, -0.06
25582,-2.00, -0.03, -0.06
25714,-1.99, -0.02, -0.05
25846,-1.98, -0.01, -0.04
25978,-1.98, -0.02, -0.05
26110,-1.97, -0.04, -0.05
26242,-1.97, -0.03, -0.03
26381,-1.96, -0.02, -0.02
26520,-1.96, -0.01, -0.01
26651,-1.95, -0.00, -0.03
26783,-1.95, 0.01, -0.03
26915,-1.94, 0.01, -0.03
27047,-1.94, -0.04, -0.05
27179,-1.93, -0.08, -0.07
27311,-1.92, -0.11, -0.09
27443,-1.92, -0.08, -0.05
27575,-1.92, -0.03, -0.02
27707,-1.91, 0.02, 0.00
27838,-1.91, -0.00, -0.03
27970,-1.90, -0.03, -0.06
28102,-1.90, -0.05, -0.07
28234,-1.90, -0.03, -0.05
28366,-1.89, 0.01, -0.00
28498,-1.89, 0.01, 0.00
28630,-1.88, -0.02, -0.02
28762,-1.88, -0.05, -0.07
28894,-1.88, -0.04, -0.07
29026,-1.88, -0.01, -0.04
29161,-1.87, 0.00, -0.01
29296,-1.87, -0.02, -0.03
29430,-1.87, -0.05, -0.06
29572,-1.86, -0.07, -0.08
29740,-1.86, -0.03, -0.04
29965,-1.86, -0.01, -0.00
30169,-1.86, -0.05, -0.04
30377,-1.86, -0.05, -0.06
30564,-1.86, 0.01, -0.01
30777,-1.86, 0.00, -0.01
30967,-1.86, -0.05, -0.07
31083,-1.86, -0.06, -0.08
31204,-1.86, -0.03, -0.05
31321,-1.87, -0.00, -0.03
31442,-1.87, 0.00, -0.02
31561,-1.87, -0.02, -0.03
31677,-1.87, -0.04, -0.05
31798,-1.87, -0.05, -0.07
31915,-1.88, -0.04, -0.05
32037,-1.88, 0.00, -0.01
32155,-1.88, 0.02, 0.00
32271,-1.89, 0.01, -0.00
32412,-1.89, -0.02, -0.03
32544,-1.90, -0.03, -0.05
32676,-1.90, -0.02, -0.04
32808,-1.91, 0.01, -0.02
32940,-1.92, 0.01, -0.02
33072,-1.92, -0.01, -0.04
33203,-1.93, -0.04, -0.07
33347,-1.94, 0.03, -0.08
33491,-1.96, 0.00, -0.09
33625,-1.96, -0.05, -0.10
33764,-1.97, -0.11, -0.11
33895,-1.98, -0.11, -0.10
34046,-1.99, -0.07, -0.07
34183,-2.01, -0.04, -0.04
34322,-2.03, 0.01, -0.02
34460,-2.04, 0.03, 0.01
34604,-2.05, 0.04, 0.01
34747,-2.06, 0.04, 0.01
34884,-2.07, 0.04, 0.01
35020,-2.08, 0.04, 0.01
35151,-2.09, 0.04, 0.01
35296,-2.10, 0.04, 0.01
35436,-2.11, 0.04, 0.01
35574,-2.11, 0.04, 0.01
35712,-2.12, 0.04, 0.01
35856,-2.13, 0.04, 0.01
35989,-2.14, 0.04, 0.01
36125,-2.15, 0.04, 0.01
36257,-2.16, 0.04, 0.01
36397,-2.17, 0.04, 0.01
36547,-2.18, 0.04, 0.01
36690,-2.19, 0.04, 0.01
36826,-2.19, 0.04, 0.01
36974,-2.20, 0.04, 0.01
37108,-2.21, 0.04, 0.01
37244,-2.22, 0.04, 0.01
