T,yaw,pitch,roll
17884,0.93, 0.00, -0.00
18021,0.93, 0.00, 0.00
18151,0.94, -0.00, 0.00
18281,0.94, -0.00, 0.00
18411,0.95, -0.00, 0.00
18541,0.96, 0.00, 0.00
18671,0.97, 0.00, 0.01
18802,0.97, -0.00, 0.01
18932,0.98, -0.00, 0.01
19062,0.99, -0.01, 0.00
19192,1.00, -0.00, 0.00
19322,1.00, -0.00, 0.01
19456,1.01, -0.00, 0.01
19589,1.03, 0.00, 0.00
19719,1.04, 0.00, 0.00
19849,1.04, 0.01, 0.00
19983,1.05, 0.00, 0.00
20105,1.06, -0.00, 0.00
20235,1.07, -0.00, 0.00
20365,1.07, -0.00, 0.01
20496,1.08, -0.00, 0.00
20626,1.09, -0.00, 0.00
20756,1.10, -0.00, -0.00
20886,1.11, 0.00, -0.00
21016,1.11, 0.00, 0.00
21156,1.12, 0.00, 0.00
21286,1.3, 0.00, -0.00
21416,1.14, 0.00, -0.00
21547,1.14, 0.00, -0.00
21677,1.15, 0.00, 0.00
21807,1.16, 0.01, -0.00
21937,1.17, 0.01, -0.01
22067,1.18, 0.02, -0.01
22198,1.19, 0.01, -0.01
22331,1.19, 0.01, -0.01
22461,1.20, 0.01, -0.01
22591,1.21, 0.01, -0.01
22721,1.22, 0.01, -0.01
22855,1.23, 0.01, -0.01
22985,1.24, 0.02, -0.01
23108,1.24, 0.01, -0.00
23238,1.25, 0.01, -0.00
23368,1.26, 0.01, -0.00
23501,1.27, 0.01, -0.00
23635,1.28, 0.01, -0.00
23765,1.29, 0.01, -0.00
23895,1.30, 0.02, 0.00
24025,1.30, 0.01, 0.00
24155,1.31, 0.01, 0.00
24285,1.32, 0.01, 0.00
24416,1.33, 0.01, 0.00
24546,1.34, 0.01, 0.00
24672,1.34, 0.01, 0.00
24802,1.35, 0.01, 0.00
24933,1.36, 0.01, -0.00
25066,1.37, 0.01, -0.00
25196,1.38, 0.01, 0.00
25319,1.39, 0.01, 0.01
25459,1.40, 0.01, 0.00
25582,1.40, 0.01, -0.00
25712,1.41, 0.01, 0.00
25842,1.42, 0.01, 0.01
25972,1.43, 0.01, 0.01
26103,1.44, 0.00, 0.00
26233,1.45, 0.00, 0.00
26363,1.46, 0.00, 0.00
26493,1.47, 0.01, 0.01
26623,1.48, 0.00, 0.01
26753,1.49, 0.00, 0.01
26883,1.50, 0.00, 0.01
27013,1.51, 0.00, 0.01
27143,1.51, 0.00, 0.01
27274,1.52, 0.00, 0.01
27407,1.52, 0.01, 0.01
27529,1.53, 0.01, 0.00
27660,1.54, 0.01, 0.00
27793,1.55, 0.01, 0.00
27920,1.55, 0.01, 0.00
28050,1.56, 0.00, 0.01
28180,1.56, 0.01, 0.01
28310,1.57, 0.02, 0.00
28440,1.59, 0.02, -0.00
28570,1.59, 0.02, -0.00
28710,1.60, 0.02, 0.01
28840,1.61, 0.02, 0.01
28971,1.62, 0.02, 0.01
29101,1.63, 0.02, 0.01
29231,1.63, 0.02, 0.01
29361,1.64, 0.02, 0.01
29494,1.65, 0.02, 0.01
29624,1.65, 0.01, 0.01
29754,1.66, 0.02, 0.01
29884,1.68, 0.02, 0.01
30015,1.69, 0.02, 0.01
30148,1.69, 0.02, 0.01
30279,1.70, 0.02, 0.01
30401,1.71, 0.02, 0.01
30631,1.72, 0.03, -0.00
30795,1.73, 0.03, -0.00
30947,1.74, 0.04, -0.00
31066,1.74, 0.03, -0.00
31182,1.75, 0.04, -0.00
31303,1.76, 0.03, 0.00
31419,1.76, 0.04, 0.00
31540,1.77, 0.04, 0.01
31660,1.78, 0.04, 0.01
31796,1.79, 0.03, 0.01
31928,1.79, 0.02, -0.00
32060,1.80, 0.03, -0.00
32183,1.81, 0.04, 0.00
32315,1.82, 0.03, 0.01
32447,1.83, 0.03, 0.02
32578,1.84, 0.03, 0.02
32710,1.85, 0.02, 0.02
32841,1.86, 0.02, 0.01
32973,1.87, 0.02, 0.02
33105,1.87, 0.00, 0.02
33236,1.88, -0.01, 0.02
33368,1.89, -0.01, 0.02
33499,1.91, -0.01, 0.03
33631,1.92, -0.02, 0.04
33763,1.93, -0.02, 0.04
33895,1.94, -0.03, 0.04
34026,1.95, -0.03, 0.03
34161,1.97, -0.02, 0.03
34293,1.98, -0.01, 0.03
34424,1.99, -0.01, 0.02
34556,2.00, -0.01, 0.01
34695,2.01, -0.01, 0.01
34819,2.02, -0.00, 0.01
34951,2.03, 0.00, 0.01
35083,2.04, -0.00, 0.01
35214,2.04, -0.01, 0.02
35359,2.05, -0.01, 0.02
35498,2.05, -0.01, 0.02
35629,2.05, -0.01, 0.01
35761,2.06, -0.01, 0.01
35896,2.07, -0.01, 0.01
36024,2.08, -0.00, 0.01
36156,2.10, 0.00, 0.02
36288,2.15, -0.01, -0.00
36419,2.18, -0.01, -0.02
36554,2.17, 0.04, 0.04
36686,2.15, 0.05, 0.09
36817,2.15, 0.02, 0.05
36949,2.15, -0.02, -0.00
37081,2.14, -0.02, -0.00
37213,2.16, 0.02, 0.05
37344,2.20, 0.02, 0.06
37476,2.20, 0.02, 0.07
37607,2.20, 0.01, 0.07
37745,2.21, 0.01, 0.02
37877,2.21, 0.02, -0.03
38008,2.21, 0.04, -0.04
38136,2.23, 0.03, 0.01
38268,2.24, 0.02, 0.03
38400,2.26, 0.01, 0.01
38528,2.26, 0.00, -0.00
38660,2.27, -0.01, -0.00
38791,2.27, 0.00, 0.01
38915,2.27, 0.01, -0.01
39047,2.28, -0.00, -0.03
39190,2.29, -0.01, -0.03
39324,2.30, -0.01, -0.02
39456,2.31, -0.01, -0.00
39588,2.32, -0.01, -0.01
39720,2.33, -0.01, -0.02
39855,2.33, -0.00, -0.02
39983,2.34, -0.01, -0.01
40117,2.35, -0.01, -0.01
40249,2.36, -0.02, -0.02
40381,2.36, -0.03, -0.02
40513,2.37, -0.02, -0.01
40644,2.38, -0.00, -0.02
40776,2.39, 0.00, -0.03
40908,2.40, -0.01, -0.03
41043,2.42, 0.00, -0.03
41171,2.42, 0.01, -0.03
41309,2.44, 0.01, -0.04
41444,2.45, -0.00, -0.04
41576,2.46, 0.01, -0.04
41707,2.47, 0.02, -0.05
41835,2.47, 0.02, -0.05
41967,2.48, 0.02, -0.05
42099,2.49, 0.03, -0.05
42230,2.50, 0.04, -0.06
42362,2.52, 0.04, -0.07
42493,2.53, 0.04, -0.06
42628,2.53, 0.05, -0.06
42760,2.54, 0.05, -0.06
42891,2.55, 0.06, -0.08
43023,2.56, 0.06, -0.08
43158,2.57, 0.07, -0.08
43286,2.58, 0.09, -0.09
43418,2.59, 0.10, -0.10
43549,2.61, 0.11, -0.11
43681,2.62, 0.10, -0.11
43816,2.62, 0.11, -0.10
43950,2.62, 0.12, -0.08
44079,2.62, 0.13, -0.08
44213,2.65, 0.12, -0.11
44351,2.66, 0.11, -0.13
44483,2.67, 0.11, -0.12
44614,2.69, 0.12, -0.11
44746,2.72, 0.12, -0.10
44877,2.74, 0.12, -0.10
45008,2.76, 0.11, -0.09
45148,2.76, 0.09, -0.03
45293,2.75, 0.07, 0.05
45435,2.78, 0.01, 0.05
45567,2.81, -0.02, 0.05
45711,2.81, -0.03, 0.05
45858,2.83, -0.04, 0.05
45987,2.84, -0.07, 0.04
46121,2.85, -0.08, 0.03
46255,2.86, -0.09, 0.02
46384,2.87, -0.09, 0.01
46518,2.87, -0.09, 0.01
46652,2.88, -0.09, 0.01
46781,2.89, -0.09, 0.01
46915,2.90, -0.09, 0.01
47049,2.91, -0.09, 0.01
47178,2.92, -0.09, 0.01
47312,2.93, -0.09, 0.01
47446,2.93, -0.09, 0.01
47575,2.94, -0.09, 0.01
47709,2.95, -0.09, 0.00
47843,2.96, -0.09, 0.00
47972,2.97, -0.09, 0.00
48106,2.98, -0.09, 0.00
48240,2.99, -0.09, 0.00
48369,2.99, -0.09, 0.00
48503,3.00, -0.09, 0.00
48636,3.01, -0.09, 0.00
48762,3.02, -0.09, 0.00
48897,3.03, -0.09, -0.00
49030,3.03, -0.09, -0.00
49159,3.04, -0.09, -0.00
49293,3.05, -0.09, -0.00
49433,3.06, -0.09, -0.00
49562,3.07, -0.09, -0.00
49696,3.08, -0.09, -0.00
49834,3.09, -0.09, -0.00
49963,3.09, -0.09, -0.00
50111,3.10, -0.09, -0.00
50245,3.11, -0.09, -0.00
50380,3.12, -0.09, -0.00
50514,3.13, -0.09, -0.00
50654,3.14, -0.09, -0.00
50794,-3.14, -0.09, -0.00
50979,-3.13, -0.09, -0.00
51109,-3.12, -0.09, -0.00
51240,-3.11, -0.09, -0.00
51383,-3.10, -0.09, -0.00
51512,-3.09, -0.09, -0.00
51642,-3.08, -0.09, -0.00
51784,-3.07, -0.09, -0.00
51914,-3.07, -0.09, -0.00
52045,-3.06, -0.09, -0.00
52173,-3.05, -0.09, -0.00
52321,-3.04, -0.09, -0.00
52456,-3.03, -0.09, -0.01
