T,yaw,pitch,roll
7163,0.09, 0.02, 0.01
7289,0.11, 0.01, 0.01
7407,0.13, 0.01, 0.00
7522,0.14, 0.01, 0.00
7639,0.15, 0.01, 0.00
7753,0.14, 0.01, 0.01
7871,0.14, 0.01, 0.01
7985,0.13, 0.01, -0.00
8103,0.13, 0.01, -0.02
8217,0.13, -0.00, -0.02
8335,0.13, -0.00, -0.03
8449,0.13, 0.00, -0.02
8567,0.13, 0.01, -0.01
8681,0.14, 0.01, -0.01
8799,0.16, 0.01, -0.01
8913,0.17, -0.00, -0.01
9031,0.18, -0.01, -0.00
9145,0.19, -0.00, 0.01
9263,0.19, -0.00, 0.01
9377,0.20, 0.00, 0.01
9495,0.20, -0.01, -0.00
9609,0.20, -0.01, -0.02
9727,0.20, 0.00, -0.04
9845,0.21, 0.03, -0.05
9959,0.22, 0.04, -0.05
10077,0.23, 0.04, -0.04
10192,0.24, 0.03, -0.03
10308,0.24, 0.03, -0.03
10423,0.25, 0.04, -0.03
10538,0.27, 0.04, -0.02
10653,0.29, 0.03, -0.01
10770,0.30, 0.03, -0.02
10885,0.32, 0.03, -0.04
11001,0.34, 0.03, -0.05
11116,0.36, 0.03, -0.05
11232,0.38, 0.03, -0.03
11357,0.41, 0.02, -0.01
11487,0.45, 0.02, -0.01
11617,0.48, 0.02, -0.02
11748,0.52, 0.03, -0.03
11878,0.55, 0.04, -0.03
12008,0.59, 0.03, -0.01
12138,0.61, 0.02, 0.00
12268,0.62, 0.01, -0.00
12400,0.63, 0.00, -0.01
12529,0.63, 0.01, -0.01
12659,0.62, 0.02, -0.00
12789,0.62, 0.01, -0.01
12922,0.63, 0.01, -0.01
13053,0.63, -0.01, -0.02
13187,0.62, -0.02, -0.01
13316,0.62, -0.02, 0.01
13439,0.61, 0.00, 0.01
13569,0.62, 0.01, 0.00
13699,0.64, -0.00, -0.01
13831,0.65, -0.00, -0.02
13960,0.66, -0.00, -0.02
14093,0.65, 0.01, -0.01
14223,0.65, 0.01, -0.01
14354,0.66, 0.01, -0.01
14493,0.67, 0.00, -0.02
14624,0.68, 0.00, -0.02
14753,0.70, 0.01, -0.01
14890,0.71, 0.00, -0.00
15020,0.72, 0.00, -0.00
15150,0.73, -0.00, -0.00
15281,0.74, -0.00, -0.00
15411,0.75, -0.00, -0.00
15541,0.75, -0.00, 0.00
15672,0.76, -0.00, 0.01
15802,0.77, -0.01, 0.00
15932,0.78, -0.01, 0.00
16062,0.79, -0.01, 0.01
16192,0.80, -0.01, 0.01
16323,0.81, -0.01, 0.01
16453,0.82, -0.01, 0.01
16583,0.83, -0.01, 0.01
16713,0.84, -0.01, 0.01
16846,0.85, -0.01, 0.01
16969,0.86, -0.01, 0.01
17100,0.88, -0.01, 0.00
17230,0.88, -0.01, 0.00
17360,0.89, -0.01, 0.01
17490,0.90, -0.00, 0.01
17620,0.91, -0.00, 0.00
17751,0.92, -0.00, -0.00
