T,pci,rci
6688,0.00,0.00
6802,0.00,0.00
6920,0.00,0.00
7034,0.00,0.00
7153,0.00,0.00
7267,0.00,0.00
7386,0.00,0.00
7504,0.00,0.00
7618,0.00,0.00
7736,0.00,0.00
7851,0.00,0.00
7969,0.00,0.00
8083,0.00,0.00
8201,0.00,0.00
8316,0.00,0.00
8434,0.00,0.00
8548,0.00,0.00
8665,0.00,0.00
8779,0.00,0.00
8896,0.00,0.00
9010,0.00,0.00
9127,0.00,0.00
9241,0.00,0.00
9358,0.00,0.00
9472,0.00,0.00
9589,0.00,0.00
9703,0.00,0.00
9820,0.00,0.00
9934,0.00,0.00
10051,0.00,0.00
10165,0.00,0.00
10296,0.00,0.00
10426,0.00,0.00
10559,0.00,0.00
10689,0.00,0.00
10820,0.00,0.00
10950,0.00,0.00
11080,0.00,0.00
11211,0.00,0.00
11344,0.00,0.00
11476,0.00,0.00
11611,0.00,0.00
11742,0.00,0.00
11872,0.00,0.00
12005,0.00,0.00
12136,0.00,0.00
12269,0.00,0.00
12399,0.00,0.00
12530,0.00,0.00
12745,0.00,0.00
12973,0.00,0.00
13171,0.00,0.00
13393,0.00,0.00
13583,0.00,0.00
13787,0.00,0.00
13972,0.00,0.00
14089,0.00,0.00
14209,0.00,0.00
14326,0.00,0.00
14447,0.00,0.00
14568,0.00,0.00
14685,0.00,0.00
14805,0.00,0.00
14921,0.00,0.00
15042,0.00,0.00
15162,0.00,0.00
15279,0.00,0.00
15399,0.00,0.00
15515,0.00,0.00
15645,0.00,0.00
15778,0.00,0.00
15925,0.00,0.00
16057,0.00,0.00
16189,0.00,0.00
16326,0.00,0.00
16458,0.00,0.00
16599,0.00,0.00
16734,0.00,0.00
16881,0.00,0.00
17018,0.00,0.00
17153,0.00,0.00
17285,0.00,0.00
17417,0.00,0.00
17549,0.00,0.00
17681,0.00,0.00
17812,0.00,0.00
17944,0.00,0.00
18076,0.00,0.00
18208,0.00,0.00
18339,0.00,0.00
18471,0.00,0.00
18606,0.00,0.00
18742,0.00,0.00
18869,0.00,0.00
19001,0.00,0.00
19133,0.00,0.00
19268,0.00,0.00
19397,0.00,0.00
19532,0.00,0.00
19663,0.00,0.00
19795,0.00,0.00
19927,0.00,0.00
20059,0.00,0.00
20193,0.00,0.00
20328,0.00,0.00
20460,0.00,0.00
20591,0.00,0.00
20723,0.00,0.00
20858,0.00,0.00
20994,0.00,0.00
21144,-7.91,-0.03
21276,-6.71,-5.71
21410,-5.18,-7.43
21550,-1.41,-6.88
21679,2.18,-7.23
21815,4.55,-7.39
21952,6.32,-7.89
22084,5.62,-7.20
22236,2.79,-4.73
22365,1.44,-3.42
22504,0.00,0.00
22651,0.00,0.00
22791,0.00,0.00
22922,0.00,0.00
23061,0.00,0.00
23189,0.00,0.00
23319,0.00,0.00
23456,0.00,0.00
23592,0.00,0.00
23723,0.00,0.00
23860,0.00,0.00
24007,0.00,0.00
24149,-4.80,0.01
24281,-4.22,-1.02
24418,0.00,0.00
24557,0.00,0.00
24707,0.00,0.00
24847,0.00,0.00
24975,0.00,0.00
25111,0.00,0.00
25250,0.00,0.00
25401,0.00,0.00
25537,0.00,0.00
25668,0.00,0.00
25801,0.00,0.00
25941,0.00,0.00
26072,0.00,0.00
26208,0.00,0.00
26339,0.00,0.00
26491,0.00,0.00
26622,0.00,0.00
