T,yaw,pitch,roll
6965,-0.17, 0.02, -0.01
7091,-0.17, 0.01, -0.02
7210,-0.17, 0.01, -0.02
7324,-0.17, 0.01, -0.01
7443,-0.17, 0.02, 0.01
7557,-0.16, 0.02, 0.01
7675,-0.16, 0.02, -0.00
7789,-0.16, 0.02, -0.02
7908,-0.16, 0.01, -0.03
8022,-0.16, 0.01, -0.03
8141,-0.16, 0.00, -0.02
8255,-0.16, 0.00, -0.01
8374,-0.16, 0.00, -0.01
8492,-0.16, 0.00, -0.03
8606,-0.16, 0.00, -0.04
8723,-0.16, -0.00, -0.04
8837,-0.16, -0.02, -0.02
8954,-0.16, -0.02, -0.01
9068,-0.16, -0.02, -0.00
9185,-0.16, 0.02, 0.01
9299,-0.16, 0.03, 0.02
9416,-0.16, 0.02, 0.00
9530,-0.16, 0.01, -0.01
9647,-0.16, -0.01, -0.01
9761,-0.16, -0.01, 0.00
9878,-0.17, 0.00, 0.01
9992,-0.17, 0.02, -0.01
10110,-0.17, 0.01, -0.03
10225,-0.17, 0.00, -0.04
10340,-0.17, -0.02, -0.05
10455,-0.17, -0.02, -0.04
10572,-0.18, -0.01, -0.03
10687,-0.18, 0.01, -0.01
10803,-0.18, 0.02, -0.02
10918,-0.18, 0.02, -0.03
11034,-0.19, 0.01, -0.03
11149,-0.19, -0.01, -0.02
11265,-0.20, -0.01, 0.00
11380,-0.20, -0.01, 0.02
11496,-0.21, 0.00, 0.02
11611,-0.21, 0.00, 0.00
11742,-0.22, -0.00, -0.03
11872,-0.22, -0.01, -0.03
12003,-0.23, -0.01, -0.02
12133,-0.23, -0.01, -0.01
12263,-0.24, 0.00, -0.02
12394,-0.25, 0.02, -0.05
12527,-0.25, 0.02, -0.06
12664,-0.26, 0.01, -0.05
12794,-0.28, -0.00, -0.01
12927,-0.28, -0.00, 0.01
13058,-0.29, 0.00, 0.01
13188,-0.31, 0.00, -0.01
13318,-0.31, -0.00, -0.02
13449,-0.33, -0.02, 0.01
13583,-0.35, -0.03, 0.04
13712,-0.38, -0.02, 0.03
13849,-0.41, 0.01, -0.02
13979,-0.43, 0.03, -0.06
14113,-0.46, 0.02, -0.07
14246,-0.50, 0.00, -0.03
14376,-0.52, -0.01, -0.00
14507,-0.56, -0.00, -0.01
14637,-0.59, 0.03, -0.05
14767,-0.61, 0.04, -0.06
14901,-0.65, 0.02, -0.04
15032,-0.67, 0.00, -0.00
15154,-0.71, -0.02, 0.04
15284,-0.74, -0.02, 0.03
15414,-0.77, 0.00, -0.01
15548,-0.80, 0.03, -0.04
15692,-0.84, 0.02, -0.03
15822,-0.87, 0.00, -0.00
15956,-0.91, -0.02, 0.01
16163,-0.95, 0.01, -0.04
16344,-1.00, 0.04, -0.08
16571,-1.06, 0.02, -0.02
16764,-1.11, -0.01, 0.01
16968,-1.16, 0.01, -0.03
17107,-1.20, 0.04, -0.04
17223,-1.23, 0.05, -0.01
17344,-1.27, 0.01, 0.02
17480,-1.29, -0.01, 0.03
17611,-1.33, -0.02, 0.00
17749,-1.37, 0.02, -0.04
17881,-1.40, 0.05, -0.05
18010,-1.43, 0.05, -0.04
18141,-1.47, 0.01, -0.01
18276,-1.50, -0.02, -0.01
18408,-1.54, -0.01, -0.03
18537,-1.58, 0.03, -0.05
18669,-1.61, 0.06, -0.05
18801,-1.65, 0.05, -0.03
18935,-1.69, 0.01, 0.01
19208,-1.75, 0.00, -0.01
19340,-1.79, 0.05, -0.03
19471,-1.81, 0.06, -0.03
19606,-1.85, 0.03, -0.03
19734,-1.88, 0.00, -0.10
19871,-1.92, 0.00, -0.09
20018,-1.94, -0.01, -0.10
20149,-1.96, -0.02, -0.11
20286,-1.98, -0.05, -0.12
20429,-1.99, -0.07, -0.13
20565,-2.00, -0.10, -0.13
20709,-2.02, -0.10, -0.11
20841,-2.05, -0.07, -0.06
20977,-2.06, -0.06, -0.04
21114,-2.09, -0.03, 0.00
21254,-2.12, -0.00, 0.04
21382,-2.13, 0.01, 0.06
21522,-2.16, 0.03, 0.09
21670,-2.17, 0.02, 0.05
21806,-2.17, 0.01, 0.02
21940,-2.20, 0.00, 0.01
22083,-2.21, 0.00, 0.01
22235,-2.24, 0.00, 0.01
22379,-2.25, 0.00, 0.01
22524,-2.27, 0.00, 0.01
22663,-2.29, 0.00, 0.01
22791,-2.31, 0.00, 0.01
22937,-2.33, 0.00, 0.01
23073,-2.34, 0.00, 0.01
23218,-2.36, 0.00, 0.01
23353,-2.38, 0.00, 0.01
23481,-2.39, 0.00, 0.01
23618,-2.41, 0.00, 0.01
23754,-2.43, 0.00, 0.01
23888,-2.45, 0.01, 0.01
24031,-2.46, 0.01, 0.01
24181,-2.48, 0.01, 0.01
24318,-2.50, 0.01, 0.01
24454,-2.52, 0.01, 0.01
24585,-2.54, 0.01, 0.01
24722,-2.56, 0.01, 0.01
24866,-2.57, 0.01, 0.01
24989,-2.59, 0.01, 0.01
25133,-2.61, 0.01, 0.01
25272,-2.63, 0.01, 0.01
25409,-2.65, 0.01, 0.01
25546,-2.67, 0.01, 0.01
25691,-2.69, 0.01, 0.01
25827,-2.70, 0.01, 0.01
25963,-2.72, 0.01, 0.01
26103,-2.74, 0.01, 0.01
26231,-2.75, 0.01, 0.01
26363,-2.77, 0.01, 0.01
26514,-2.79, 0.01, 0.01
26645,-2.81, 0.01, 0.01
26788,-2.83, 0.01, 0.01
26915,-2.84, 0.01, 0.01
27046,-2.86, 0.01, 0.01
27182,-2.87, 0.01, 0.01
27319,-2.89, 0.01, 0.01
27458,-2.91, 0.01, 0.01
27608,-2.93, 0.01, 0.01
27740,-2.95, 0.01, 0.01
27882,-2.96, 0.01, 0.01
28019,-2.98, 0.01, 0.01
28155,-3.00, 0.01, 0.01
28286,-3.02, 0.01, 0.01
28431,-3.04, 0.01, 0.01
28573,-3.06, 0.01, 0.01
28714,-3.08, 0.01, 0.01
28863,-3.09, 0.01, 0.01
29006,-3.11, 0.01, 0.01
29137,-3.13, 0.01, 0.01
29273,3.14, 0.01, 0.01
29409,3.12, 0.01, 0.01
29541,3.10, 0.01, 0.01
29685,3.08, 0.01, 0.01
29827,3.06, 0.01, 0.01
29963,3.05, 0.01, 0.01
30103,3.03, 0.00, 0.01
30231,3.03, 0.00, 0.01
30367,3.03, 0.00, 0.01
30511,3.03, 0.00, 0.02
30642,3.03, 0.00, 0.02
30785,3.03, -0.00, 0.02
30914,3.03, -0.00, 0.02
31055,3.03, -0.00, 0.02
31192,3.03, -0.00, 0.02
31336,3.03, -0.00, 0.02
31478,3.03, -0.00, 0.02
31614,3.03, -0.00, 0.03
31761,3.03, -0.00, 0.03
31885,3.03, -0.01, 0.03
32026,3.03, -0.01, 0.03
32165,3.03, -0.01, 0.03
32293,3.03, -0.01, 0.03
32433,3.03, -0.01, 0.03
32569,3.03, -0.01, 0.03
32705,3.03, -0.01, 0.03
