T,x1,y1,z1,x2,y2,z2,x3,y3,z3,pitch,roll
6947,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7089,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7208,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7322,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7441,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7555,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7674,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7788,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7906,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8020,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8139,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8253,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8372,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8486,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8604,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8718,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8835,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8949,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9066,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9180,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9297,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9411,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9528,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9642,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9759,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9873,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9990,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10104,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10222,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10337,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10452,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10567,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10684,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
10897,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
11091,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
11277,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
11460,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
11685,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
11887,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
12085,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
12207,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
12328,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
12444,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
12565,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
12686,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
12802,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
12935,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
13067,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
13205,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
13336,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
13471,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
13600,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
13735,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
13863,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
13995,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
14123,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
14258,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
14393,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
14528,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
14656,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
14785,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
14917,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
15048,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
15180,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
15312,99, -171, 787,	97, 168, 742,	-194, 0, 828,	12.31, 7.63
