T,pwm1,pwm2,pwm3
32063,1625,2093,2248
32200,1625,2093,2248
32337,1625,2093,2248
32491,1625,2093,2248
32627,1625,2093,2248
32764,1625,2093,2248
32893,1625,2093,2248
33029,1625,2093,2248
33170,1625,2093,2248
33314,1625,2093,2248
33458,1625,2093,2248
33589,1625,2093,2248
33725,1625,2093,2248
33856,1625,2093,2248
33993,1625,2093,2248
34130,1625,2093,2248
34275,1625,2093,2248
34403,1625,2093,2248
34542,1625,2093,2248
34679,1625,2093,2248
34808,1625,2093,2248
34947,1625,2093,2248
35084,1625,2093,2248
35232,1625,2093,2248
35363,1625,2093,2248
35500,1625,2093,2248
35636,1625,2093,2248
35773,1625,2093,2248
35924,1625,2093,2248
36056,1625,2093,2248
36192,1625,2093,2248
36326,1625,2093,2248
36457,1625,2093,2248
36597,1625,2093,2248
36770,2025,1975,2000
36985,2025,1975,2000
37163,2025,1975,2000
37427,2025,1975,2000
37617,2025,1975,2000
37821,2025,1975,2000
38012,2025,1975,2000
38217,2025,1975,2000
38441,2025,1975,2000
38633,2025,1975,2000
38813,2025,1975,2000
39000,2025,1975,2000
39155,1556,1942,2262
39287,1556,1942,2262
39425,1556,1942,2262
39560,1556,1942,2262
39692,1556,1942,2262
39827,1556,1942,2262
39955,1556,1942,2262
40087,1556,1942,2262
40222,1556,1942,2262
40351,1556,1942,2262
40483,1556,1942,2262
40614,1556,1942,2262
