T,x1,y1,z1,x2,y2,z2,x3,y3,z3,pitch,roll
9521,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9663,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9781,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9895,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10013,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10128,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10247,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10362,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10481,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10596,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10715,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10830,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10948,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11063,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11179,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11294,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11410,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11525,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11640,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11755,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11871,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11986,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12103,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12218,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12334,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12449,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12565,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12680,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12796,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12911,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
13027,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
13142,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
13258,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
13373,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
13489,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
13604,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
13720,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
