T,yaw,pitch,roll
6770,-0.03, -0.02, -0.00
6893,-0.04, 0.00, 0.00
7011,-0.04, 0.01, 0.01
7125,-0.05, 0.01, 0.02
7243,-0.05, -0.01, 0.03
7357,-0.06, -0.03, 0.03
7476,-0.06, -0.03, 0.03
7590,-0.07, -0.02, 0.0
7708,-0.07, -0.00, 0.05
7822,-0.08, 0.00, 0.06
7940,-0.08, -0.01, 0.06
8054,-0.09, -0.02, 0.05
8173,-0.09, -0.03, 0.03
8287,-0.10, -0.02, 0.02
8406,-0.10, -0.00, 0.02
8520,-0.11, 0.01, 0.02
8638,-0.12, 0.01, 0.01
8756,-0.12, -0.01, 0.01
8870,-0.13, -0.02, 0.00
8987,-0.14, -0.02, 0.01
9101,-0.14, -0.01, 0.02
9218,-0.15, 0.00, 0.03
9332,-0.15, 0.01, 0.04
9449,-0.16, -0.00, 0.04
9563,-0.17, -0.02, 0.04
9680,-0.18, -0.02, 0.05
9794,-0.19, -0.02, 0.05
9911,-0.19, -0.01, 0.05
10026,-0.20, 0.01, 0.05
10143,-0.21, 0.00, 0.03
10257,-0.21, -0.01, 0.02
10374,-0.22, -0.02, 0.01
10489,-0.23, -0.02, 0.01
10605,-0.23, -0.01, 0.01
10720,-0.24, 0.00, 0.01
10836,-0.25, 0.01, 0.01
10951,-0.25, 0.00, 0.01
11067,-0.26, -0.01, 0.02
11182,-0.27, -0.02, 0.03
11298,-0.28, -0.02, 0.05
11413,-0.28, -0.00, 0.05
11529,-0.29, 0.01, 0.05
11644,-0.30, 0.01, 0.05
11852,-0.31, -0.02, 0.04
12087,-0.33, -0.01, 0.03
12280,-0.33, 0.01, 0.02
12478,-0.35, -0.00, 0.00
12598,-0.36, -0.02, 0.01
12718,-0.36, -0.02, 0.02
12834,-0.37, -0.02, 0.03
12955,-0.38, -0.01, 0.03
13071,-0.38, 0.00, 0.04
13192,-0.39, 0.01, 0.04
13322,-0.39, 0.01, 0.05
13454,-0.40, 0.01, 0.06
13585,-0.41, 0.01, 0.06
13727,-0.42, 0.01, 0.05
13858,-0.41, 0.01, 0.03
13990,-0.40, 0.00, 0.03
14125,-0.39, -0.01, 0.03
14263,-0.37, -0.03, 0.03
14395,-0.35, -0.04, 0.03
14527,-0.33, -0.03, 0.02
14658,-0.31, -0.02, 0.02
14801,-0.29, -0.00, 0.03
14933,-0.28, -0.00, 0.04
15064,-0.26, -0.01, 0.05
15197,-0.24, -0.01, 0.05
15320,-0.22, -0.00, 0.06
15452,-0.20, 0.01, 0.06
15584,-0.19, 0.01, 0.05
15715,-0.17, -0.00, 0.04
15847,-0.15, -0.02, 0.03
15979,-0.14, -0.03, 0.03
16118,-0.12, -0.03, 0.02
16242,-0.10, -0.02, 0.03
16385,-0.08, -0.01, 0.03
16516,-0.06, -0.02, 0.03
16648,-0.05, -0.03, 0.03
16783,-0.03, -0.03, 0.03
16916,-0.01, -0.01, 0.04
17047,-0.01, -0.03, -0.03
17184,-0.01, -0.03, -0.03
17320,-0.01, -0.04, -0.04
17451,-0.01, -0.05, -0.05
17610,-0.01, -0.06, -0.06
17746,-0.00, -0.09, -0.08
17874,0.00, -0.11, -0.09
18011,0.01, -0.13, -0.12
18142,0.01, -0.14, -0.13
18288,0.01, -0.11, -0.10
18433,0.00, -0.07, -0.06
18565,0.00, -0.04, -0.03
18696,-0.00, -0.01, 0.00
18833,0.00, 0.01, 0.03
18969,0.00, 0.03, 0.07
19109,-0.00, 0.06, 0.10
19260,0.00, 0.06, 0.09
19397,0.02, 0.03, 0.04
19528,0.04, 0.01, 0.02
19664,0.04, -0.01, -0.00
19804,0.05, -0.01, -0.00
19932,0.05, -0.01, -0.00
20071,0.05, -0.01, -0.00
20221,0.05, -0.01, -0.00
20367,0.05, -0.01, -0.00
20498,0.05, -0.01, -0.00
20643,0.06, -0.01, -0.00
20779,0.06, -0.01, -0.00
20915,0.06, -0.01, -0.00
21046,0.06, -0.01, -0.00
21183,0.06, -0.01, -0.00
21319,0.06, -0.01, -0.00
21455,0.06, -0.01, -0.00
21587,0.07, -0.01, -0.00
21730,0.07, -0.00, -0.00
21870,0.07, -0.00, -0.00
21998,0.07, -0.00, -0.00
