T,L1,L2,L3
38839,446, 490, 464
38979,447, 490, 460
39133,444, 495, 461
39264,442, 503, 466
39405,443, 504, 466
39552,443, 507, 465
39688,441, 514, 462
39823,440, 525, 461
39963,439, 527, 462
40112,439, 528, 461
40238,437, 529, 459
40379,436, 530, 461
40515,435, 534, 462
40646,435, 534, 459
40788,434, 530, 457
40942,432, 531, 457
41086,432, 533, 457
41220,434, 533, 457
41368,432, 533, 453
41503,433, 535, 454
41637,432, 539, 455
41776,431, 541, 458
41909,432, 542, 457
42040,432, 540, 457
42182,432, 539, 456
42313,432, 538, 458
42464,431, 539, 457
42606,431, 541, 456
42760,430, 539, 456
42888,432, 541, 456
43022,432, 544, 455
43161,432, 542, 454
43292,433, 549, 451
43423,445, 606, 452
43566,490, 692, 503
43703,560, 789, 566
43851,577, 816, 587
43994,592, 838, 604
44124,601, 843, 609
44284,586, 831, 597
44427,601, 838, 610
44569,661, 889, 639
44718,706, 905, 653
44855,709, 900, 648
45003,713, 902, 640
45187,716, 905, 644
45383,670, 914, 643
45605,722, 918, 647
45778,689, 877, 632
46011,553, 696, 551
46210,524, 578, 515
46407,523, 541, 510
46633,518, 521, 520
46835,514, 507, 521
47030,517, 501, 521
47221,526, 518, 520
47390,528, 520, 522
47591,530, 513, 528
47761,525, 507, 533
47901,516, 505, 531
48036,504, 504, 524
48171,495, 499, 519
48303,493, 495, 511
48435,493, 494, 512
48567,493, 502, 522
48699,510, 523, 533
48831,527, 549, 550
48963,537, 548, 563
49105,543, 550, 570
49240,551, 564, 580
49372,564, 586, 594
49518,588, 612, 612
49650,601, 618, 628
49785,603, 610, 636
49917,597, 603, 636
50059,580, 578, 627
50194,562, 554, 611
50326,548, 543, 595
50458,541, 539, 591
50593,535, 541, 588
50728,534, 541, 584
50860,536, 537, 576
50995,536, 538, 570
51127,532, 546, 566
51267,530, 553, 560
51399,531, 553, 554
51531,533, 547, 550
51663,534, 542, 551
51805,535, 540, 555
51937,534, 545, 561
52069,538, 543, 567
52201,546, 540, 567
52343,553, 544, 564
52489,561, 562, 573
52631,588, 603, 594
52763,613, 628, 608
52895,619, 638, 624
53027,621, 644, 639
53159,627, 649, 653
53291,633, 648, 657
53423,638, 649, 656
53557,637, 657, 657
53697,635, 659, 667
53829,635, 665, 667
53961,635, 668, 668
54093,636, 666, 665
54225,633, 664, 667
54360,632, 663, 671
54492,632, 664, 670
54624,634, 664, 669
54756,636, 657, 670
54888,635, 660, 668
55024,637, 658, 668
55176,638, 660, 670
55379,635, 663, 670
55579,634, 671, 676
55811,637, 664, 677
56004,653, 654, 668
56205,658, 651, 664
56405,655, 661, 666
56603,654, 662, 664
56799,658, 661, 662
56993,658, 658, 657
57197,658, 658, 658
57398,658, 657, 656
57591,654, 659, 655
57795,642, 667, 654
57990,635, 670, 656
58186,636, 668, 658
58379,638, 668, 658
58580,643, 666, 653
58774,646, 671, 651
58946,643, 664, 649
59168,625, 638, 627
59340,613, 626, 611
59544,586, 612, 597
59740,567, 591, 585
59938,548, 560, 560
60160,523, 530, 534
60364,503, 528, 511
60597,498, 523, 502
60852,496, 515, 501
61027,482, 480, 494
61222,462, 452, 476
61421,438, 420, 450
61617,409, 384, 423
61815,387, 364, 396
62019,371, 341, 372
62214,357, 322, 352
62405,342, 302, 334
62603,320, 279, 311
62807,296, 263, 287
63029,272, 250, 266
63233,268, 248, 255
63434,264, 247, 252
63627,259, 244, 246
63831,238, 232, 232
64027,201, 191, 205
64225,169, 155, 175
64447,149, 125, 158
64651,126, 100, 138
64852,108, 83, 117
65045,85, 69, 98
65249,64, 54, 81
65439,51, 38, 64
65611,0, 4, 54
65839,0, 0, 38
66037,0, 0, 31
66238,0, 0, 30
66430,0, 0, 30
66602,0, 0, 29
66823,0, 0, 29
66996,0, 0, 29
67195,0, 0, 29
67382,0, 0, 27
67555,0, 0, 27
67747,0, 0, 28
67907,0, 0, 29
68081,0, 0,27
68268,0, 0, 13
68442,0, 0, 22
68610,0, 0, 25
68759,0, 0, 5
68913,0, 0, 18
69065,0, 0, 5
69209,0, 0, 0
69348,0, 0, 9
69472,0, 0, 0
69606,0, 0, 0
69740,0, 0, 11
69869,0, 0, 9
70003,0, 0, 0
70137,0, 0, 13
70269,0, 0, 18
70396,0, 0, 0
70524,0, 0, 13
70659,0, 0, 19
70801,0, 0, 13
70924,0, 0, 20
71064,0, 0, 24
71187,0, 0, 25
71332,0, 15, 25
71460,0, 19, 25
71595,0, 8, 25
71726,0, 0, 25
71853,0, 4, 9
71991,0, 8, 0
72125,0, 0, 11
72254,0, 0, 19
72388,0, 0, 4
72525,0, 0, 5
72654,0, 9, 5
72785,0, 0, 0
72913,0, 0, 0
73057,0, 0, 12
73191,0, 0, 8
73334,0, 0, 18
73466,0, 0, 9
73600,0, 0, 16
73734,0, 0, 0
73870,0, 0, 0
73997,0, 0, 0
74135,0, 0, 0
74260,0, 0, 0
74393,0, 0, 0
74532,0, 0, 8
74661,0, 0, 0
74790,0, 0, 14
74929,0, 0, 21
75057,0, 0, 22
75191,0, 0, 25
75318,0, 0, 27
75447,0, 0, 26
75591,4, 0, 28
75725,0, 0, 28
75864,0, 0, 6
76007,0, 0, 16
76141,0, 0, 22
76270,0, 0, 24
76404,0, 0, 5
76532,0, 0, 9
76660,0, 0, 17
76791,0, 0, 22
76925,0, 0, 24
77057,0, 0, 25
77198,0, 0, 0
77325,0, 0, 0
77471,0, 0, 5
77611,0, 0, 10
77745,0, 0, 0
77874,0, 0, 9
78008,0, 0, 0
78142,0, 0, 0
78283,4, 0, 9
78417,0, 0, 8
78551,0, 0, 0
78683,0, 0, 0
78810,0, 0, 5
78944,0, 0, 9
79073,0, 0, 16
79207,0, 0, 19
79341,0, 0, 24
79470,0, 0, 26
79604,0, 0, 27
79738,0, 0, 8
79867,0, 0, 16
80001,0, 0, 20
80129,0, 14, 24
80277,9, 32, 24
80430,23, 62, 0
