T,pwm1,pwm2,pwm3
9555,2025,1975,2000
9670,2025,1975,200
9788,2025,1975,2000
9902,2025,1975,2000
10020,2025,1975,2000
10135,2025,1975,2000
10254,2025,1975,2000
10369,2025,1975,2000
10488,2025,1975,2000
10607,2025,1975,2000
10722,2025,1975,2000
10840,2025,1975,2000
10955,2025,1975,2000
11071,2025,1975,2000
11186,2025,1975,2000
11302,2025,1975,2000
11417,2025,1975,2000
11533,2025,1975,2000
11647,2025,1975,2000
11764,2025,1975,2000
11878,2025,1975,2000
11995,2025,1975,2000
12110,2025,1975,2000
12226,2025,1975,2000
12341,2025,1975,2000
12457,2025,1975,2000
12572,2025,1975,2000
12688,2025,1975,2000
12803,2025,1975,2000
12919,2025,1975,2000
13034,2025,1975,2000
13150,2025,1975,2000
13265,2025,1975,2000
13381,2025,1975,2000
13496,2025,1975,2000
13612,2025,1975,2000
13727,2025,1975,2000
13843,2025,1975,2000
13958,2025,1975,2000
14074,2025,1975,2000
14189,2025,1975,2000
14305,2025,1975,2000
14420,2025,1975,2000
14536,2025,1975,2000
14655,2025,1975,2000
14859,2025,1975,2000
15076,2025,1975,2000
15313,2025,1975,2000
15465,1894,1975,2068
15596,1894,1975,2068
15728,1894,1975,2068
15857,1894,1975,2068
15989,1894,1975,2068
16121,1894,1975,2068
16255,1894,1975,2068
16394,1894,1975,2068
16526,1894,1975,2068
16658,1894,1975,2068
16791,1894,1975,2068
16921,1894,1975,2068
17053,1894,1975,2068
17185,1894,1975,2068
17321,1894,1975,2068
17449,1894,1975,2068
17580,1894,1975,2068
17712,1894,1975,2068
17844,1894,1975,2068
17976,1894,1975,2068
18110,1894,1975,2068
18242,1894,1975,2068
18374,1894,1975,2068
18505,1894,1975,2068
18637,1894,1975,2068
18768,1894,1975,2068
18900,1894,1975,2068
19035,1894,1975,2068
19164,2025,1975,2000
19301,2011,1973,2004
19438,1920,1964,2038
19594,1804,1940,2084
19725,1724,1940,2111
19865,1681,1964,2118
19998,1666,1983,2116
20149,1666,1983,2116
20295,1666,1983,2116
20435,1700,1992,2102
20563,1735,2001,2087
20708,1735,2001,2087
20843,1735,2001,2087
20971,1735,2001,2087
21111,1735,2001,2087
21250,1735,2001,2087
21381,1735,2001,2087
21536,1735,2001,2087
21671,1735,2001,2087
21817,1735,2001,2087
21950,1735,2001,2087
22097,1735,2001,2087
22228,1735,2001,2087
22374,1735,2001,2087
22510,1735,2001,2087
22655,1735,2001,2087
22778,1735,2001,2087
22922,1735,2001,2087
23066,1735,2001,2087
23201,735,2001,2087
23354,1735,2001,2087
23493,1735,2001,2087
23622,1735,2001,2087
23761,1735,2001,087
23912,1735,2001,2087
24044,1735,2001,2087
24190,1735,2001,2087
24322,1735,2001,2087
24458,1735,2001,2087
24608,1735,2001,2087
24745,1735,2001,2087
24876,1735,2001,2087
