T,L1,L2,L3
6755,0, 0, 0
6891,146, 145, 101
7009,229, 223, 215
7123,271, 255, 245
7242,291, 280, 271
7356,300, 296, 286
7475,303, 302, 295
7589,305, 306, 298
7708,308, 308, 301
7822,309, 307, 302
7941,310, 309, 304
8055,304, 311, 305
8174,300, 312, 307
8288,299, 310, 308
8406,300, 309, 308
8520,301, 308, 306
8637,303, 308, 304
8751,305, 310, 304
8868,304, 312, 305
8982,303, 312, 305
9099,304, 310, 305
9213,306, 307, 306
9330,307, 306, 304
9444,306, 306, 305
9561,305, 309, 307
9675,304, 311, 310
9792,301, 311, 314
9906,302, 311, 314
10023,302, 309, 314
10138,301, 309, 313
10255,301, 310, 315
10370,300, 310, 316
10486,300, 308, 316
10601,302, 307, 315
10717,304, 305, 313
10832,305, 303, 312
10948,306, 305, 311
11065,305, 307, 312
11191,302, 308, 313
11321,303, 308, 315
11458,303, 306, 316
11588,304, 306, 317
11718,301, 308, 318
11849,300, 309, 319
11988,299, 311, 321
12119,300, 309, 321
12249,300, 307, 320
12382,301, 304, 319
12513,300, 304, 319
12646,299, 304, 319
12878,301, 301, 318
13065,302, 300, 317
13188,303, 303, 318
13320,305, 304, 317
13452,308, 306, 316
13583,308, 306, 317
13725,309, 303, 317
13857,309, 302, 316
13988,308, 301, 317
14123,304, 298, 315
14258,296, 287, 302
14390,285, 271, 287
14521,262, 242, 262
14653,241, 221, 239
14785,220, 204, 221
14917,199, 185, 205
15050,189, 173, 189
15190,180, 164, 181
15326,172, 154, 174
15453,162, 148, 165
15594,151, 143, 157
15731,139, 132, 143
15867,127, 119, 134
15997,114, 107, 124
16129,105, 95, 116
16260,98, 88, 108
16392,94, 86, 105
16523,91, 81, 102
16665,86, 74, 97
16796,79, 68, 93
16929,69, 62, 87
17068,63, 54, 72
17200,60, 53, 61
17332,53, 48, 53
17458,43, 0, 48
17594,0, 0, 42
17745,0, 0, 40
17876,0, 1201, 35
18013,0, 0, 33
18149,0, 9, 34
18280,0, 20, 34
18417,0, 23, 33
18563,0, 24, 32
18700,0, 26, 31
18831,0, 25, 30
18967,0, 26, 29
19104,0, 25, 31
19240,0, 25, 31
19381,0, 25, 30
19521,0, 0, 29
19657,0, 9, 29
19791,0, 0, 30
19925,0, 0, 31
20061,0, 5, 31
20207,0, 0, 32
20347,0, 0, 33
20478,0, 13, 33
20614,0, 18, 32
20751,0, 23, 32
20887,0, 24, 31
21018,0, 0, 32
21154,0, 0, 32
21291,0, 14, 31
21425,0, 0, 34
21565,0, 15, 34
21699,0, 4, 33
21833,0, 5, 31
21981,0, 0, 33
22118,0, 5, 34
22261,0, 0, 33
22397,0, 0, 34
22528,0, 0, 34
22665,0, 9, 34
22801,0, 0, 35
