T,pwm1,pwm2,pwm3
7174,2025,1975,2000
7293,2025,1975,2000
7411,2025,1975,2000
7526,2025,1975,2000
7644,2025,1975,2000
7758,2025,1975,2000
7876,2025,1975,2000
7990,2025,1975,2000
8108,2025,1975,2000
8222,2025,1975,2000
8340,2025,1975,2000
8454,2025,1975,2000
8572,2025,1975,2000
8686,2025,1975,2000
8804,2025,1975,2000
8918,2025,1975,2000
9036,2025,1975,2000
9154,2025,1975,2000
9268,2025,1975,2000
9386,2025,1975,2000
9500,2025,1975,2000
9618,2025,1975,2000
9732,2025,1975,2000
9850,2025,1975,2000
9964,2025,1975,2000
10081,2025,1975,2000
10196,2025,1975,2000
10312,2025,1975,2000
10427,2025,1975,2000
10543,2025,1975,2000
10657,2025,1975,2000
10774,2025,1975,2000
10889,2025,1975,2000
11005,2025,1975,2000
11120,2025,1975,2000
11236,2025,1975,2000
11369,2025,1975,2000
11491,2025,1975,2000
11622,2025,1975,2000
11752,2025,1975,2000
11882,2025,1975,2000
12012,2025,1975,2000
12142,2025,1975,2000
12273,2025,1975,2000
12406,2025,1975,2000
12533,2025,1975,2000
12663,2025,1975,2000
12793,2025,1975,2000
12927,2025,1975,2000
13057,2025,1975,2000
13190,2025,1975,2000
13320,2025,1975,2000
13447,2025,1975,2000
13581,2025,1975,2000
13708,2025,1975,2000
13841,2025,1975,2000
13964,2025,1975,2000
14097,2025,1975,2000
14228,2025,1975,2000
14358,2025,1975,2000
14505,2025,1975,2000
14636,2025,1975,2000
14758,2025,1975,2000
14902,2025,1975,2000
15033,2025,1975,2000
15159,2025,1975,2000
15285,2025,1975,2000
15415,2025,1975,2000
15546,2025,1975,2000
15676,2025,1975,2000
15806,2025,1975,2000
15936,2025,1975,2000
16066,2025,1975,2000
16197,2025,1975,2000
16327,2025,1975,2000
16457,2025,1975,2000
16587,2025,1975,2000
16717,2025,1975,2000
16851,2025,1975,2000
16982,2025,1975,2000
17111,2025,1975,2000
17234,2025,1975,2000
17364,2025,1975,2000
17494,2025,1975,2000
17625,2025,1975,2000
17755,2025,1975,000
17888,2025,1975,2000
18025,2025,1975,2000
18155,2025,1975,2000
18285,2025,1975,2000
18415,2025,1975,2000
18545,2025,1975,2000
18676,2025,1975,2000
