T,pci,rci
7184,0.00,0.00
7298,0.00,0.00
7416,0.00,0.00
7530,0.00,0.00
7648,0.00,0.00
7762,0.00,0.00
7881,0.00,0.00
7999,0.00,0.00
8114,0.00,0.00
8232,0.00,0.00
8347,0.00,0.00
8465,0.00,0.00
8580,0.00,0.00
8698,0.00,0.00
8813,0.00,0.00
8930,0.00,0.00
9044,0.00,0.00
9161,0.00,0.00
9275,0.00,0.00
9392,0.00,0.00
9506,0.00,0.00
9623,0.00,0.00
9737,0.00,0.00
9854,0.00,0.00
9968,0.00,0.00
10085,0.00,0.00
10200,0.00,0.00
10316,0.00,0.00
10431,0.00,0.00
10547,0.00,0.00
10677,0.00,0.00
10799,0.00,0.00
10929,0.00,0.00
11067,0.00,0.00
11190,0.00,0.00
11323,0.00,0.00
11522,0.00,0.00
11754,0.00,0.00
11988,0.00,0.00
12195,0.00,0.00
12399,0.00,0.00
12603,0.00,0.00
12808,0.00,0.00
12985,0.00,0.00
13119,0.00,0.00
13236,0.00,0.00
13354,0.00,0.00
13470,0.00,0.00
13591,0.00,0.00
13712,0.00,0.00
13829,0.00,0.00
13947,0.00,0.00
14064,0.00,0.00
14185,0.00,0.00
14305,0.00,0.00
14422,0.00,0.00
14542,0.00,0.00
14658,0.00,0.00
14779,0.00,0.00
14899,0.00,0.00
15016,0.00,0.00
15136,0.00,0.00
15252,0.00,0.00
15373,0.00,0.00
15493,0.00,0.00
15610,0.00,0.00
15730,0.00,0.00
15846,0.00,0.00
15967,0.00,0.00
16087,0.00,0.00
16210,0.00,0.00
16342,0.00,0.00
16474,0.00,0.00
16613,0.00,0.00
16749,0.00,0.00
16880,0.00,0.00
17011,0.00,0.00
17149,0.00,0.00
17281,0.00,0.00
17413,0.00,0.00
17548,0.00,0.00
17686,0.00,0.00
17814,0.00,0.00
17946,0.00,0.00
18081,0.00,0.00
18215,0.00,0.00
18347,0.00,0.00
18479,0.00,0.00
18613,0.00,0.00
18746,0.00,0.00
18873,0.00,0.00
19005,4.15,-2.23
19141,4.07,4.20
19292,5.28,6.01
19431,6.73,9.84
19574,5.44,9.49
19705,2.03,6.49
19849,0.40,5.01
19992,0.00,0.00
20132,0.00,0.00
20276,0.00,0.00
20400,0.00,0.00
20543,0.00,0.00
20680,0.00,0.00
20823,0.00,0.00
20954,0.00,0.00
21090,0.00,0.00
21234,0.00,0.00
21358,0.00,0.00
21502,0.00,0.00
21644,0.00,0.00
21784,0.00,0.00
21912,0.00,0.00
22048,0.00,0.00
22198,0.00,0.00
22337,0.00,0.00
22480,0.00,0.00
22611,0.00,0.00
22758,0.00,0.00
22894,0.00,0.00
23031,0.00,0.00
23173,0.00,0.00
23324,0.00,0.00
23470,0.00,0.00
23612,0.00,0.00
23748,0.00,0.00
23884,0.00,0.00
24027,0.00,0.00
