T,yaw,pitch,roll
46845,0.54, -0.10, 0.01
46979,0.54, -0.10, 0.01
47107,0.54, -0.10, 0.01
47239,0.54, -0.10, 0.01
47373,0.54, -0.10, 0.02
47503,0.54, -0.10, 0.02
47636,0.54, -0.10, 0.02
47775,0.54, -0.10, 0.02
47909,0.54, -0.10, 0.02
48038,0.54, -0.10, 0.02
48172,0.54, -0.10, 0.02
48305,0.54, -0.10, 0.02
48444,0.54, -0.10, 0.02
48577,0.54, -0.10, 0.02
48711,0.54, -0.10, 0.02
48843,0.54, -0.10, 0.02
48977,0.54, -0.10, 0.02
49111,0.54, -0.10, 0.02
49239,0.54, -0.10, 0.02
49373,0.54, -0.10, 0.02
49518,0.54, -0.10, 0.02
49653,0.54, -0.10, 0.02
49787,0.54, -0.10, 0.02
49914,0.54, -0.10, 0.02
50052,0.54, -0.10, 0.02
50186,0.54, -0.10, 0.02
50320,0.54, -0.10, 0.02
50449,0.54, -0.10, 0.02
50576,0.54, -0.10, 0.02
50704,0.54, -0.10, 0.02
50828,0.54, -0.10, 0.02
50970,0.54, -0.10, 0.02
51103,0.54, -0.10, 0.02
