T,yaw,pitch,roll
7958,0.00, 0.00, 0.00
8081,-0.07, 0.01, -0.04
8199,-0.06, 0.03, -0.02
8313,-0.04, 0.02, -0.00
8431,-0.02, -0.03, -0.01
8545,-0.02, -0.05, -0.03
8664,-0.02, -0.06, -0.02
8778,-0.03, -0.03, -0.00
8897,-0.04, -0.02, 0.00
9011,-0.04, -0.01, -0.00
9130,-0.04, -0.01, -0.02
9244,-0.04, 0.01, -0.02
9362,-0.04, 0.01, -0.01
9477,-0.03, -0.02, 0.08
9595,0.00, -0.07, 0.09
9713,0.01, -0.09, 0.02
9827,-0.03, -0.08, -0.10
9944,-0.04, -0.05, -0.06
10059,-0.04, -0.04, 0.01
10176,-0.06, -0.05, -0.02
10291,-0.08, -0.07, -0.06
10407,-0.09, -0.06, -0.05
10522,-0.09, -0.04, -0.02
10638,-0.06, -0.04, -0.02
10753,-0.06, -0.05, -0.04
10869,-0.07, -0.07, -0.05
10984,-0.09, -0.07, -0.04
11100,-0.09, -0.07, -0.02
11215,-0.10, -0.06, -0.01
11330,-0.11, -0.06, 0.00
11445,-0.13, -0.06, -0.01
11562,-0.17, -0.06, -0.04
11677,-0.20, -0.07, -0.07
11792,-0.22, -0.06, -0.08
11918,-0.22, -0.06, -0.08
12051,-0.18, -0.05, -0.08
12182,-0.17, -0.05, -0.06
12315,-0.16, -0.04, -0.06
12446,-0.15, -0.03, -0.07
12593,-0.15, -0.02, -0.10
12730,-0.15, -0.02, -0.10
12863,-0.17, -0.02, -0.10
12994,-0.18, -0.03, -0.08
13121,-0.19, -0.03, -0.08
13251,-0.20, -0.04, -0.09
13382,-0.23, -0.04, -0.10
13512,-0.23, -0.04, -0.09
13646,-0.23, -0.05, -0.08
13780,-0.23, -0.05, -0.08
13910,-0.22, -0.05, -0.09
14032,-0.19, -0.06, -0.08
14163,-0.18, -0.07, -0.06
14293,-0.17, -0.08, -0.04
14424,-0.17, -0.09, -0.03
14554,-0.18, -0.10, -0.03
14684,-0.19, -0.10, -0.03
14818,-0.20, -0.09, -0.03
14955,-0.22, -0.10, -0.03
15085,-0.23, -0.12, -0.03
15215,-0.23, -0.13, -0.03
15346,-0.23, -0.14, -0.01
15476,-0.22, -0.13, -0.00
15607,-0.21, -0.13, 0.01
15737,-0.21, -0.13, 0.00
15867,-0.21, -0.13, -0.00
15998,-0.22, -0.12, -0.01
16128,-0.23, -0.11, -0.01
16258,-0.24, -0.11, -0.02
16389,-0.25, -0.11, -0.02
16519,-0.25, -0.11, -0.03
16649,-0.26, -0.11, -0.03
16783,-0.26, -0.11, -0.02
16913,-0.26, -0.11, -0.02
17036,-0.26, -0.11, -0.01
17166,-0.25, -0.11, -0.01
17311,-0.25, -0.11, -0.01
17441,-0.25, -0.10, -0.02
17575,-0.26, -0.10, -0.03
17705,-0.27, -0.10, -0.03
17836,-0.27, -0.11, -0.03
17958,-0.28, -0.11, -0.03
18089,-0.28, -0.11, -0.03
18219,-0.28, -0.11, -0.02
18350,-0.28, -0.11, -0.02
18480,-0.28, -0.12, -0.02
18610,-0.28, -0.12, -0.02
18744,-0.29, -0.12, -0.01
18871,-0.29, -0.12, -0.01
19001,-0.31, -0.12, -0.01
19132,-0.31, -0.13, -0.02
19262,-0.32, -0.14, -0.03
19393,-0.32, -0.13, -0.04
19526,-0.33, -0.12, -0.03
19656,-0.33, -0.12, -0.02
19790,-0.34, -0.13, -0.03
19920,-0.35, -0.15, -0.04
20054,-0.36, -0.15, -0.04
20184,-0.37, -0.12, -0.03
20314,-0.38, -0.12, -0.02
20445,-0.38, -0.13, -0.03
20575,-0.38, -0.13, -0.04
20709,-0.39, -0.13, -0.03
20839,-0.39, -0.13, -0.02
20962,-0.39, -0.12, -0.02
21092,-0.39, -0.13, -0.02
21223,-0.40, -0.13, -0.03
21353,-0.42, -0.14, -0.03
21483,-0.43, -0.13, -0.02
21614,-0.43, -0.13, -0.02
21744,-0.43, -0.14, -0.02
21875,-0.44, -0.16, -0.01
22005,-0.44, -0.16, -0.01
22135,-0.44, -0.15, -0.00
22269,-0.43, -0.14, -0.00
22396,-0.43, -0.14, -0.01
22526,-0.44, -0.15, -0.00
