T,pci,rci
6986,0.00,0.00
7100,0.00,0.00
7218,0.00,0.00
7332,0.00,0.00
7451,0.00,0.00
7565,0.00,0.00
7683,0.00,0.00
7801,0.00,0.00
7916,0.00,0.00
8034,0.00,0.00
8149,0.00,0.00
8267,0.00,0.00
8381,0.00,0.00
8499,0.00,0.00
8614,0.00,0.00
8732,0.00,0.00
8846,0.00,0.00
8963,0.00,0.00
9077,0.00,0.00
9194,0.00,0.00
9308,0.00,0.00
9425,0.00,0.00
9539,0.00,0.00
9656,0.00,0.00
9770,0.00,0.00
9887,0.00,0.00
10001,0.00,0.00
10118,0.00,0.00
10233,0.00,0.00
10349,0.00,0.00
10464,0.00,0.00
10580,0.00,0.00
10695,0.00,0.00
10811,0.00,0.00
10926,0.00,0.00
11042,0.00,0.00
11157,0.00,0.00
11273,0.00,0.00
11388,0.00,0.00
11504,0.00,0.00
11619,0.00,0.00
11735,0.00,0.00
11850,0.00,0.00
11966,0.00,0.00
12081,0.00,0.00
12209,0.00,0.00
12342,0.00,0.00
12469,0.00,0.00
12603,0.00,0.00
12730,0.00,0.00
12863,0.00,0.00
12993,0.00,0.00
13123,0.00,0.00
13260,0.00,0.00
13391,0.00,0.00
13521,0.00,0.00
13654,0.00,0.00
13784,0.00,0.00
13915,0.00,0.00
14048,0.00,0.00
14178,0.00,0.00
14311,0.00,0.00
14442,0.00,0.00
14573,0.00,0.00
14703,0.00,0.00
14832,0.00,0.00
14955,0.00,0.00
15086,0.00,0.00
15219,0.00,0.00
15349,0.00,0.00
15482,0.00,0.00
15613,0.00,0.00
15741,0.00,0.00
15876,0.00,0.00
16007,0.00,0.00
16137,0.00,0.00
16277,0.00,0.00
16407,0.00,0.00
16537,0.00,0.00
16671,0.00,0.00
16801,0.00,0.00
16928,0.00,0.00
17061,0.00,0.00
17196,0.00,0.00
17322,0.00,0.00
17452,0.00,0.00
17583,0.00,0.00
17713,0.00,0.00
17846,0.00,0.00
17976,0.00,0.00
18110,0.00,0.00
18237,0.00,0.00
18370,0.00,0.00
18500,0.00,0.00
18631,0.00,0.00
18761,0.00,0.00
18883,0.00,0.00
19014,0.00,0.00
19144,0.00,0.00
19274,0.00,0.00
19404,0.00,0.00
19537,0.00,0.00
19669,0.00,0.00
19798,0.00,0.00
19928,0.00,0.00
20058,0.00,0.00
20189,0.00,0.00
20322,0.00,0.00
20452,0.00,0.00
20583,0.00,0.00
20713,0.00,0.00
20843,0.00,0.00
20974,0.00,0.00
21104,0.00,0.00
21227,0.00,0.00
21357,0.00,0.00
21487,0.00,0.00
21617,0.00,0.00
21747,0.00,0.00
21881,.00,0.00
22008,0.00,0.00
22138,0.00,0.00
22269,0.00,0.00
22402,0.00,0.00
22535,0.00,0.00
22667,0.00,0.00
22799,0.00,0.00
22931,0.00,0.00
23062,0.00,0.00
23194,0.00,0.00
23326,0.00,0.00
23457,0.00,0.00
23589,0.00,0.00
23721,0.00,0.00
23856,0.00,0.00
23989,0.00,0.00
24122,0.00,0.00
24257,0.00,0.00
24386,0.00,0.00
24522,0.00,0.00
24649,0.00,0.00
24781,0.00,0.00
24913,0.00,0.00
25045,0.00,0.00
25176,0.00,0.00
25308,0.00,0.00
25443,0.00,0.00
25574,0.00,0.00
25706,0.00,0.00
25838,0.00,0.00
25970,0.00,0.00
26101,0.00,0.00
26236,0.00,0.00
26365,0.00,0.00
26497,0.00,0.00
26628,0.00,0.00
26760,0.00,0.00
26895,0.00,0.00
27030,0.00,0.00
27158,0.00,0.00
27293,0.00,0.00
27422,0.00,0.00
27554,0.00,0.00
27685,0.00,0.00
27817,0.00,0.00
27949,0.00,0.00
28081,0.00,0.00
28212,0.00,0.00
28347,0.00,0.00
28485,0.00,0.00
28631,0.00,0.00
28763,0.00,0.00
28895,0.00,0.00
29026,0.00,0.00
29158,0.00,0.00
29290,0.00,0.00
29422,0.00,0.00
29559,0.00,0.00
29694,0.00,0.00
29826,0.00,0.00
29960,0.00,0.00
30092,0.00,0.00
30224,0.00,0.00
30352,0.00,0.00
30487,0.00,0.00
30620,0.00,0.00
30750,0.00,0.00
30882,0.00,0.00
31014,0.00,0.00
31149,0.00,0.00
31286,0.00,0.00
31421,0.00,0.00
31567,0.00,0.00
31699,0.00,0.00
31831,0.00,0.00
31963,0.00,0.00
32094,0.00,0.00
32226,0.00,0.00
32358,0.00,0.00
32489,0.00,0.00
32626,0.00,0.00
32758,0.00,0.00
32890,0.00,0.00
33022,0.00,0.00
33153,0.00,0.00
33285,0.00,0.00
33417,0.00,0.00
33549,0.00,0.00
33680,0.00,0.00
33815,0.00,0.00
33947,0.00,0.00
34078,0.00,0.00
34210,0.00,0.00
34341,0.00,0.00
34480,0.00,0.00
34611,0.00,0.00
34746,0.00,0.00
34877,0.00,0.00
35009,0.00,0.00
35140,0.00,0.00
35272,0.00,0.00
35403,0.00,0.00
35542,0.00,0.00
35693,0.00,0.00
35832,-3.60,-0.40
36041,-4.47,-0.59
36217,-6.22,-4.21
36339,-6.01,-3.95
36490,0.00,0.00
36626,0.00,0.00
36757,0.00,0.00
36897,0.00,0.00
37047,0.00,0.00
37187,0.00,0.00
37322,0.00,0.00
37453,0.00,0.00
37589,0.00,0.00
37733,0.00,0.00
37864,0.00,0.00
38010,0.00,0.00
38152,0.00,0.00
38297,0.00,0.00
38432,0.00,0.00
38571,0.00,0.00
38703,0.00,0.00
38842,0.00,0.00
38981,0.00,0.00
39109,0.00,0.00
39239,0.00,0.00
39375,0.00,0.00
