T,yaw,pitch,roll
7760,0.01, 0.01, -0.01
7883,0.01, 0.01, -0.00
8001,0.01, 0.00, 0.01
8115,0.00, -0.01, 0.02
8233,-0.03, -0.01, 0.03
8347,-0.05, 0.00, 0.03
8465,-0.07, 0.02, 0.02
8579,-0.10, 0.03, 0.02
8697,-0.12, 0.03, 0.02
8811,-0.13, 0.03, 0.02
8929,-0.14, 0.03, 0.02
9043,-0.14, 0.03, 0.02
9161,-0.13, 0.04, 0.02
9275,-0.12, 0.04, 0.02
9393,-0.10, 0.03, 0.03
9507,-0.09, 0.02, 0.03
9625,-0.09, 0.01, 0.04
9739,-0.09, 0.02, 0.04
9857,-0.10, 0.02, 0.03
9972,-0.10, 0.02, 0.03
10090,-0.12, 0.02, 0.03
10209,-0.13, 0.01, 0.03
10324,-0.15, 0.01, 0.02
10440,-0.18, -0.00, -0.03
10555,-0.19, -0.02, -0.06
10671,-0.21, -0.03, -0.08
10786,-0.25, -0.01, -0.05
10902,-0.27, 0.00, -0.02
11017,-0.30, 0.01, -0.01
11133,-0.33, -0.02, -0.04
11248,-0.36, -0.04, -0.07
11364,-0.38, -0.05, -0.08
11479,-0.42, -0.04, -0.04
11595,-0.45, -0.01, -0.01
11710,-0.48, 0.00, 0.02
11844,-0.52, 0.00, -0.01
11981,-0.56, -0.02, -0.05
12111,-0.59, -0.02, -0.06
12241,-0.64, -0.01, -0.06
12372,-0.67, 0.01, -0.06
12502,-0.72, 0.01, -0.04
12632,-0.76, -0.03, -0.03
12763,-0.80, -0.05, -0.04
12893,-0.85, -0.03, -0.05
13023,-0.85, -0.05, -0.08
13154,-0.77, -0.08, -0.04
13284,-0.61, -0.04, 0.03
13414,-0.52, -0.00, 0.03
13548,-0.38, 0.04, 0.00
13678,-0.31, 0.04, -0.01
13801,-0.31, 0.03, -0.01
13931,-0.32, 0.02, 0.01
14061,-0.32, 0.01, 0.01
14192,-0.33, 0.01, 0.01
14322,-0.33, 0.01, -0.00
14452,-0.33, 0.00, -0.02
14582,-0.32, -0.01, -0.02
14716,-0.31, -0.02, -0.03
14856,-0.30, -0.03, -0.03
14986,-0.29, -0.03, -0.04
15116,-0.28, -0.03, -0.04
15247,-0.29, -0.03, -0.04
15377,-0.30, -0.03, -0.04
15508,-0.32, -0.04, -0.03
15638,-0.34, -0.04, -0.03
15768,-0.35, -0.03, -0.03
15899,-0.36, -0.02, -0.04
16029,-0.38, -0.00, -0.04
16160,-0.39, -0.00, -0.04
16290,-0.41, -0.01, -0.04
16423,-0.42, -0.02, -0.04
16554,-0.45, -0.03, -0.04
16684,-0.47, -0.03, -0.03
16814,-0.49, -0.03, -0.03
16948,-0.52, -0.02, -0.03
17085,-0.55, -0.02, -0.03
17215,-0.57, -0.02, -0.03
17346,-0.60, -0.02, -0.04
17476,-0.62, -0.02, -0.04
17606,-0.65, -0.02, -0.04
17740,-0.68, -0.02, -0.04
17871,-0.71, -0.02, -0.04
17993,-0.74, -0.02, -0.04
18124,-0.76, -0.01, -0.04
18254,-0.80, -0.00, -0.05
18384,-0.80, 0.00, -0.05
18515,-0.76, 0.00, -0.05
18645,-0.71, -0.02, -0.05
18775,-0.68, -0.05, -0.05
18909,-0.63, -0.04, -0.06
19036,-0.62, -0.01, -0.04
19166,-0.61, -0.01, -0.04
19297,-0.60, -0.04, -0.03
19427,-0.60, -0.03, -0.00
19557,-0.60, -0.03, -0.00
19688,-0.62, -0.01, -0.02
19818,-0.63, -0.01, -0.04
19949,-0.65, -0.01, -0.05
20083,-0.67, -0.02, -0.04
20219,-0.68, -0.02, -0.03
20349,-0.68, -0.01, -0.02
20480,-0.67, 0.02, -0.03
20610,-0.66, 0.03, -0.03
20743,-0.65, 0.02, -0.01
20874,-0.64, 0.00, 0.01
21008,-0.63, -0.01, 0.03
21138,-0.63, 0.01, 0.04
21274,-0.63, 0.03, 0.02
21404,-0.65, 0.04, 0.01
21534,-0.66, 0.02, 0.01
21668,-0.67, 0.01, 0.02
21850,-0.69, 0.02, 0.01
22053,-0.68, 0.05, -0.02
22277,-0.66, 0.04, -0.01
22467,-0.66, 0.01, 0.01
22671,-0.64, -0.01, 0.01
22818,-0.62, 0.01, 0.00
22934,-0.61, 0.02, -0.01
23055,-0.61, 0.02, -0.00
23171,-0.62, 0.01, 0.01
23300,-0.63, 0.02, 0.00
23432,-0.62, 0.03, 0.00
23563,-0.62, 0.02, 0.01
23695,-0.62, 0.01, 0.01
23827,-0.61, 0.01, 0.01
23958,-0.61, -0.01, -0.01
24090,-0.61, -0.05, -0.06
24222,-0.61, -0.05, -0.05
24354,-0.62, -0.04, -0.01
24486,-0.62, -0.01, 0.02
24617,-0.62, -0.01, 0.01
24749,-0.62, -0.04, -0.03
24881,-0.62, -0.03, -0.05
25013,-0.63, -0.01, -0.03
25145,-0.63, -0.00, -0.02
25280,-0.64, -0.02, -0.03
25418,-0.64, -0.03, -0.05
25550,-0.65, -0.02, -0.06
25682,-0.65, 0.01, -0.04
25814,-0.65, 0.01, -0.02
25956,-0.66, 0.01, -0.02
26091,-0.66, 0.01, -0.07
26222,-0.66, -0.01, -0.07
26354,-0.66, -0.02, -0.05
26486,-0.67, -0.00, -0.03
26626,-0.68, -0.00, -0.02
26766,-0.68, -0.01, -0.03
26898,-0.68, -0.01, -0.06
27033,-0.68, -0.02, -0.05
27176,-0.68, -0.02, -0.03
27307,-0.69, -0.01, -0.01
27439,-0.69, 0.00, -0.02
27575,-0.68, 0.04, -0.07
27706,-0.68, 0.02, -0.08
27838,-0.67, 0.00, -0.06
27970,-0.67, -0.01, -0.03
28104,-0.67, -0.01, -0.01
28239,-0.66, 0.00, -0.04
28370,-0.65, -0.01, -0.05
28499,-0.65, -0.02, -0.05
28631,-0.65, -0.01, -0.04
28763,-0.65, -0.00, -0.03
28895,-0.65, 0.00, -0.03
29026,-0.65, -0.01, -0.04
29158,-0.64, 0.01, -0.07
29290,-0.64, 0.03, -0.08
