T,state
10056,3
10343,1
10349,1
10357,1
10367,1
10412,1
10422,1
10431,1
10445,1
10454,1
10454,1
10467,1
10481,1
10491,1
10501,1
10545,1
10555,1
10564,1
10578,1
10588,1
10597,1
10611,1
10621,1
10632,1
10675,1
10685,1
10695,1
10708,1
10718,1
10728,1
10742,1
10751,1
10751,1
10765,1
10809,1
10818,1
10828,1
10842,1
10851,1
10861,1
10875,1
10885,1
10895,1
10939,1
10948,1
10958,1
10968,1
10982,1
10991,1
11005,1
11015,1
11026,1
11065,1
11079,1
11088,1
11098,1
11112,1
11122,1
11131,1
11145,1
11156,1
11195,1
11209,1
11219,1
11228,1
11242,1
11252,1
11262,1
11276,1
11287,1
11325,1
11339,1
11349,1
11359,1
11373,1
11382,1
11392,1
11406,1
11417,1
11456,1
11470,1
11479,1
11489,1
11503,1
11513,1
11522,1
11536,1
11547,1
11586,1
11600,1
11610,1
11619,1
11633,1
11643,1
11652,1
11666,1
11677,1
11716,1
11726,1
11740,1
11750,1
11759,1
11773,1
11783,1
11792,1
11807,1
11847,1
11856,1
11870,1
11880,1
11889,1
11903,1
11913,1
11923,1
11938,1
11977,1
11987,1
12000,1
12010,1
12020,1
12034,1
12043,1
12053,1
12068,1
12107,1
12117,1
12131,1
12140,1
12150,1
12164,1
12174,1
12183,1
12198,1
12237,1
12247,1
12261,1
12271,1
12280,1
12294,1
12304,1
12314,1
12329,1
12368,1
12377,1
12391,1
12401,1
12411,1
12425,1
12434,1
12434,1
12447,1
12491,1
12501,1
12511,1
12525,1
12534,1
12544,1
12558,1
12568,1
12578,1
12622,1
12631,1
12641,1
12641,1
12658,1
12668,1
12677,1
12691,1
12701,1
12712,1
12755,1
12765,1
12774,1
12788,1
12798,1
12808,1
12821,1
12831,1
12842,1
12881,1
12895,1
12904,1
12914,1
12928,1
12938,1
12947,1
12961,1
12972,1
13011,1
13025,1
13035,1
13044,1
13058,1
13068,1
13078,1
13092,1
13102,1
13141,1
13155,1
13165,1
13175,1
13189,1
13198,1
13208,1
13222,1
13233,1
13272,1
13286,1
13295,1
13305,1
13319,1
13329,1
13338,1
13352,1
13363,1
13402,1
13416,1
13426,1
13435,1
13449,1
13459,1
13469,1
13483,1
13493,1
13532,1
13546,1
13556,1
13566,1
13580,1
13589,1
13599,1
13613,1
13623,1
13663,1
13672,1
13686,1
13696,1
13706,1
13719,1
13729,1
13739,1
13754,1
13793,1
13803,1
13817,1
13826,1
13836,1
13850,1
13859,1
13869,1
13884,1
13923,1
13933,1
13947,1
13957,1
13966,1
13980,1
13990,1
13999,1
14014,1
14054,1
14063,1
14077,1
14087,1
14096,1
14110,1
14120,1
14130,1
14145,1
14184,1
14194,1
14207,1
14217,1
14227,1
14241,1
14250,1
14260,1
14275,1
14314,1
14324,1
14333,1
14347,1
14357,1
14367,1
14381,1
14390,1
14405,1
14444,1
14454,1
14464,1
14478,1
14487,1
14497,1
14511,1
14521,1
14530,1
14575,1
14584,1
14584,1
14597,1
14611,1
14621,1
14630,1
14644,1
14654,1
14663,1
14708,1
14718,1
14727,1
14741,1
14751,1
14761,1
14774,1
14784,1
14795,1
14838,1
14848,1
