T,yaw,pitch,roll
9542,0.04, 0.01, 0.02
9665,0.05, -0.02, 0.03
9783,0.05, -0.03, 0.03
9897,0.05, -0.04, 0.02
10016,0.06, -0.04, -0.01
10131,0.06, -0.04, -0.02
10250,0.07, -0.03, -0.03
10365,0.07, -0.03, -0.03
10484,0.07, -0.04, -0.02
10599,0.08, -0.05, -0.02
10718,0.08, -0.05, -0.02
10836,0.08, -0.03, -0.02
10951,0.09, -0.02, -0.02
11067,0.09, -0.01, -0.01
11182,0.09, -0.01, 0.01
11298,0.09, -0.02, 0.01
11413,0.09, -0.03, 0.01
11528,0.10, -0.03, 0.00
11643,0.10, -0.03, -0.00
11759,0.10, -0.02, -0.01
11874,0.10, -0.01, -0.00
11991,0.10, -0.02, -0.01
12106,0.10, -0.03, -0.01
12222,0.10, -0.04, -0.02
12337,0.10, -0.04, -0.03
12453,0.10, -0.03, -0.03
12568,0.11, -0.02, -0.03
12684,0.11, -0.02, -0.02
12799,0.11, -0.03, -0.02
12915,0.11, -0.04, -0.02
13030,0.11, -0.04, -0.01
13146,0.11, -0.03, -0.01
13261,0.11, -0.01, -0.00
13377,0.11, -0.01, 0.00
13492,0.10, -0.01, 0.00
13608,0.10, -0.02, 0.00
13723,0.10, -0.03, -0.00
13839,0.10, -0.03, -0.01
13954,0.10, -0.03, -0.01
14070,0.10, -0.02, -0.02
14185,0.10, -0.02, -0.02
14301,0.10, -0.03, -0.03
14416,0.10, -0.04, -0.03
14532,0.10, -0.04, -0.03
14650,0.09, -0.04, -0.03
14823,0.09, -0.02, -0.02
15054,0.09, -0.01, -0.02
15295,0.08, -0.03, -0.01
15461,0.08, -0.02, 0.00
15592,0.08, -0.01, 0.00
15724,0.08, -0.00, 0.00
15848,0.08, -0.02, -0.00
15980,0.07, -0.04, -0.01
16112,0.07, -0.04, -0.02
16251,0.07, -0.03, -0.02
16390,0.07, -0.01, -0.02
16521,0.06, -0.02, -0.03
16653,0.06, -0.03, -0.03
16785,0.06, -0.03, -0.03
16917,0.06, -0.03, -0.01
17049,0.05, -0.01, -0.00
17181,0.05, 0.00, -0.00
17312,0.05, -0.01, -0.00
17444,0.05, -0.02, -0.00
17576,0.04, -0.03, 0.00
17708,0.04, -0.02, 0.01
17840,0.04, -0.01, 0.01
17971,0.04, -0.01, -0.01
18106,0.04, -0.01, -0.02
18238,0.04, -0.03, -0.02
18369,0.03, -0.04, -0.02
18501,0.03, -0.03, -0.02
18633,0.03, -0.02, -0.02
18764,0.03, -0.01, -0.03
18896,0.03, -0.01, -0.03
19030,0.03, -0.02, -0.02
19160,0.03, -0.03, -0.02
19296,0.03, -0.07, -0.10
19425,0.02, -0.13, -0.12
19574,0.03, -0.10, -0.12
19721,0.04, -0.03, -0.09
19857,0.04, -0.00, -0.08
19994,0.04, 0.02, -0.05
20135,0.03, 0.03, 0.00
20279,0.02, 0.05, 0.04
20422,0.03, 0.06, 0.05
20559,0.03, 0.04, 0.03
20695,0.03, 0.02, 0.02
20840,0.04, 0.01, 0.01
20963,0.04, 0.01, 0.01
21107,0.04, 0.01, 0.01
21246,0.05, 0.01, 0.01
21377,0.05, 0.01, 0.01
21532,0.06, 0.01, 0.01
21667,0.06, 0.01, 0.01
21812,0.06, 0.01, 0.01
21946,0.07, 0.01, 0.01
22093,0.07, 0.01, 0.01
22216,0.07, 0.01, 0.01
22370,0.08, 0.01, 0.01
22506,0.08, 0.01, 0.01
22642,0.08, 0.01, 0.01
22774,0.09, 0.01, 0.01
22918,0.09, 0.01, 0.01
23060,0.09, 0.01, 0.01
23197,0.10, 0.01, 0.01
23350,0.10, 0.01, 0.01
23489,0.11, 0.01, 0.01
23617,0.11, 0.01, 0.01
23758,0.11, 0.01, 0.01
23899,0.12, 0.01, 0.01
24040,0.12, 0.01, 0.01
24174,0.12, 0.01, 0.01
24317,0.13, 0.01, 0.01
24454,0.13, 0.01, 0.01
24604,0.13, 0.01, 0.01
24740,0.14, 0.01, 0.01
24872,0.14, 0.01, 0.01
