T,a1,a2,a3
7357,2896, 2803, 2835
7485,2928, 2801, 2896
7603,2806, 2992, 2915
7717,2854, 2804, 3003
7835,2879, 2827, 2949
7949,2875, 2809, 2905
8068,2839, 2902, 2926
8182,2858, 2772, 2880
8300,2896, 2848, 2896
8414,2890, 2717, 2999
8532,2814, 2814, 2886
8646,2889, 2784, 2962
8764,2851, 3125, 2896
8878,2885, 2895, 2887
8996,2859, 2775, 2898
9110,2921, 2779, 2962
9228,2885, 2731, 2972
9342,2875, 2833, 2912
9460,2928, 2818, 2927
9574,2912, 2852, 2800
9692,2921, 2768, 2897
9808,2863, 2862, 2928
9924,2913, 2801, 2815
10039,2907, 2860, 2818
10156,2933, 2799, 2896
10271,2877, 2855, 2843
10387,2835, 2848, 2848
10502,2878, 2954, 2914
10618,2906, 2758, 2913
10733,2942, 2806, 2867
10855,2859, 2819, 2900
10985,2887, 2793, 2914
11118,2864, 2791, 2889
11248,2882, 2809, 2896
11382,2886, 2859, 3037
11518,2994, 2833, 2897
11649,2909, 2805, 2938
11779,2865, 2886, 2895
11909,2911, 2819, 2955
12039,2921, 2848, 2877
12169,2875, 2785, 2909
12299,2880, 2811, 3056
12439,2849, 2848, 2911
12569,2937, 2768, 2919
12699,2864, 2864, 2863
12833,2851, 2896, 3054
12960,2916, 2789, 2928
13090,2896, 2881, 2848
13220,2928, 2769, 2867
13350,2883, 2868, 2841
13480,2861, 2802, 2839
13612,2918, 2800, 2896
13780,2896, 2929, 2841
13961,2875, 2981, 2867
14165,2909, 2750, 2891
14331,2979, 2768, 2842
14447,2737, 3024, 2927
14581,2625, 2826, 2953
14713,2826, 2846, 3015
14846,2621, 2822, 2739
14986,2625, 2826, 3003
15118,2640, 2721, 3018
15249,2624, 2747, 2915
15381,2615, 2880, 2992
15513,2625, 2862, 2962
15645,2651, 2873, 2909
15777,2658, 2839, 2998
15908,2623, 2837, 2921
16040,2627, 2787, 2935
16185,2611, 2749, 2928
16309,2674, 2555, 2959
16452,2623, 2899, 2831
16583,2647, 2751, 3006
16715,2672, 2852, 2979
16846,2656, 2779, 2992
16978,2620, 2817, 2937
17109,2617, 2856, 2975
17242,2558, 2827, 2894
17385,2656, 2860, 2929
17521,2789, 2775, 2887
17661,2775, 2758, 2882
17792,2672, 2706, 2927
17933,2551, 2650, 2926
18079,2519, 2651, 2910
18216,2321, 2620, 2894
18360,2455, 2773, 2958
18484,2441, 2549, 2949
18629,2419, 2753, 2830
18767,2463, 2752, 2891
18907,2367, 2654, 2741
19045,2451, 2717, 2959
19188,2487, 2703, 2943
19331,2496, 2752, 2921
19468,2383, 2739, 2930
19605,2482, 2739, 2899
19736,2385, 2662, 2878
19873,2413, 2587, 2815
20013,2415, 2672, 2905
20145,2416, 2623, 2979
20281,2419, 2793, 2847
20418,2420, 2744, 2960
20557,2459, 2813, 2954
20695,2409, 2722, 2855
20840,2443, 2589, 2978
20982,2449, 2824, 2867
21119,2450, 2523, 2911
21255,2431, 2559, 3010
21387,2617, 2760, 2957
21527,2399, 2736, 2879
21667,2410, 2735, 2907
21795,2459, 2749, 2992
21932,2416, 2772, 2922
22066,2421, 2713, 2928
22209,2448, 2747, 2931
22358,2427, 2750, 2997
22487,2487, 2679, 3033
22623,2413, 2686, 2928
22760,2463, 2768, 2917
22888,2482, 2722, 2939
23031,2498, 2625, 2949
23167,2401, 2763, 2928
23304,2450, 2735, 2893
23447,2352, 2773, 2905
23589,2465, 2679, 2900
23725,2500, 2786, 2906
23862,2388, 2827, 2795
23993,2443, 2665, 2835
24130,2411, 2651, 2902
