T,L1,L2,L3
7151,0, 0, 0
7287,228, 182, 193
7405,312, 340, 361
7519,383, 421, 441
7637,415, 468, 476
7751,430, 491, 493
7870,438, 502, 505
7984,442, 509, 507
8103,444, 512, 503
8217,445, 514, 501
8336,444, 514, 506
8450,445, 513, 513
8569,446, 512, 519
8683,450, 510, 524
8802,454, 509, 527
8916,454, 506, 526
9033,453, 506, 521
9147,449, 507, 515
9264,446, 509, 515
9378,444, 510, 514
9495,442, 513, 511
9609,441, 513, 510
9726,440, 511, 510
9840,439, 512, 512
9957,440, 512, 515
10071,440, 510, 516
10189,444, 508, 516
10304,449, 507, 514
10420,451, 509, 512
10535,451, 507, 509
10652,452, 506, 512
10782,450, 506, 513
10913,448, 508, 515
11043,446, 508, 512
11173,444, 510, 508
11303,441, 510, 507
11458,438, 512, 507
11690,440, 512, 508
11919,444, 512, 501
12116,450, 509, 507
12346,451, 505, 512
12548,451, 507, 512
12741,449, 508, 502
12932,445, 509, 499
13102,444, 512, 498
13223,441, 511, 496
13339,443, 512, 492
13457,452, 509, 489
13578,467, 508, 494
13695,480, 507, 499
13816,492, 502, 501
13932,494, 498, 494
14051,488, 486, 472
14172,473, 472, 441
14288,458, 456, 429
14409,435, 439, 412
14525,410, 419, 401
14645,389, 403, 379
14766,373, 388, 358
14882,362, 377, 335
15003,355, 367, 332
15119,351, 359, 340
15239,349, 350, 343
15360,344, 344, 340
15476,339, 337, 320
15597,332, 330, 290
15713,320, 317, 299
15833,304, 303, 296
15954,285, 288, 286
16070,266, 274, 274
16194,249, 261, 262
16325,230, 249, 251
16457,216, 233, 238
16589,202, 220, 221
16724,188, 204, 206
16859,168, 188, 190
16990,153, 168, 171
17125,141, 157, 161
17257,130, 148, 154
17389,125, 137, 147
17520,119, 128, 138
17662,111, 119, 128
17794,97, 108, 121
17925,89, 101, 111
18057,82, 95, 107
18188,76, 88, 103
18326,68, 82, 101
18458,60, 76, 92
18589,47, 70, 84
18725,38, 59, 72
18857,34, 47, 55
18984,0, 39, 47
19125,0, 0, 39
19256,0, 0, 34
19402,0, 0, 32
19539,0, 0, 32
19689,0, 12, 31
19826,0, 20, 32
19957,0, 23, 31
20103,0, 24, 31
20247,0, 0, 32
20383,0, 9, 32
20520,0, 4, 32
20651,0, 5, 31
20787,0, 0, 31
20933,0, 12, 31
21074,0, 18, 32
21205,0, 4, 33
21341,0, 16, 33
21478,0, 0, 32
21609,0, 0, 33
21755,0, 4, 31
21895,0, 13, 30
22032,0, 0, 31
22163,0, 0, 32
22309,0, 5, 32
22445,0, 0, 32
22595,0, 0, 33
22734,0, 0, 33
22871,0, 4, 33
23002,0, 14, 33
23138,0, 20, 33
23290,0, 0, 33
23434,0, 0, 32
23588,0, 5, 31
23724,0, 0, 31
23855,0, 4, 31
23992,0, 4, 31
24142,0, 0, 31
