T,state
10057,3
11603,1
11609,1
11617,1
11626,1
11640,1
11651,1
11690,1
11704,1
11713,1
11723,1
11737,1
11747,1
11756,1
11770,1
11781,1
11820,1
11834,1
11844,1
11853,1
11867,1
11877,1
11887,1
11901,1
11911,1
11950,1
11964,1
11974,1
11984,1
11998,1
12007,1
12017,1
12031,1
12041,1
12081,1
12090,1
12104,1
12114,1
12123,1
12137,1
12147,1
12157,1
12172,1
12200,1
12220,1
12234,1
12244,1
12254,1
12268,1
12277,1
12287,1
12301,1
12311,1
12351,1
12365,1
12374,1
12384,1
12398,1
12407,1
12407,1
12420,1
12434,1
12445,1
12484,1
12498,1
12507,1
12517,1
12531,1
12541,1
12550,1
12564,1
12575,1
12614,1
12628,1
12638,1
12647,1
12661,1
12671,1
12680,1
12694,1
12705,1
12744,1
12758,1
12768,1
12777,1
12791,1
12801,1
12811,1
12825,1
12835,1
12874,1
12888,1
12898,1
12908,1
12922,1
12931,1
12941,1
12955,1
12966,1
13005,1
13014,1
13028,1
13038,1
13048,1
13061,1
13071,1
13081,1
13096,1
13135,1
13144,1
13158,1
13168,1
13178,1
13192,1
13201,1
13211,1
13226,1
13265,1
13275,1
13289,1
13298,1
13298,1
13311,1
13325,1
13335,1
13344,1
13359,1
13398,1
13408,1
13422,1
13432,1
13441,1
13455,1
13465,1
13474,1
13489,1
13528,1
13538,1
13552,1
13562,1
13571,1
13585,1
13595,1
13605,1
13620,1
13659,1
13668,1
13682,1
13692,1
13702,1
13716,1
13725,1
13735,1
13750,1
13789,1
13799,1
13813,1
13822,1
13832,1
13846,1
13855,1
13865,1
13880,1
13919,1
13919,1
13932,1
13946,1
13955,1
13955,1
13968,1
13982,1
13992,1
14001,1
14046,1
14055,1
14065,1
14079,1
14089,1
14098,1
14112,1
14122,1
14133,1
14176,1
14186,1
14195,1
14209,1
14219,1
14229,1
14243,1
14252,1
14252,1
14266,1
14309,1
14319,1
14329,1
14343,1
14352,1
14362,1
14376,1
14385,1
14396,1
14439,1
14449,1
14459,1
14473,1
14482,1
14492,1
14506,1
14516,1
14526,1
14565,1
14579,1
14589,1
14599,1
14613,1
14622,1
14636,1
14646,1
14656,1
14696,1
14710,1
14719,1
14729,1
14743,1
14752,1
14762,1
14776,1
14787,1
14826,1
14840,1
14849,1
14859,1
14873,1
14883,1
14892,1
14906,1
14917,1
14960,3
14990,3
15064,3
15198,3
15273,3
15418,3
15498,3
15583,3
15643,3
15653,3
15667,3
15676,3
15686,3
15700,3
15710,3
15719,3
15734,3
15775,3
15785,3
15799,3
15808,3
15818,3
15832,3
15841,3
15851,3
15866,3
15907,3
15916,3
15930,3
15940,3
15950,3
15964,3
15973,3
15983,3
15998,3
16038,3
16048,3
16062,3
16072,3
16081,3
16095,3
16105,3
16114,3
16130,3
16170,3
16180,3
16194,3
16203,3
16213,3
16227,3
16237,3
16246,3
16261,3
16302,3
16311,3
16325,3
16335,3
16345,3
16359,3
16368,3
16378,3
16393,3
16433,3
16443,3
16457,3
16467,3
16476,3
16490,3
16500,3
16509,3
16524,3
16565,3
16575,3
16589,3
16598,3
16608,3
16622,3
16631,3
16641,3
16656,3
16690,3
16706,3
16720,3
16730,3
16740,3
16754,3
16763,3
16763,3
16776,3
16790,3
16800,3
16841,3
16855,3
16865,3
16874,3
16888,3
16898,3
16907,3
16921,3
16932,3
16969,3
16987,3
16996,3
16996,3
17013,3
17023,3
17033,3
17046,3
17056,3
17066,3
17081,3
17121,3
17121,3
17122,3
17137,3
17151,3
17161,3
17170,3
17184,3
17194,3
17205,3
17249,3
17259,3
17269,3
17283,3
17292,3
17302,3
17316,3
17326,3
17335,3
17371,3
17391,3
17391,3
17392,3
17411,3
17420,3
17420,3
17433,3
17447,3
17457,3
17466,3
17481,3
17522,3
17532,3
17546,3
17555,3
17555,3
17568,3
17582,3
17591,3
17591,3
17608,3
17619,3
17645,3
17674,3
17683,3
17693,3
17707,3
17717,3
17726,3
17726,3
17743,3
17753,3
17753,3
17778,3
17811,3
17821,3
17831,3
17845,3
17854,3
17864,3
17878,3
17888,3
17897,3
17912,3
17953,3
17962,3
17976,3
17986,3
17996,3
18010,3
18019,3
18029,3
18044,3
18084,3
18094,3
18108,3
18118,3
18127,3
18141,3
18151,3
18161,3
18176,3
18216,3
18226,3
18240,3
18249,3
18259,3
18273,3
18283,3
18292,3
18307,3
18348,3
18358,3
18371,3
18381,3
18391,3
18405,3
18414,3
18424,3
18439,3
18480,3
18489,3
18503,3
18513,3
18523,3
18537,3
18546,3
18556,3
18571,3
18611,3
18621,3
18635,3
18645,3
18654,3
18668,3
18678,3
18687,3
18702,3
18743,3
18753,3
18767,3
18776,3
18786,3
18800,3
18810,3
18819,3
18834,3
18868,3
18884,3
18898,3
18908,3
18918,3
18932,3
18941,3
18941,3
18954,3
18968,3
18978,3
19019,3
19033,3
19043,3
19052,3
19066,3
19076,3
19086,3
19100,3
19110,3
19151,3
19165,3
19174,3
19184,3
19198,3
19208,3
19217,3
19231,3
19242,3
19282,3
19296,3
19306,3
19316,3
19330,3
19339,3
19349,3
19363,3
19373,3
19414,3
19428,3
19438,3
19447,3
19461,3
19471,3
19481,3
19494,3
19546,3
19560,3
19569,3
19579,3
19593,3
19603,3
19612,3
19626,3
19637,3
19677,3
19691,3
19701,3
19711,3
19725,3
19734,3
19744,3
19758,3
19769,3
19809,3
19823,3
19833,3
19842,3
19856,3
19866,3
19876,3
19890,3
19900,3
19941,3
19955,3
19964,3
19974,3
19988,3
19998,3
20007,3
20021,3
20032,3
20073,3
20086,3
20096,3
20106,3
20120,3
20129,3
20139,3
20153,3
20164,3
20204,3
20218,3
20228,3
20237,3
20251,3
20261,3
20271,3
20285,3
20295,3
20336,3
20350,3
20359,3
20369,3
20383,3
20393,3
20402,3
20416,3
20427,3
20468,3
20482,3
20491,3
20501,3
20515,3
20524,3
20534,3
20548,3
20559,3
20599,3
20613,3
20623,3
20632,3
20646,3
20656,3
20666,3
20680,3
20690,3
20731,3
20745,3
20755,3
20764,3
20778,3
20788,3
20797,3
20811,3
20822,3
20856,3
20877,3
20886,3
20896,3
20910,3
20919,3
20929,3
20943,3
20953,3
20965,3
21008,3
21018,3
21028,3
21042,3
21051,3
21061,3
21075,3
21084,3
21096,3
21140,3
21150,3
21159,3
21173,3
21183,3
21192,3
21206,3
21216,3
21228,3
21272,3
21281,3
21291,3
21305,3
21315,3
21324,3
21338,3
21348,3
21360,3
21403,3
21413,3
21423,3
21437,3
21446,3
21456,3
21470,3
21479,3
21492,3
21535,3
21545,3
21554,3
21568,3
21578,3
21588,3
21601,3
21611,3
21623,3
21667,3
21676,3
21686,3
21700,3
21710,3
21719,3
21733,3
21743,3
21755,3
21798,3
21808,3
21818,3
21832,3
21841,3
21851,3
21865,3
21875,3
21887,3
21930,3
21940,3
21949,3
21963,3
21973,3
21983,3
21997,3
22006,3
22018,3
22062,3
22072,3
22081,3
22095,3
22105,3
22115,3
22128,3
22138,3
22150,3
22194,3
22203,3
22213,3
22227,3
22237,3
22246,3
22260,3
22270,3
22282,3
22325,3
22335,3
22345,3
22359,3
22368,3
22378,3
22392,3
22402,3
22414,3
22457,3
22467,3
22476,3
22490,3
22500,3
22510,3
22524,3
22533,3
22544,3
22584,3
22598,3
22608,3
22618,3
22632,3
22641,3
22655,3
22665,3
22676,3
22716,3
22730,3
22740,3
22749,3
22763,3
22773,3
22787,3
22797,3
22807,3
22841,3
22862,3
22871,3
22881,3
22895,3
22905,3
22914,3
22928,3
22938,3
22949,3
22993,3
23003,3
23013,3
23027,3
23036,3
23046,3
23060,3
23070,3
23081,3
23125,3
23135,3
23144,3
23158,3
23168,3
23178,3
23191,3
23201,3
23211,3
23237,3
23266,3
23276,3
23291,4
23304,4
23318,4
23328,4
23337,4
23357,5
23397,5
23406,5
23420,5
23429,5
23439,5
23453,5
23462,5
23471,5
23485,5
23519,5
23535,5
23549,5
23564,5
23573,5
23587,5
23596,5
23605,5
23619,5
23629,5
23669,5
23683,5
23692,5
23692,5
23705,5
23719,5
23728,5
23728,5
23745,5
23760,5
23800,5
23814,5
23823,5
23833,5
23846,5
23856,5
23865,5
23879,5
23888,5
23914,5
23943,5
23957,5
23967,5
23980,5
23990,5
23999,5
24013,5
24022,5
24034,5
24077,5
24086,5
24095,5
24109,5
24119,5
24128,5
24142,5
24156,5
24168,5
24211,5
24220,5
24229,5
24243,5
24253,5
24262,5
24276,5
24285,5
24294,5
24333,5
24354,5
24364,5
24377,5
24387,5
24396,5
24410,5
24419,5
24429,5
24443,5
24483,5
24493,5
24506,5
24516,5
24525,5
24539,5
24553,5
24563,5
24577,5
24617,5
24627,5
24640,5
24650,5
24659,5
24673,5
24682,5
24682,5
24695,5
24709,5
24749,5
24768,5
24777,5
24787,5
24800,5
24810,5
24819,5
24829,5
24843,5
24883,5
24893,5
24906,5
24916,5
24925,5
24939,5
24953,5
24967,5
24977,5
25017,5
25027,5
25040,5
25050,5
25059,5
25073,5
25082,5
25092,5
25105,5
25135,5
25165,5
25174,5
25184,5
25198,5
25207,5
25216,5
25230,5
25239,5
25250,5
25290,5
25303,5
25303,5
25316,5
25330,5
25339,5
25339,5
25356,5
25370,5
25381,5
25420,5
25434,5
25444,5
25453,5
25467,5
25476,5
25485,5
25499,5
25510,5
25549,5
25568,5
25578,5
25587,5
25601,5
25610,5
25620,5
25633,5
25644,5
25677,5
25697,5
25707,5
25716,5
25730,5
25739,5
25758,5
25767,5
25777,5
25791,5
25831,5
25841,5
25850,5
25864,5
25873,5
25883,5
25896,5
25906,5
25916,5
25965,5
25975,5
25989,5
25998,5
26007,5
26021,5
26030,5
26040,5
26050,5
26091,5
26104,5
26113,5
26127,5
26136,5
26146,5
26164,5
26174,5
26188,5
26225,5
26238,5
26247,5
26261,5
26270,5
26280,5
26293,5
26303,5
26312,5
26327,5
26372,5
26386,5
26395,5
26404,5
26418,5
26427,5
26437,5
26451,5
26460,5
26490,5
26510,5
26524,5
26533,5
26543,5
26562,5
26571,5
26585,5
26594,5
26606,5
26649,5
26658,5
26667,5
26681,5
26690,5
26700,5
26709,5
26723,5
26733,5
26783,5
26792,5
26801,5
26815,5
26825,5
26834,5
26848,5
26857,5
26866,5
26881,5
26918,5
26930,5
26940,5
26959,5
26968,5
26982,5
26991,5
27000,5
27014,5
27025,5
27065,5
27078,5
27088,5
27097,5
27111,5
27120,5
27129,5
27143,5
27159,5
27199,5
27212,5
27222,5
27231,5
27245,5
27254,5
27264,5
27277,5
27288,5
27328,5
27341,5
27356,5
27365,5
27379,5
27388,5
27398,5
27411,5
27422,5
27462,5
27475,5
27485,5
27494,5
27508,5
27517,5
27517,5
27530,5
27543,5
27559,5
27599,5
27613,5
27622,5
27631,5
27645,5
27654,5
27664,5
27678,5
27687,5
27709,5
27742,5
27756,5
27765,5
27779,5
27789,5
27798,5
27812,5
27821,5
27830,5
27876,5
27885,5
27894,5
27908,5
27918,5
27927,5
27941,5
27955,5
27970,5
28010,5
28019,5
28029,5
28042,5
28052,5
28061,5
28075,5
28084,5
28084,5
28102,5
28142,5
28156,5
28170,5
28179,5
28189,5
28203,5
28212,5
28221,5
28267,5
28276,5
28285,5
28299,5
28308,5
28318,5
28332,5
28341,5
28358,5
28401,5
28410,5
28419,5
28433,5
28443,5
28452,5
28466,5
28475,5
28487,5
28530,5
28539,5
28554,5
28567,5
28577,5
28586,5
28600,5
28609,5
28621,5
28664,5
28673,5
28683,5
28696,5
28706,5
28715,5
28729,5
28738,5
28755,5
28798,5
28807,5
28817,5
28830,5
28840,5
28849,5
28863,5
28872,5
28884,5
28927,5
28936,5
28946,5
28964,5
28974,5
28983,5
28997,5
29006,5
29018,5
29061,5
29070,5
29080,5
29093,5
29103,5
29112,5
29126,5
29135,5
29145,5
29195,5
29204,5
29214,5
29228,5
29237,5
29246,5
29260,5
29269,5
29281,5
29324,5
29333,5
29343,5
29362,5
29371,5
29371,5
29388,5
29397,5
29408,5
29448,5
29461,5
29461,5
29474,5
29487,5
29497,5
29506,5
29506,5
29523,5
29532,5
