T,x1,y1,z1,x2,y2,z2,x3,y3,z3,pitch,roll
6605,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
6747,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
6865,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
6979,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7098,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7212,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7330,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7444,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7562,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7676,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7795,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7909,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8027,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8141,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8260,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8374,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8493,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8607,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8724,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8838,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8955,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9069,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9186,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9300,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9417,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9531,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9648,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9762,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9879,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9993,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10110,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10225,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10353,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10483,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10614,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
