T,L1,L2,L3
7745,0, 0, 0
7881,269, 196, 211
7999,408, 367, 394
8113,459, 451, 486
8231,505, 494, 533
8345,528, 518, 559
8463,540, 532, 572
8577,548, 539, 578
8695,549, 541, 582
8809,551, 543, 583
8927,552, 545, 584
9041,554, 546, 584
9159,551, 544, 583
9273,549, 544, 583
9391,547, 545, 583
9505,548, 545, 584
9623,549, 544, 586
9737,548, 544, 585
9855,547, 543, 584
9969,546, 542, 585
10087,547, 542, 586
10202,549, 544, 585
10321,549, 545, 586
10436,546, 542, 586
10552,547, 545, 585
10667,546, 543, 586
10783,546, 543, 586
10898,548, 543, 585
11014,549, 544, 587
11129,547, 546, 587
11250,547, 544, 586
11380,548, 544, 587
11510,548, 540, 587
11640,548, 541, 588
11772,548, 542, 591
11910,547, 539, 591
12040,549, 539, 590
12180,551, 543, 587
12311,549, 544, 586
12441,548, 544, 586
12571,548, 544, 587
12701,549, 545, 588
12831,550, 543, 589
12961,550, 545, 589
13092,546, 543, 588
13222,547, 545, 590
13352,547, 541, 591
13482,548, 539, 592
13612,546, 539, 589
13738,547, 541, 591
13868,546, 540, 589
13998,545, 543, 588
14129,547, 541, 589
14259,547, 538, 590
14389,548, 542, 591
14519,546, 542, 589
14649,547, 544, 586
14779,548, 541, 588
14910,550, 543, 586
15040,548, 543, 587
15170,546, 545, 587
15300,546, 546, 584
15430,544, 546, 586
15560,546, 544, 585
15690,549, 541, 583
15816,548, 541, 582
15946,548, 541, 582
16076,546, 543, 582
16206,546, 544, 584
16337,548, 543, 584
16470,548, 541, 584
16600,549, 540, 586
16730,549, 540, 585
16860,549, 540, 587
16991,549, 542, 584
17121,548, 541, 584
17251,549, 540, 582
17384,546, 540, 584
17514,546, 543, 583
17644,547, 545, 583
17774,546, 543, 584
17914,545, 545, 586
18044,547, 543, 587
18174,549, 543, 587
18304,552, 542, 586
18434,549, 542, 583
18574,549, 547, 580
18704,549, 546, 582
18834,549, 545, 584
18974,549, 545, 582
19104,549, 543, 582
19234,547, 546, 582
19365,547, 543, 583
19495,548, 544, 583
19625,548, 546, 583
19755,546, 547, 585
19885,547, 544, 583
20015,548, 544, 585
20145,549, 545, 582
20278,548, 545, 582
20409,546, 544, 583
20534,546, 545, 582
20664,548, 544, 583
20794,549, 546, 583
20928,550, 545, 583
21058,548, 541, 582
21188,545, 539, 583
21321,544, 539, 583
21451,544, 538, 583
21584,547, 538, 581
21715,545, 538, 582
21845,547, 539, 582
21975,545, 539, 581
22105,544, 539, 578
22238,546, 539, 577
22368,544, 540, 579
22498,545, 542, 581
22628,547, 543, 579
22759,546, 543, 580
22892,544, 540, 580
23022,546, 541, 581
23152,545, 543, 581
23292,546, 542, 578
23422,544, 543, 579
23552,542, 542, 579
23682,544, 543, 580
23815,545, 545, 579
23945,544, 543, 579
24076,546, 540, 577
24206,546, 541, 578
24336,545, 542, 578
24462,546, 540, 579
24592,545, 541, 578
