T,yaw,pitch,roll
6767,-0.00, 0.02, 0.01
6893,-0.00, 0.06, 0.00
7011,-0.00, 0.04, 0.01
7125,-0.01, 0.01, 0.02
7243,-0.01, 0.00, 0.02
7357,-0.01, 0.02, 0.02
7475,-0.00, 0.05, 0.02
7589,-0.00, 0.06, 0.01
7707,-0.00, 0.05, 0.00
7821,-0.00, 0.03, 0.00
7940,-0.01, 0.01, 0.00
8054,-0.01, 0.02, -0.00
8172,-0.00, 0.04, -0.00
8286,-0.00, 0.07, -0.00
8405,-0.00, 0.06, -0.00
8519,-0.01, 0.03, 0.00
8637,-0.01, 0.00, 0.01
8751,-0.01, 0.00, 0.02
8869,-0.01, 0.03, 0.02
8987,-0.01, 0.06, 0.01
9101,-0.01, 0.06, 0.00
9218,-0.01, 0.04, -0.00
9332,-0.01, 0.02, -0.00
9449,-0.01, 0.01, 0.00
9563,-0.01, 0.03, 0.01
9680,-0.01, 0.05, 0.00
9794,-0.01, 0.06, -0.01
9911,-0.01, 0.05, -0.01
10026,-0.01, 0.03, -0.00
10142,-0.01, 0.00, 0.02
10257,-0.01, 0.01, 0.03
10374,-0.01, 0.03, 0.03
10489,-0.01, 0.06, 0.01
10605,-0.01, 0.05, -0.01
10720,-0.01, 0.03, -0.01
10836,-0.01, 0.01, -0.01
10951,-0.01, 0.02, 0.01
11077,-0.01, 0.04, 0.01
11207,-0.01, 0.07, 0.00
11338,-0.01, 0.06, -0.01
11471,-0.01, 0.03, -0.01
11598,-0.02, 0.01, 0.01
11732,-0.02, 0.01, 0.03
11854,-0.02, 0.04, 0.03
11985,-0.02, 0.05, 0.01
12129,-0.02, 0.05, -0.01
12262,-0.02, 0.02, -0.01
12393,-0.02, 0.01, 0.01
12515,-0.02, 0.03, 0.02
12645,-0.02, 0.06, 0.00
12786,-0.02, 0.06, -0.01
12909,-0.02, 0.04, -0.02
13039,-0.02, 0.02, 0.00
13169,-0.02, 0.01, 0.02
13300,-0.02, 0.03, 0.03
13430,-0.02, 0.05, 0.02
13560,-0.02, 0.05, -0.01
13693,-0.02, 0.03, -0.01
13824,-0.03, 0.02, 0.01
13954,-0.03, 0.03, 0.02
14129,-0.03, 0.05, 0.01
14395,-0.03, 0.04, -0.02
14579,-0.03, 0.02, 0.01
14710,-0.03, 0.03, 0.03
14842,-0.03, 0.05, 0.02
14974,-0.03, 0.05, -0.00
15105,-0.03, 0.04, -0.01
15237,-0.03, 0.03, 0.00
15369,-0.03, 0.03, 0.02
15500,-0.04, 0.04, 0.02
15633,-0.03, 0.05, -0.00
15763,-0.03, 0.05, -0.03
15895,-0.03, 0.04, -0.02
16027,-0.04, 0.04, 0.00
16162,-0.04, 0.03, 0.03
16290,-0.04, 0.04, 0.02
16422,-0.04, 0.04, 0.00
16554,-0.04, 0.05, -0.01
16688,-0.04, 0.04, -0.00
16826,-0.04, 0.03, 0.01
16961,-0.04, 0.03, 0.02
17107,-0.04, 0.04, -0.00
17234,-0.04, 0.05, -0.01
17366,-0.04, 0.05, -0.01
17498,-0.04, 0.04, 0.01
17629,-0.05, 0.04, 0.02
17761,-0.05, 0.03, 0.02
17904,-0.05, 0.04, 0.00
18038,-0.05, 0.05, -0.01
18170,-0.05, 0.04, -0.00
18305,-0.05, 0.03, 0.01
18441,-0.05, 0.03, 0.01
18568,-0.05, 0.03, 0.00
18700,-0.05, 0.04, -0.01
18832,-0.05, 0.05, -0.01
18964,-0.06, 0.05, -0.00
19095,-0.06, 0.04, 0.02
19227,-0.06, 0.03, 0.02
19359,-0.06, 0.04, 0.01
19490,-0.06, 0.05, -0.00
19619,-0.07, 0.05, -0.00
19750,-0.07, 0.04, 0.01
19886,-0.07, 0.03, 0.02
20017,-0.07, 0.02, 0.02
20149,-0.08, 0.03, 0.00
20280,-0.08, 0.04, -0.01
20412,-0.08, 0.05, -0.01
20544,-0.08, 0.04, 0.00
20676,-0.09, 0.03, 0.01
20813,-0.09, 0.03, 0.01
20951,-0.09, 0.04, 0.00
21086,-0.09, 0.05, -0.00
21218,-0.10, 0.06, 0.00
21349,-0.10, 0.04, 0.01
21481,-0.11, 0.03, 0.02
21616,-0.11, 0.03, 0.01
21754,-0.11, 0.04, 0.00
21893,-0.12, 0.05, -0.00
22028,-0.12, 0.05, 0.00
22160,-0.13, 0.04, 0.01
22291,-0.13, 0.03, 0.01
22423,-0.14, 0.03, 0.00
22547,-0.14, 0.04, -0.00
22679,-0.15, 0.05, -0.01
22810,-0.15, 0.05, -0.00
22942,-0.16, 0.04, 0.01
23073,-0.16, 0.03, 0.01
23215,-0.17, 0.04, 0.01
23353,-0.18, 0.05, 0.00
23485,-0.18, 0.06, 0.00
23616,-0.19, 0.05, 0.01
23752,-0.19, 0.02, 0.04
23895,-0.20, -0.05, 0.05
24046,-0.20, -0.08, 0.06
24177,-0.20, -0.07, 0.06
24320,-0.21, -0.04, 0.05
24456,-0.22, 0.01, 0.02
24600,-0.22, 0.02, 0.02
24743,-0.22, 0.02, 0.01
24871,-0.22, 0.02, 0.02
25016,-0.22, 0.02, 0.02
25160,-0.22, 0.02, 0.01
25297,-0.22, 0.02, 0.01
25428,-0.22, 0.02, 0.02
25561,-0.22, 0.02, 0.02
25700,-0.22, 0.02, 0.02
25828,-0.22, 0.02, 0.02
25974,-0.22, 0.02, 0.02
26110,-0.22, 0.02, 0.02
26251,-0.22, 0.02, 0.02
26386,-0.22, 0.02, 0.02
26518,-0.22, 0.02, 0.02
26655,-0.22, 0.02, 0.02
26786,-0.22, 0.02, 0.02
26932,-0.22, 0.02, 0.02
27068,-0.22, 0.02, 0.02
27212,-0.22, 0.02, 0.02
27348,-0.22, 0.02, 0.02
27476,-0.22, 0.02, 0.02
27612,-0.21, 0.02, 0.02
27748,-0.21, 0.02, 0.02
27876,-0.21, 0.02, 0.02
28155,-0.21, 0.02, 0.02
28298,-0.21, 0.02, 0.02
