T,pci,rci
9560,0.00,0.00
9674,0.00,0.00
9792,0.00,0.00
9906,0.00,0.00
10024,0.00,0.00
10144,0.00,0.00
10258,0.00,0.00
10378,0.00,0.00
10492,0.00,0.00
10611,0.00,0.00
10726,0.00,0.00
10844,0.00,0.00
10959,0.00,0.00
11075,0.00,0.00
11190,0.00,0.00
11306,0.00,0.00
11421,0.00,0.00
11537,0.00,0.00
11651,0.00,0.00
11768,0.00,0.00
11882,0.00,0.00
11999,0.00,0.00
12114,0.00,0.00
12230,0.00,0.00
12345,0.00,0.00
12461,0.00,0.00
12576,0.00,0.00
12692,0.00,0.00
12807,0.00,0.00
12923,0.00,0.00
13038,0.00,0.00
13154,0.00,0.00
13269,0.00,0.00
13385,0.00,0.00
13500,0.00,0.00
13616,0.00,0.00
13731,0.00,0.00
13847,0.00,0.00
13962,0.00,0.00
14078,0.00,0.00
14193,0.00,0.00
14309,0.00,0.00
14424,0.00,0.00
14540,0.00,0.00
14659,0.00,0.00
14885,0.00,0.00
15085,0.00,0.00
15317,0.00,0.00
15469,0.00,0.00
15601,0.00,0.00
15732,0.00,0.00
15861,0.00,0.00
15993,0.00,0.00
16125,0.00,0.00
16266,0.00,0.00
16398,0.00,0.00
16530,0.00,0.00
16662,0.00,0.00
16798,0.00,0.00
16927,0.00,0.00
17057,0.00,0.00
17189,0.00,0.00
17324,0.00,0.00
17453,0.00,0.00
17588,0.00,0.00
17716,0.00,0.00
17848,0.00,0.00
17980,0.00,0.00
18119,0.00,0.00
18246,0.00,0.00
18378,0.00,0.00
18509,0.00,0.00
18641,0.00,0.00
18776,0.00,0.00
18904,0.00,0.00
19039,0.00,0.00
19168,0.00,0.00
19305,4.10,5.87
19441,7.94,7.48
19598,6.35,7.40
19738,2.02,5.79
19869,-0.08,4.56
20010,0.00,0.00
20153,0.00,0.00
20299,0.00,0.00
20443,-3.65,-3.29
20567,0.00,0.00
20712,0.00,0.00
20847,0.00,0.00
20975,0.00,0.00
21115,0.00,0.00
21398,0.00,0.00
21545,0.00,0.00
21675,0.00,0.00
21821,0.00,0.00
21962,0.00,0.00
22101,0.00,0.00
22244,0.00,0.00
22391,0.00,0.00
22527,0.00,0.00
22659,0.00,0.00
22795,0.00,0.00
22937,0.00,0.00
23081,0.00,0.00
23205,0.00,0.00
23358,0.00,0.00
23498,0.00,0.00
23626,0.00,0.00
23765,0.00,0.00
23915,0.00,0.00
24049,0.00,0.00
24194,0.00,0.00
24326,0.00,0.00
24470,0.00,0.00
24612,0.00,0.00
24749,0.00,0.00
24889,0.00,0.00
