T,yaw,pitch,roll
6770,0.03, -0.02, 0.00
6893,0.01, -0.02, 0.01
7011,0.00, -0.01, 0.00
7125,-0.01, 0.00, 0.00
7243,-0.03, 0.03, 0.04
7357,-0.04, 0.03, 0.06
7475,-0.05, 0.01, 0.06
7589,-0.07, -0.01, 0.04
7708,-0.08, -0.01, 0.02
7822,-0.09, -0.01, 0.02
7941,-0.10, 0.02, 0.04
8055,-0.11, 0.02, 0.04
8173,-0.11, 0.01, 0.04
8288,-0.12, -0.00, 0.02
8406,-0.13, -0.01, 0.01
8520,-0.13, 0.00, 0.01
8638,-0.14, 0.02, 0.03
8756,-0.14, 0.03, 0.04
8870,-0.14, 0.03, 0.05
8987,-0.14, 0.00, 0.03
9102,-0.14, -0.01, 0.02
9218,-0.14, -0.01, 0.02
9332,-0.14, -0.01, 0.03
9449,-0.14, 0.01, 0.05
9563,-0.13, 0.01, 0.04
9680,-0.13, 0.00, 0.03
9794,-0.13, -0.01, 0.01
9911,-0.12, -0.01, 0.01
10026,-0.11, 0.00, 0.02
10143,-0.10, 0.02, 0.04
10257,-0.10, 0.01, 0.04
10374,-0.09, 0.00, 0.03
10489,-0.08, -0.01, 0.02
10605,-0.07, -0.02, 0.02
10720,-0.07, -0.02, 0.03
10836,-0.06, -0.01, 0.04
10951,-0.04, -0.00, 0.04
11067,-0.04, -0.01, 0.03
11182,-0.03, -0.01, 0.01
11298,-0.02, -0.01, 0.01
11413,-0.01, -0.01, 0.02
11529,0.00, 0.00, 0.04
11644,0.01, 0.01, 0.04
11760,0.02, -0.00, 0.03
11875,0.03, -0.02, 0.02
11991,0.03, -0.02, 0.02
12106,0.04, -0.02, 0.03
12222,0.05, -0.01, 0.04
12337,0.05, -0.01, 0.04
12453,0.06, -0.01, 0.02
12568,0.06, -0.02, 0.02
12684,0.06, -0.02, 0.01
12799,0.07, -0.01, 0.03
12914,0.07, 0.01, 0.04
13029,0.07, 0.01, 0.04
13208,0.07, -0.01, 0.03
13403,0.07, -0.02, 0.02
13629,0.07, -0.01, 0.04
13833,0.07, -0.00, 0.03
13999,0.06, -0.01, 0.02
14119,0.06, -0.01, 0.02
14236,0.06, 0.00, 0.02
14352,0.06, 0.02, 0.03
14473,0.06, 0.02, 0.03
14589,0.05, 0.00, 0.03
14710,0.05, -0.00, 0.02
14841,0.05, -0.00, 0.02
14972,0.05, 0.00, 0.02
15103,0.04, 0.01, 0.03
15235,0.04, 0.00, 0.03
15367,0.04, -0.01, 0.01
15498,0.03, -0.00, 0.01
15630,0.03, 0.01, 0.02
15761,0.03, 0.02, 0.03
15893,0.02, 0.02, 0.03
16028,0.02, 0.01, 0.03
16159,0.02, -0.01, 0.03
16291,0.01, -0.00, 0.03
16423,0.01, 0.01, 0.02
16554,0.01, 0.02, 0.01
16686,0.00, 0.02, 0.01
16820,-0.00, 0.00, 0.01
16950,-0.00, -0.00, 0.02
17080,-0.01, 0.01, 0.03
17212,-0.01, 0.02, 0.03
17348,-0.01, 0.02, 0.03
17478,-0.02, 0.01, 0.02
17610,-0.02, -0.00, 0.03
17742,-0.02, -0.00, 0.03
17874,-0.02, 0.01, 0.03
18002,-0.02, 0.01, 0.02
18136,-0.02, 0.02, 0.01
18268,-0.02, 0.01, 0.00
18400,-0.03, 0.00, 0.02
18533,-0.03, 0.01, 0.03
18666,-0.02, 0.02, 0.03
18798,-0.02, 0.02, 0.02
18929,-0.02, 0.02, 0.02
19071,-0.02, 0.01, 0.02
19209,-0.02, 0.01, 0.03
19344,-0.02, 0.01, 0.04
19475,-0.01, 0.01, 0.03
19607,-0.01, 0.01, 0.02
19739,-0.00, 0.01, 0.01
19871,0.00, 0.01, 0.01
20002,0.01, 0.01, 0.02
20134,0.01, 0.01, 0.02
20265,0.02, 0.01, 0.02
20396,0.03, 0.01, 0.01
20528,0.04, 0.01, 0.01
20659,0.05, 0.01, 0.02
20791,0.06, 0.01, 0.03
20923,0.06, 0.01, 0.04
21054,0.07, 0.01, 0.03
21189,0.08, 0.00, 0.02
21320,0.09, -0.00, 0.02
21452,0.10, 0.00, 0.02
21583,0.11, 0.00, 0.03
21715,0.12, 0.00, 0.03
21846,0.14, -0.00, 0.02
21977,0.14, -0.00, 0.01
22108,0.16, 0.00, 0.01
22245,0.17, 0.01, 0.02
22395,0.17, -0.04, 0.08
22532,0.17, -0.03, 0.10
22663,0.16, 0.00, 0.14
22800,0.15, 0.06, 0.15
22937,0.15, 0.08, 0.15
23088,0.16, 0.07, 0.11
23219,0.16, 0.05, 0.10
23379,0.16, 0.03, 0.08
23503,0.17, 0.01, 0.04
23647,0.17, -0.01, 0.01
23782,0.16, -0.01, 0.01
23911,0.16, -0.01, 0.01
24047,0.16, -0.01, 0.01
24183,0.15, -0.01, 0.01
24329,0.15, -0.01, 0.01
24460,0.15, -0.01, 0.01
24601,0.14, -0.01, 0.00
24737,0.14, -0.01, 0.00
24868,0.14, -0.01, 0.00
25008,0.14, -0.01, 0.00
25144,0.13, -0.01, 0.00
25280,0.13, -0.01, 0.00
25411,0.13, -0.01, 0.00
25548,0.12, -0.01, 0.00
25707,0.12, -0.01, 0.00
25844,0.12, -0.01, 0.00
25987,0.12, -0.01, 0.00
26127,0.11, -0.01, 0.00
26258,0.11, -0.01, 0.00
26402,0.11, -0.01, 0.00
26537,0.10, -0.01, 0.00
26680,0.10, -0.01, 0.00
