T,yaw,pitch,roll
31535,0.44, -0.00, 0.04
31666,0.45, 0.00, 0.04
31797,0.47, -0.00, 0.04
31929,0.48, -0.01, 0.04
32061,0.48, -0.01, 0.04
32193,0.48, -0.00, 0.04
32323,0.47, 0.00, 0.04
32458,0.47, -0.01, 0.05
32590,0.46, -0.02, 0.04
32721,0.46, -0.02, 0.04
32853,0.46, -0.02, 0.04
32985,0.47, -0.02, 0.04
33116,0.48, -0.01, 0.04
33248,0.49, -0.01, 0.04
33379,0.50, -0.01, 0.03
33517,0.54, 0.00, 0.01
33649,0.60, 0.00, 0.00
33780,0.63, -0.01, 0.01
33912,0.64, -0.01, -0.00
34044,0.63, 0.03, -0.03
34178,0.61, 0.05, -0.04
34310,0.61, 0.06, -0.01
34441,0.61, 0.03, 0.02
34573,0.60, 0.01, 0.02
34704,0.59, 0.01, 0.01
34836,0.58, 0.02, 0.01
34967,0.58, 0.03, 0.02
35099,0.55, 0.02, 0.03
35230,0.54, 0.04, 0.01
35362,0.53, 0.06, -0.00
35497,0.54, 0.07, -0.00
35628,0.56, 0.06, 0.00
35760,0.57, 0.05, -0.00
35894,0.57, 0.04, 0.00
36026,0.57, 0.04, 0.00
36157,0.56, 0.06, 0.00
36289,0.55, 0.06, 0.01
36420,0.54, 0.04, 0.02
36552,0.54, 0.03, 0.03
36686,0.53, 0.02, 0.03
36818,0.53, 0.02, 0.04
36949,0.53, 0.03, 0.04
37081,0.53, 0.02, 0.03
37212,0.52, -0.00, 0.03
37344,0.51, 0.00, 0.03
37476,0.51, 0.01, 0.04
37607,0.51, 0.01, 0.04
37745,0.51, 0.02, 0.03
37876,0.51, 0.03, 0.02
38008,0.49, 0.03, 0.02
38139,0.49, 0.03, 0.03
38271,0.49, 0.03, 0.02
38402,0.50, 0.02, 0.01
38537,0.51, 0.00, 0.02
38671,0.52, -0.00, 0.04
38803,0.52, 0.01, 0.05
38934,0.53, 0.01, 0.04
39066,0.53, -0.01, 0.04
39198,0.54, -0.02, 0.05
39326,0.54, -0.01, 0.07
39457,0.52, 0.03, 0.06
39592,0.52, 0.05, 0.02
39720,0.52, 0.03, 0.01
39852,0.53, -0.00, 0.03
39983,0.53, 0.01, 0.04
40115,0.52, 0.03, 0.03
40246,0.53, 0.01, 0.03
40378,0.53, -0.01, 0.03
40512,0.54, 0.01, 0.02
40644,0.53, 0.03, 0.03
40775,0.53, 0.03, 0.03
40907,0.55, 0.02, 0.03
41038,0.56, 0.02, 0.02
41170,0.56, 0.03, 0.02
41301,0.56, 0.05, 0.01
41436,0.57, 0.03, 0.02
41567,0.57, 0.01, 0.03
41699,0.57, 0.01, 0.04
41834,0.57, 0.01, 0.04
41965,0.56, 0.01, 0.04
42096,0.56, -0.00, 0.04
42228,0.56, -0.01, 0.03
42359,0.57, -0.00, 0.03
42491,0.57, 0.00, 0.04
42622,0.58, 0.00, 0.04
42753,0.59, -0.00, 0.03
42885,0.59, 0.00, 0.04
43016,0.59, 0.00, 0.04
43196,0.58, 0.00, 0.06
43423,0.58, -0.00, 0.04
43660,0.58, -0.00, 0.05
43806,0.58, 0.01, 0.05
43929,0.58, 0.00, 0.05
44061,0.59, -0.00, 0.04
44192,0.59, 0.00, 0.05
44324,0.59, 0.01, 0.05
44458,0.59, 0.02, 0.04
44590,0.59, 0.02, 0.04
44721,0.59, 0.02, 0.03
44853,0.59, 0.03, 0.04
44998,0.58, 0.02, 0.05
45130,0.58, 0.03, 0.04
45261,0.59, 0.03, 0.03
45392,0.58, 0.03, 0.02
45526,0.59, 0.03, 0.03
45658,0.59, 0.03, 0.04
45792,0.60, 0.04, 0.03
45930,0.60, 0.03, 0.03
46062,0.60, 0.03, 0.03
46192,0.59, 0.05, 0.04
46330,0.59, 0.04, 0.06
46464,0.59, -0.02, 0.05
46599,0.61, -0.06, 0.05
46745,0.61, -0.07, 0.06
46885,0.62, -0.07, 0.07
47016,0.63, -0.08, 0.07
47148,0.64, -0.10, 0.07
47288,0.65, -0.12, 0.06
47422,0.66, -0.13, 0.07
47570,0.66, -0.13, 0.07
47705,0.66, -0.13, 0.07
47839,0.67, -0.13, 0.08
47973,0.67, -0.13, 0.07
48102,0.67, -0.13, 0.07
48236,0.67, -0.13, 0.07
48370,0.67, -0.13, 0.07
48499,0.67, -0.13, 0.07
48633,0.67, -0.13, 0.07
48770,0.67, -0.13, 0.07
48906,0.67, -0.13, 0.07
49040,0.67, -0.13, 0.07
49174,0.67, -0.13, 0.07
49303,0.68, -0.13, 0.07
49440,0.68, -0.13, 0.07
49574,0.68, -0.13, 0.07
49703,0.68, -0.13, 0.07
49848,0.68, -0.13, 0.07
49988,0.68, -0.13, 0.07
50120,0.68, -0.13, 0.07
50254,0.68, -0.13, 0.07
50383,0.69, -0.13, 0.07
50514,0.69, -0.13, 0.07
50648,0.69, -0.13, 0.07
50782,0.69, -0.13, 0.07
50911,0.69, -0.13, 0.07
51045,0.69, -0.13, 0.07
51189,0.69, -0.13, 0.07
51321,0.69, -0.13, 0.07
51470,0.69, -0.13, 0.07
51603,0.70, -0.13, 0.07
51735,0.70, -0.13, 0.07
51869,0.70, -0.13, 0.07
51999,0.70, -0.13, 0.07
52132,0.70, -0.13, 0.07
52266,0.70, -0.13, 0.07
52396,0.70, -0.13, 0.07
52525,0.70, -0.13, 0.07
52654,0.70, -0.13, 0.07
52785,0.71, -0.13, 0.07
52919,0.71, -0.13, 0.07
53053,0.71, -0.13, 0.07
53187,0.71, -0.13, 0.07
53316,0.71, -0.13, 0.07
53447,0.71, -0.13, 0.07
53575,0.71, -0.13, 0.07
53704,0.71, -0.13, 0.07
53842,0.72, -0.13, 0.07
53975,0.72, -0.13, 0.07
54110,0.72, -0.13, 0.07
54244,0.72, -0.13, 0.07
54378,0.72, -0.13, 0.07
54510,0.72, -0.13, 0.07
54638,0.72, -0.13, 0.07
54772,0.72, -0.13, 0.07
54907,0.72, -0.13, 0.07
55041,0.73, -0.13, 0.07
55178,0.73, -0.13, 0.07
55310,0.73, -0.13, 0.07
