T,yaw,pitch,roll
6968,-0.03, 0.02, -0.00
7091,-0.01, -0.00, -0.01
7210,0.01, -0.00, -0.02
7324,0.03, 0.01, -0.01
7442,0.02, -0.01, -0.00
7556,0.01, -0.01, -0.01
7674,0.01, -0.01, -0.00
7788,0.02, -0.01, 0.01
7906,0.02, -0.02, 0.01
8020,0.04, -0.02, 0.01
8138,0.06, -0.02, 0.00
8252,0.08, -0.02, 0.01
8370,0.09, -0.01, -0.01
8484,0.09, -0.02, -0.01
8602,0.09, -0.02, 0.00
8716,0.08, -0.02, 0.01
8834,0.08, -0.02, 0.02
8948,0.08, -0.02, 0.03
9066,0.08, -0.02, 0.02
9180,0.08, -0.03, 0.01
9298,0.09, -0.03, 0.01
9416,0.09, -0.03, 0.02
9530,0.09, -0.03, 0.03
9647,0.10, -0.02, 0.03
9761,0.09, -0.03, 0.02
9878,0.09, -0.04, 0.02
9992,0.08, -0.03, 0.02
10110,0.07, -0.02, 0.02
10225,0.08, -0.02, 0.03
10340,0.10, -0.04, 0.02
10455,0.13, -0.05, 0.00
10572,0.16, -0.06, -0.01
10696,0.18, -0.07, -0.01
10841,0.19, -0.06, 0.01
10974,0.18, -0.06, 0.02
11104,0.18, -0.05, 0.01
11227,0.18, -0.04, 0.02
11357,0.17, -0.03, 0.02
11487,0.17, -0.03, 0.01
11618,0.18, -0.03, 0.01
11762,0.20, -0.02, 0.01
11895,0.22, -0.01, 0.01
12028,0.23, -0.01, 0.01
12162,0.23, -0.01, 0.02
12292,0.23, -0.00, 0.02
12425,0.23, 0.00, 0.02
12562,0.23, -0.00, 0.02
12695,0.23, -0.01, 0.01
12825,0.23, -0.01, 0.01
12958,0.23, -0.01, 0.02
13089,0.23, -0.00, 0.02
13219,0.23, -0.00, 0.02
13352,0.24, -0.01, 0.01
13479,0.24, -0.01, 0.01
13613,0.24, -0.01, 0.02
13735,0.23, -0.01, 0.02
13865,0.23, -0.01, 0.01
13999,0.24, -0.01, 0.01
14126,0.25, -0.01, 0.01
14256,0.26, -0.00, 0.02
14386,0.27, -0.00, 0.01
14516,0.27, 0.00, 0.01
14656,0.27, 0.00, 0.01
14786,0.28, -0.00, 0.02
14917,0.27, -0.00, 0.01
15047,0.27, -0.00, 0.01
15177,0.27, -0.00, 0.02
15307,0.27, -0.00, 0.02
15434,0.26, -0.00, 0.02
15561,0.27, -0.01, 0.02
15691,0.28, -0.01, 0.02
15825,0.29, -0.01, 0.01
15947,0.29, -0.01, 0.01
16077,0.29, -0.01, 0.02
16208,0.28, -0.01, 0.02
16341,0.28, -0.00, 0.02
16471,0.28, -0.01, 0.02
16601,0.29, -0.01, 0.03
16732,0.29, -0.02, 0.02
16862,0.29, -0.01, 0.02
16992,0.29, -0.00, 0.03
17125,0.29, -0.00, 0.03
17258,0.29, -0.01, 0.03
17392,0.30, -0.01, 0.03
17529,0.30, -0.01, 0.03
17659,0.30, -0.01, 0.03
17792,0.30, -0.02, 0.03
17922,0.30, -0.02, 0.03
18052,0.30, -0.02, 0.03
18183,0.30, -0.02, 0.03
18313,0.31, -0.02, 0.04
18443,0.31, -0.02, 0.03
18573,0.31, -0.02, 0.03
18703,0.32, -0.02, 0.03
18834,0.32, -0.02, 0.03
18964,0.33, -0.02, 0.03
19094,0.33, -0.02, 0.03
19224,0.34, -0.02, 0.03
19354,0.34, -0.02, 0.03
19488,0.34, -0.02, 0.03
19618,0.34, -0.02, 0.03
19748,0.33, -0.02, 0.03
19871,0.33, -0.02, 0.03
20001,0.33, -0.01, 0.04
20131,0.33, -001, 0.04
20261,0.33, -0.01, 0.04
20392,0.34, -0.02, 0.04
20522,0.34, -0.02, 0.04
20652,0.35, -0.01, 0.04
20782,0.35, -0.01, 0.05
20912,0.35, -0.01, 0.05
21046,0.35, -0.01, 0.05
21173,0.35, -0.01, 0.05
21303,0.35, -0.02, 0.05
21433,0.35, -0.02, 0.05
21567,0.35, -0.02, 0.06
21697,0.35, -0.02, 0.06
21820,0.35, -0.02, 0.06
21950,0.35, -0.02, 0.06
2208,0.35, -0.02, 0.06
22210,0.35, -0.02, 0.06
22340,0.35, -0.02, 0.06
22470,0.35, -0.02, 0.06
22601,0.35, -0.02, 0.05
22731,0.35, -0.02, 0.05
22861,0.36, -0.02, 0.05
22991,0.37, -0.02, 0.05
23122,0.37, -0.02, 0.05
23252,0.39, -0.02, 0.04
23382,0.40, -0.02, 0.04
23512,0.40, -0.02, 0.04
23646,0.40, -0.01, 0.04
23768,0.39, -0.01, 0.05
23898,0.38, -0.00, 0.05
24029,0.38, -0.00, 0.04
24159,0.38, -0.00, 0.04
24289,0.38, -0.00, 0.04
24419,0.38, -0.00, 0.04
24549,0.38, 0.01, 0.04
24680,0.38, 0.01, 0.04
24810,0.39, 0.01, 0.04
24936,0.39, 0.01, 0.04
25063,0.39, 0.01, 0.04
25197,0.39, 0.01, 0.04
25319,0.39, 0.02, 0.04
25449,0.38, 0.01, 0.04
25583,0.38, 0.01, 0.03
25713,0.38, 0.01, 0.03
25846,0.38, 0.01, 0.04
25990,0.39, 0.01, 0.04
26120,0.39, 0.00, 0.04
26257,0.39, 0.00, 0.04
26387,0.38, 0.00, 0.04
26517,0.38, -0.00, 0.04
26650,0.38, -0.01, 0.04
26780,0.38, -0.01, 0.04
26914,0.38, -0.01, 0.04
27044,0.39, -0.01, 0.05
27177,0.40, -0.01, 0.05
27308,0.41, -0.02, 0.04
27430,0.41, -0.02, 0.03
27560,0.41, -0.01, 0.04
27690,0.41, -0.00, 0.04
27822,0.40, -0.00, 0.04
27951,0.40, -0.01, 0.04
28081,0.40, -0.01, 0.04
28288,0.40, -0.00, 0.04
28481,0.40, -0.00, 0.04
28671,0.41, -0.01, 0.04
28874,0.41, -0.01, 0.04
29031,0.41, -0.01, 0.04
29160,0.42, -0.01, 0.04
29291,0.42, -0.01, 0.04
29423,0.44, -0.01, 0.04
29554,0.44, -0.00, 0.03
29686,0.44, -0.00, 0.04
29818,0.43, -0.01, 0.04
29952,0.43, -0.01, 0.04
30084,0.43, -0.01, 0.04
30215,0.43, -0.01, 0.04
30347,0.44, 0.00, 0.04
30478,0.44, 0.00, 0.04
30610,0.45, -0.01, 0.03
30741,0.45, -0.00, 0.03
30876,0.45, 0.00, 0.04
31008,0.45, 0.01, 0.04
31139,0.44, -0.01, 0.05
31268,0.44, -0.02, 0.04
31399,0.44, -0.02, 0.04
