T,L1,L2,L3
6755,0, 0, 0
6891,327, 312, 232
7009,503, 468, 473
7123,593, 523, 536
7241,633, 572, 589
7355,648, 597, 613
7473,660, 609, 625
7587,666, 619, 630
7706,674, 625, 635
7820,680, 628, 637
7939,678, 629, 641
8053,670, 629, 643
8171,663, 630, 640
8285,663, 630, 641
8404,666, 631, 642
8518,670, 630, 644
8636,670, 629, 643
8750,668, 627, 643
8868,663, 627, 642
8982,663, 630, 642
9099,664, 630, 642
9213,669, 630, 641
9330,670, 626, 640
9444,670, 629, 640
9561,670, 626, 640
9675,669, 628, 638
9792,672, 627, 640
9906,674, 630, 645
10023,676, 630, 646
10138,671, 626, 645
10254,670, 626, 643
10369,668, 629, 640
10486,668, 629, 639
10601,674, 627, 639
10717,676, 626, 637
10832,673, 628, 638
10948,670, 627, 641
11063,669, 628, 640
11179,673, 628, 643
11294,677, 627, 645
11410,676, 628, 641
11525,672, 625, 641
11641,672, 622, 641
11756,674, 622, 644
11872,677, 623, 643
11987,679, 625, 644
12103,677, 624, 645
12218,679, 626, 643
12334,679, 622, 645
12449,677, 620, 648
12565,679, 622, 650
12680,679, 622, 654
12796,680, 618, 652
12911,681, 618, 650
13026,676, 619, 651
13174,673, 621, 651
13372,674, 622, 648
13603,674, 620, 647
13804,674, 620, 648
13990,678, 620, 650
14115,680, 619, 648
14231,676, 623, 648
14348,668, 626, 645
14469,664, 632, 645
14585,663, 635, 647
14706,665, 634, 644
14832,668, 638, 647
14959,668, 641, 649
15091,670, 641, 647
15222,668, 641, 645
15354,672, 641, 645
15486,672, 639, 646
15617,671, 639, 645
15749,665, 635, 644
15880,657, 628, 636
16015,649, 617, 625
16147,645, 610, 614
16278,640, 607, 605
16410,632, 600, 599
16542,623, 592, 596
16673,619, 581, 587
16808,610, 572, 579
16936,599, 562, 566
17068,581, 548, 550
17199,565, 533, 529
17331,550, 516, 518
17463,539, 502, 502
17594,522, 490, 489
17726,510, 479, 477
17861,499, 464, 462
17989,487, 451, 448
18124,478, 438, 438
18256,466, 423, 427
18387,458, 412, 415
18519,441, 398, 396
18650,425, 384, 380
18782,410, 372, 368
18914,400, 357, 358
19063,387, 341, 341
19201,366, 320, 323
19336,350, 307, 301
19467,337, 294, 290
19599,326, 280, 280
19731,320, 271, 268
19862,313, 262, 260
19994,305, 253, 251
20125,289, 236, 240
20256,271, 218, 216
20388,254, 199, 198
20520,237, 183, 183
20651,220, 162, 167
20783,198, 143, 143
20914,178, 125, 125
21046,164, 113, 112
21181,151, 99, 101
21312,140, 88, 87
21444,129, 76, 76
21575,117, 64, 68
21707,107, 54, 56
21838,98, 42, 46
21969,90, 34, 39
22101,87, 0, 35
22237,87, 0, 34
22376,84, 0, 32
22514,78, 0, 29
22655,72, 0, 29
22792,54, 0, 28
22929,0, 0, 28
23061,0, 0, 28
23207,0, 0, 28
23358,0, 0, 29
23495,0, 0, 28
23631,0, 0, 29
23762,0, 0, 29
23898,0, 0, 28
24039,0, 0, 28
24175,0, 0, 29
24308,0, 0, 29
24452,0, 0, 30
24589,0, 0, 28
24725,0, 0, 29
24856,0, 0, 30
25000,0, 0, 30
25136,0, 0, 29
25272,0, 0, 29
25403,0, 0, 28
25540,0, 0, 27
25699,0, 0, 25
25836,0, 0, 25
25975,0, 0, 28
26106,0, 0, 29
26243,9, 0, 29
26393,0, 0, 28
26529,0, 0, 27
26660,0, 0, 26
